# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.009657 1.882283 1.836207 1.604963 1.575123 1.671344 1.793900
0.010355 1.907260 1.885502 1.769934 1.645785 1.685050 1.676129
0.011103 1.932711 1.957245 1.856805 1.700965 1.544948 1.536288
0.011906 1.893466 1.929669 1.805253 1.779454 1.767044 1.655350
0.012766 1.880195 1.986291 1.858845 1.703161 1.702619 1.816632
0.013689 1.878458 1.944350 2.053559 1.888136 1.685325 1.646208
0.014678 1.906020 1.947543 1.888298 1.915318 1.796033 1.608928
0.015739 1.862519 1.927799 1.943018 1.910708 1.877334 1.700861
0.016876 1.842036 1.952085 1.896541 1.879867 1.808714 1.848414
0.018096 1.831133 1.932152 2.054758 1.975833 1.806980 1.753608
0.019403 1.859194 1.894591 1.964238 2.023941 1.974684 1.836322
0.020806 1.865057 1.875881 1.956437 2.011462 2.041566 1.984701
0.022309 1.849499 1.883509 1.897047 1.933300 1.941380 1.911591
0.023921 1.847739 1.881586 1.917688 1.948068 1.946986 1.974380
0.025650 1.865213 1.883729 1.889232 1.978159 1.952266 1.961160
0.027504 1.849651 1.886044 1.863078 1.950146 2.066746 2.101436
0.029492 1.858665 1.921727 1.839410 1.876273 1.967285 2.019376
0.031623 1.835486 1.915692 1.887097 1.841935 1.912542 1.954272
0.033908 1.810519 1.901064 1.897601 1.843354 1.848378 1.914230
0.036359 1.825067 1.901579 1.926566 1.885995 1.852042 1.886201
0.038986 1.822274 1.893785 1.914855 1.872074 1.854432 1.908518
0.041803 1.823662 1.889937 1.931887 1.888807 1.796424 1.820418
0.044824 1.834073 1.886694 1.910234 1.929190 1.875218 1.803806
0.048064 1.841709 1.894423 1.925633 1.935449 1.896629 1.834911
0.051537 1.839752 1.882270 1.910838 1.948827 1.981528 1.918870
0.055262 1.864217 1.895920 1.892318 1.949545 1.965944 1.984537
0.059255 1.864588 1.914623 1.911747 1.922587 1.938898 1.994574
0.063538 1.860820 1.919290 1.901637 1.919587 1.912485 1.938976
0.068129 1.871196 1.941922 1.918200 1.933083 1.936740 1.926857
0.073053 1.860397 1.950556 1.941406 1.945893 1.957651 1.925115
0.078332 1.844435 1.950022 1.953546 1.949886 1.960321 1.955411
0.083993 1.833630 1.953698 1.965744 1.957476 1.972830 1.975608
0.090063 1.823553 1.939942 1.978320 1.964962 1.966006 2.007092
0.096571 1.814891 1.930727 1.975377 1.991170 1.971401 2.006563
0.103550 1.792348 1.917061 1.949563 1.997458 1.995352 1.982519
0.111034 1.783985 1.910488 1.958686 1.996708 2.013170 2.035486
0.119058 1.783398 1.905930 1.945134 1.998651 2.004771 2.020292
0.127662 1.763312 1.889754 1.937761 1.984958 2.021430 2.038803
0.136887 1.753413 1.874479 1.925643 1.949993 1.994371 2.039288
0.146780 1.738987 1.867789 1.944529 1.952810 1.956092 2.015513
0.157387 1.740945 1.859494 1.926065 1.950053 1.945495 1.982640
0.168761 1.712152 1.847527 1.924308 1.971844 1.953948 1.949373
0.180957 1.704117 1.847535 1.925657 1.989817 2.017038 1.952957
0.194034 1.691010 1.834823 1.915444 1.990702 2.038831 1.996069
0.208057 1.680498 1.823205 1.900626 1.979159 2.057085 2.026512
0.223092 1.658814 1.822733 1.912682 1.954019 2.014947 2.045800
0.239215 1.640172 1.825536 1.941233 1.954560 1.999949 2.045744
0.256502 1.614127 1.826717 1.967033 1.967853 2.007513 2.050044
0.275039 1.584068 1.812872 1.914721 1.981522 2.029730 2.070837
0.294915 1.549209 1.816665 1.889704 1.973991 2.095802 2.143502
0.316228 1.524160 1.840757 1.896098 1.929138 2.082256 2.153566
0.339081 1.470837 1.799067 1.927807 1.950230 2.007782 2.126517
0.363585 1.423977 1.731456 1.860975 1.973052 2.033221 2.093234
0.389860 1.400640 1.656163 1.842910 1.980087 2.075370 2.120401
0.418034 1.367547 1.569549 1.702232 1.929751 2.068611 2.158491
0.448245 1.352875 1.513992 1.614403 1.834894 2.043180 2.135193
0.480638 1.264350 1.460851 1.569177 1.746408 1.931520 2.112139
0.515372 1.145468 1.407050 1.564939 1.692453 1.811475 2.071727
0.552617 1.003773 1.342024 1.563232 1.662470 1.732481 1.914052
0.592553 0.859826 1.238669 1.547744 1.634084 1.664901 1.790189
0.635375 0.721084 1.121657 1.505929 1.628862 1.622896 1.657709
0.681292 0.560132 0.990541 1.422273 1.635349 1.631393 1.623894
0.730527 0.353987 0.840279 1.358309 1.580845 1.636966 1.641742
0.783320 0.122739 0.661647 1.185117 1.485619 1.656149 1.688752
0.839929 0.002991 0.477054 1.005684 1.386176 1.737151 1.754381
0.900628 0.000000 0.310353 0.786322 1.188431 1.619966 1.771185
0.965714 0.000000 0.123277 0.485834 0.913894 1.465428 1.714043
