# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.011416 0.031148 0.001575 0.000967 0.000736 0.000584 0.000472 0.000392
0.012215 0.033317 0.001779 0.001100 0.000839 0.000666 0.000539 0.000447
0.013070 0.035637 0.002007 0.001248 0.000954 0.000758 0.000615 0.000508
0.013985 0.038117 0.002265 0.001418 0.001087 0.000866 0.000704 0.000582
0.014964 0.040767 0.002561 0.001613 0.001241 0.000991 0.000808 0.000669
0.016011 0.043606 0.002893 0.001833 0.001412 0.001131 0.000925 0.000768
0.017131 0.046640 0.003270 0.002080 0.001602 0.001284 0.001053 0.000876
0.018330 0.049880 0.003693 0.002361 0.001818 0.001457 0.001197 0.000998
0.019613 0.053347 0.004172 0.002681 0.002064 0.001653 0.001358 0.001134
0.020985 0.057054 0.004712 0.003045 0.002344 0.001875 0.001538 0.001284
0.022454 0.061014 0.005321 0.003459 0.002663 0.002128 0.001743 0.001453
0.024025 0.065245 0.006006 0.003926 0.003024 0.002415 0.001976 0.001645
0.025706 0.069766 0.006773 0.004457 0.003438 0.002747 0.002249 0.001870
0.027505 0.074597 0.007636 0.005056 0.003910 0.003126 0.002561 0.002127
0.029430 0.079753 0.008606 0.005735 0.004445 0.003559 0.002919 0.002424
0.031490 0.085263 0.009701 0.006508 0.005054 0.004053 0.003328 0.002763
0.033693 0.091151 0.010937 0.007380 0.005740 0.004611 0.003792 0.003148
0.036051 0.097445 0.012336 0.008372 0.006519 0.005244 0.004318 0.003588
0.038574 0.104159 0.013910 0.009498 0.007408 0.005968 0.004920 0.004093
0.041273 0.111328 0.015692 0.010783 0.008423 0.006796 0.005612 0.004673
0.044162 0.118983 0.017710 0.012248 0.009579 0.007736 0.006394 0.005325
0.047252 0.127153 0.020001 0.013930 0.010911 0.008818 0.007292 0.006072
0.050559 0.135874 0.022592 0.015850 0.012436 0.010059 0.008324 0.006934
0.054097 0.145168 0.025511 0.018033 0.014182 0.011486 0.009514 0.007929
0.057883 0.155073 0.028798 0.020521 0.016187 0.013130 0.010891 0.009086
0.061934 0.165623 0.032499 0.023349 0.018483 0.015022 0.012482 0.010423
0.066268 0.176858 0.036661 0.026549 0.021088 0.017176 0.014303 0.011961
0.070905 0.188819 0.041347 0.030176 0.024052 0.019634 0.016386 0.013720
0.075867 0.201542 0.046612 0.034283 0.027414 0.022437 0.018778 0.015753
0.081176 0.215068 0.052506 0.038909 0.031211 0.025618 0.021501 0.018076
0.086857 0.229430 0.059097 0.044112 0.035496 0.029219 0.024593 0.020725
0.092935 0.244682 0.066484 0.049974 0.040339 0.033301 0.028101 0.023736
0.099439 0.260826 0.074704 0.056573 0.045825 0.037931 0.032081 0.027158
0.106398 0.277915 0.083871 0.064020 0.052063 0.043212 0.036622 0.031062
0.113844 0.296020 0.094131 0.072454 0.059172 0.049239 0.041808 0.035521
0.121810 0.315185 0.105630 0.082005 0.067279 0.056133 0.047749 0.040632
0.130335 0.335431 0.118445 0.092773 0.076494 0.064028 0.054606 0.046543
0.139456 0.356822 0.132784 0.104988 0.087047 0.073118 0.062554 0.053417
0.149215 0.379386 0.148765 0.118810 0.099151 0.083637 0.071830 0.061478
0.159657 0.403156 0.166544 0.134404 0.113015 0.095806 0.082659 0.070989
0.170830 0.428121 0.186228 0.151889 0.128780 0.109813 0.095258 0.082184
0.182784 0.454272 0.207951 0.171353 0.146519 0.125766 0.109771 0.095295
0.195576 0.481589 0.231865 0.192959 0.166374 0.143849 0.126465 0.110601
0.209262 0.510081 0.258170 0.216894 0.188535 0.164303 0.145605 0.128399
0.223907 0.539709 0.286989 0.243218 0.213025 0.187226 0.167304 0.148870
0.239576 0.570401 0.318487 0.272017 0.239811 0.212649 0.191603 0.172075
0.256341 0.601875 0.352595 0.303187 0.268736 0.240335 0.218187 0.197653
0.274280 0.633808 0.389202 0.336863 0.300045 0.270411 0.247115 0.225556
0.293474 0.666283 0.428886 0.373497 0.334080 0.303015 0.278488 0.255738
0.314012 0.699004 0.471455 0.413150 0.370987 0.338039 0.312016 0.287790
0.335987 0.731876 0.517177 0.456308 0.411273 0.375886 0.347827 0.321736
0.359499 0.764753 0.566080 0.503341 0.455536 0.417628 0.387215 0.358933
0.384657 0.797452 0.618091 0.554735 0.504704 0.464307 0.431283 0.400614
0.411575 0.829647 0.672409 0.610109 0.558962 0.516503 0.480753 0.447700
0.440377 0.860881 0.727923 0.668762 0.618438 0.575096 0.537174 0.502114
0.471195 0.890738 0.783511 0.729930 0.682652 0.639826 0.600966 0.564854
0.504170 0.918023 0.836293 0.790534 0.748336 0.708155 0.670581 0.635348
0.539452 0.941885 0.883734 0.847291 0.812045 0.777345 0.744002 0.712083
0.577203 0.961386 0.922745 0.895546 0.868544 0.841525 0.814801 0.788410
0.617596 0.976631 0.953252 0.934686 0.916226 0.897683 0.879198 0.860563
0.660815 0.987714 0.975428 0.964545 0.953724 0.942872 0.932054 0.921124
0.707060 0.995196 0.990397 0.985674 0.980961 0.976248 0.971548 0.966788
0.756540 0.998995 0.997989 0.996984 0.995978 0.994973 0.993967 0.992955
0.809483 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
