# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.123285 0.808203 0.780950 0.371771 0.329535 0.270996 0.252969 0.245817
0.132194 0.747375 0.725133 0.346355 0.309634 0.252834 0.237184 0.230978
0.141747 0.687632 0.670008 0.322494 0.291160 0.235794 0.222463 0.216878
0.151991 0.629110 0.615679 0.300129 0.273956 0.219748 0.208601 0.203339
0.162975 0.571945 0.562127 0.279191 0.257862 0.204666 0.195489 0.190350
0.174753 0.516291 0.509460 0.259528 0.242740 0.190620 0.183112 0.177897
0.187382 0.462324 0.457826 0.241027 0.228395 0.177656 0.171435 0.166084
0.200923 0.410238 0.407470 0.223465 0.214659 0.165830 0.160507 0.155145
0.215444 0.360244 0.358643 0.206524 0.201168 0.154959 0.150191 0.145040
0.231013 0.312579 0.311681 0.189852 0.187570 0.144825 0.140381 0.135730
0.247708 0.267495 0.266961 0.173046 0.173408 0.135040 0.130900 0.127010
0.265609 0.225332 0.224942 0.155835 0.158283 0.125101 0.121459 0.118527
0.284804 0.186373 0.185984 0.138034 0.141839 0.114524 0.111700 0.109874
0.305386 0.150977 0.150555 0.119751 0.124082 0.102959 0.101260 0.100609
0.327455 0.119485 0.119035 0.101252 0.105327 0.090255 0.089753 0.090168
0.351119 0.092217 0.091800 0.082982 0.086258 0.076604 0.077110 0.078171
0.376494 0.069424 0.069132 0.065590 0.067835 0.062510 0.063597 0.064684
0.403702 0.051171 0.051069 0.049953 0.051239 0.048902 0.050092 0.050785
0.432876 0.037238 0.037310 0.036965 0.037543 0.036908 0.037866 0.038153
0.464159 0.027003 0.027153 0.026966 0.027106 0.027202 0.027828 0.027895
0.497702 0.019546 0.019685 0.019547 0.019449 0.019693 0.020047 0.020046
0.533670 0.013952 0.014048 0.013965 0.013760 0.013930 0.014109 0.014112
0.572237 0.009587 0.009644 0.009607 0.009379 0.009464 0.009546 0.009566
0.613591 0.006130 0.006157 0.006141 0.005938 0.005973 0.006005 0.006031
0.657933 0.003495 0.003504 0.003489 0.003339 0.003350 0.003360 0.003378
0.705480 0.001665 0.001667 0.001653 0.001563 0.001565 0.001567 0.001575
0.756463 0.000605 0.000605 0.000597 0.000557 0.000557 0.000558 0.000560
0.811131 0.000140 0.000140 0.000137 0.000128 0.000128 0.000128 0.000128
0.869749 0.000016 0.000016 0.000015 0.000015 0.000015 0.000015 0.000015
0.932603 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
