# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.432876 0.963447 0.928163 0.894481 0.861521 0.830303 0.799451 0.769524
0.464159 0.973359 0.947285 0.922082 0.897424 0.873341 0.849373 0.826007
0.497702 0.980644 0.961529 0.942916 0.924754 0.906721 0.888725 0.871087
0.533670 0.986145 0.972389 0.958905 0.945800 0.932716 0.919648 0.906762
0.572237 0.990459 0.980953 0.971574 0.962504 0.953438 0.944380 0.935389
0.613591 0.993889 0.987788 0.981741 0.975929 0.970117 0.964309 0.958511
0.657933 0.996511 0.993026 0.989568 0.986269 0.982970 0.979673 0.976368
0.705480 0.998336 0.996673 0.995028 0.993474 0.991920 0.990367 0.988808
0.756463 0.999395 0.998790 0.998194 0.997638 0.997082 0.996526 0.995969
0.811131 0.999860 0.999721 0.999584 0.999457 0.999329 0.999201 0.999073
0.869749 0.999984 0.999969 0.999954 0.999939 0.999925 0.999910 0.999896
0.932603 0.999999 0.999999 0.999998 0.999998 0.999997 0.999997 0.999996
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
