# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.006579 0.999508 2.000835 2.959113 3.747605 4.495252 5.270128 nan
0.007055 0.999488 2.008602 2.977214 3.891937 5.001094 7.539818 nan
0.007565 0.998980 1.995385 3.004821 3.981529 5.128420 8.921919 13.132020
0.008111 1.000935 1.997653 2.987406 3.942896 4.749913 4.468338 4.822225
0.008697 1.000176 2.000701 3.002917 4.053407 4.649914 4.563989 6.477723
0.009326 0.998265 2.001736 3.024629 4.103350 5.311932 6.943836 9.267278
0.010000 1.000489 1.994593 2.983773 3.936817 4.881734 5.618637 8.117420
0.010723 1.000739 1.992161 2.970042 3.941506 5.259465 7.536296 8.075484
0.011498 0.999200 1.989963 2.972510 3.985350 5.089118 6.423508 6.457665
0.012328 0.999174 1.988454 2.960603 3.876416 4.930333 5.515502 4.435683
0.013219 0.998105 1.997183 2.971062 3.924307 4.994038 5.637453 5.707533
0.014175 0.999085 1.992452 2.957397 3.942230 4.994380 5.913620 5.834071
0.015199 0.998457 1.992173 2.952018 3.928182 4.841856 5.958428 6.776225
0.016298 0.997953 1.994669 2.966848 3.940273 4.905883 5.910396 7.378336
0.017475 0.998067 1.991765 2.955843 3.917705 4.925414 6.133604 7.324441
0.018738 0.998667 1.987200 2.931492 3.885941 4.795891 5.587333 6.468360
0.020092 0.998020 1.987662 2.932102 3.868173 4.776830 5.674359 6.464605
0.021544 0.997329 1.988998 2.930689 3.861474 4.795442 5.714148 6.649046
0.023101 0.997096 1.978299 2.893631 3.809274 4.758788 5.681875 6.611018
0.024771 0.995848 1.976578 2.906795 3.827744 4.750510 5.646137 6.499980
0.026561 0.995867 1.976042 2.885407 3.775763 4.668945 5.627265 6.595905
0.028480 0.994952 1.968859 2.863530 3.747564 4.623097 5.485486 6.405299
0.030539 0.994354 1.965271 2.840648 3.700577 4.552534 5.389494 6.243875
0.032745 0.993382 1.958185 2.818787 3.665562 4.514239 5.379620 6.205423
0.035112 0.991642 1.956854 2.806893 3.643450 4.476689 5.327065 6.191101
0.037649 0.991453 1.946093 2.765894 3.568057 4.362523 5.142723 5.906638
0.040370 0.989676 1.941154 2.743759 3.518947 4.275216 5.026200 5.766678
0.043288 0.988356 1.936111 2.716549 3.467251 4.209240 4.949010 5.676302
0.046416 0.987282 1.930854 2.687088 3.409176 4.118533 4.827029 5.532007
0.049770 0.985380 1.920051 2.645477 3.340075 4.015130 4.683470 5.353927
0.053367 0.983090 1.909554 2.608165 3.266773 3.907077 4.538745 5.169227
0.057224 0.980293 1.896999 2.560095 3.181294 3.782854 4.378024 4.962672
0.061359 0.977727 1.889019 2.521023 3.104504 3.661473 4.210128 4.751607
0.065793 0.975272 1.876554 2.474176 3.021821 3.538441 4.045121 4.545642
0.070548 0.971796 1.863247 2.426535 2.933254 3.404362 3.861466 4.308864
0.075646 0.968132 1.850941 2.380878 2.851987 3.283537 3.700459 4.108051
0.081113 0.963223 1.836155 2.330441 2.761208 3.148245 3.518381 3.877550
0.086975 0.959471 1.823412 2.286912 2.683490 3.031043 3.359749 3.677312
0.093260 0.953900 1.806953 2.239760 2.604619 2.915882 3.205519 3.480290
0.100000 0.948285 1.792998 2.195858 2.528507 2.803177 3.054923 3.291090
0.107227 0.942177 1.778126 2.155909 2.463119 2.707171 2.926853 3.128507
0.114976 0.935345 1.760881 2.114810 2.399995 2.618705 2.812704 2.987913
0.123285 0.927534 1.744028 2.077327 2.345163 2.543754 2.716349 2.868267
0.132194 0.919409 1.727117 2.042295 2.295890 2.479663 2.637583 2.773463
0.141747 0.910289 1.708237 2.006591 2.248335 2.421537 2.568729 2.693645
0.151991 0.900147 1.689030 1.971767 2.203251 2.370042 2.511018 2.629742
0.162975 0.889127 1.668080 1.935087 2.157756 2.323020 2.462242 2.581269
0.174753 0.876566 1.645311 1.896088 2.108447 2.275289 2.415621 2.538757
0.187382 0.862318 1.620771 1.855267 2.055708 2.226776 2.370774 2.502487
0.200923 0.846127 1.593670 1.810159 1.995315 2.168903 2.316055 2.457481
0.215444 0.828045 1.565011 1.763317 1.930758 2.103658 2.251714 2.401070
0.231013 0.807464 1.534744 1.716057 1.864319 2.030277 2.173303 2.324486
0.247708 0.784645 1.503404 1.667934 1.796651 1.948782 2.080669 2.225176
0.265609 0.758777 1.470974 1.622386 1.733794 1.864900 1.977894 2.106194
0.284804 0.730982 1.438389 1.581248 1.679719 1.787207 1.877926 1.982818
0.305386 0.701202 1.404625 1.545692 1.636657 1.721922 1.789992 1.868633
0.327455 0.669668 1.367016 1.513343 1.604171 1.674451 1.725290 1.781427
0.351119 0.636096 1.322641 1.481331 1.581458 1.646661 1.688123 1.729862
0.376494 0.599660 1.266655 1.443164 1.564261 1.637000 1.680239 1.719609
0.403702 0.559365 1.195089 1.391060 1.540604 1.632626 1.691384 1.742578
0.432876 0.512979 1.103176 1.315571 1.491431 1.609387 1.697795 1.774825
0.464159 0.458634 0.988061 1.209970 1.403936 1.549902 1.674901 1.786096
0.497702 0.395310 0.847573 1.064600 1.265220 1.435782 1.593246 1.735911
0.533670 0.324443 0.686339 0.881873 1.074969 1.255815 1.432037 1.594731
0.572237 0.251973 0.523480 0.688726 0.858850 1.027628 1.199700 1.364454
0.613591 0.183399 0.375064 0.508756 0.646285 0.786125 0.930215 1.074471
0.657933 0.121524 0.245747 0.346613 0.448793 0.552948 0.658904 0.767242
0.705480 0.067212 0.134950 0.197755 0.260735 0.324397 0.388358 0.453605
0.756463 0.025741 0.051503 0.076995 0.102471 0.128048 0.153599 0.179551
0.811131 0.005131 0.010257 0.015384 0.020508 0.025638 0.030758 0.035960
0.869749 0.000371 0.000742 0.001112 0.001483 0.001854 0.002224 0.002602
0.932603 0.000007 0.000014 0.000021 0.000028 0.000034 0.000041 0.000048
