# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.194034 1.660611 1.803808 2.017760 2.361956 2.272422 2.168106
0.208057 1.653923 1.776945 1.954074 2.357316 2.379974 2.201403
0.223092 1.647801 1.750962 1.902824 2.357583 2.536662 2.248911
0.239215 1.645461 1.732355 1.860492 2.333145 2.714211 2.327399
0.256502 1.642219 1.717352 1.826320 2.183371 2.729954 2.485385
0.275039 1.638183 1.702888 1.793849 2.072036 2.561746 2.544756
0.294915 1.631365 1.689044 1.766943 1.990723 2.363820 2.538664
0.316228 1.629109 1.679176 1.744696 1.924320 2.206848 2.529151
0.339081 1.624758 1.670336 1.726606 1.870473 2.095957 2.525058
0.363585 1.614860 1.660067 1.712736 1.830452 2.007784 2.500466
0.389860 1.557410 1.652407 1.698667 1.800724 1.939731 2.326554
0.418034 1.338596 1.613817 1.683763 1.772556 1.887281 2.151195
0.448245 1.092645 1.491328 1.673819 1.747865 1.845861 2.047193
0.480638 0.929249 1.365810 1.663677 1.727300 1.810804 1.973366
0.515372 0.818146 1.239850 1.649748 1.707602 1.778439 1.911138
0.552617 0.721354 1.096185 1.586059 1.693022 1.753351 1.863364
0.592553 0.634202 0.916699 1.349242 1.641405 1.731195 1.820130
0.635375 0.552542 0.792189 1.094007 1.469117 1.708314 1.786545
0.681292 0.471706 0.694326 0.931410 1.248310 1.629008 1.758383
0.730527 0.364773 0.602483 0.818157 1.022718 1.352311 1.679664
0.783320 0.196048 0.504379 0.719769 0.881061 1.089123 1.402636
0.839929 0.020727 0.380447 0.630720 0.771878 0.929554 1.115378
0.900628 0.000000 0.280689 0.548936 0.677124 0.813598 0.948155
0.965714 0.000000 0.195357 0.464394 0.590944 0.713675 0.825036
