# r C0m=2 C0m=3 C0m=4 C0m=5 C0m=6 C0m=7 C1m=2 C1m=3 C1m=4 C1m=5 C1m=6 C1m=7 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.053367 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046997 0.007693 0.001115 0.000147 0.000018 0.000002
0.057224 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.053841 0.009444 0.001466 0.000207 0.000027 0.000003
0.061359 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.061651 0.011584 0.001928 0.000291 0.000040 0.000005
0.065793 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.070558 0.014200 0.002532 0.000410 0.000061 0.000008
0.070548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.080687 0.017393 0.003324 0.000577 0.000092 0.000014
0.075646 47915297.365631 0.000000 0.000000 0.000000 0.000000 0.000000 1.000184 0.000000 0.000000 0.000000 0.000000 0.000000 0.092191 0.021285 0.004359 0.000811 0.000139 0.000022
0.081113 56320482.474901 0.000000 0.000000 0.000000 0.000000 0.000000 1.000187 0.000000 0.000000 0.000000 0.000000 0.000000 0.105250 0.026020 0.005709 0.001137 0.000209 0.000036
0.086975 66442678.394290 0.000000 0.000000 0.000000 0.000000 0.000000 1.000190 0.000000 0.000000 0.000000 0.000000 0.000000 0.120029 0.031766 0.007465 0.001593 0.000314 0.000058
0.093260 83328340.491833 0.000000 0.000000 0.000000 0.000000 0.000000 1.000193 0.000000 0.000000 0.000000 0.000000 0.000000 0.136720 0.038732 0.009745 0.002229 0.000470 0.000092
0.100000 99177359.810724 0.000000 0.000000 0.000000 0.000000 0.000000 1.000196 0.000000 0.000000 0.000000 0.000000 0.000000 0.155518 0.047135 0.012701 0.003109 0.000702 0.000148
0.107227 120122456.985622 0.000000 0.000000 0.000000 0.000000 0.000000 1.000199 0.000000 0.000000 0.000000 0.000000 0.000000 0.176626 0.057253 0.016514 0.004330 0.001047 0.000236
0.114976 145084709.631261 0.000000 0.000000 0.000000 0.000000 0.000000 1.000202 0.000000 0.000000 0.000000 0.000000 0.000000 0.200245 0.069404 0.021422 0.006015 0.001558 0.000376
0.123285 176011447.102620 0.000000 0.000000 0.000000 0.000000 0.000000 1.000206 0.000000 0.000000 0.000000 0.000000 0.000000 0.226553 0.083917 0.027710 0.008332 0.002311 0.000599
0.132194 212230393.857119 0.000000 0.000000 0.000000 0.000000 0.000000 1.000209 0.000000 0.000000 0.000000 0.000000 0.000000 0.255737 0.101186 0.035736 0.011500 0.003418 0.000948
0.141747 255932352.632937 0.000000 0.000000 0.000000 0.000000 0.000000 1.000212 0.000000 0.000000 0.000000 0.000000 0.000000 0.287938 0.121613 0.045910 0.015807 0.005027 0.001494
0.151991 309737227.236391 0.000000 0.000000 0.000000 0.000000 0.000000 1.000215 0.000000 0.000000 0.000000 0.000000 0.000000 0.323244 0.145627 0.058739 0.021631 0.007364 0.002343
0.162975 372296631.222563 108776474.953507 0.000000 0.000000 0.000000 0.000000 1.000217 1.000199 0.000000 0.000000 0.000000 0.000000 0.361672 0.173667 0.074798 0.029449 0.010729 0.003653
0.174753 445351074.090765 146359526.570498 0.000000 0.000000 0.000000 0.000000 1.000220 1.000203 0.000000 0.000000 0.000000 0.000000 0.403174 0.206141 0.094747 0.039856 0.015530 0.005661
0.187382 531526293.845137 194577147.207530 0.000000 0.000000 0.000000 0.000000 1.000223 1.000207 0.000000 0.000000 0.000000 0.000000 0.447558 0.243395 0.119287 0.053585 0.022315 0.008703
0.200923 629603815.068636 254094485.334714 0.000000 0.000000 0.000000 0.000000 1.000226 1.000212 0.000000 0.000000 0.000000 0.000000 0.494516 0.285671 0.149153 0.071497 0.031815 0.013266
0.215443 738627008.342025 329292200.804215 117718807.932353 0.000000 0.000000 0.000000 1.000228 1.000216 1.000200 0.000000 0.000000 0.000000 0.543603 0.333050 0.185047 0.094592 0.044942 0.020024
0.231013 859406837.212089 420679485.891554 172077250.359588 59377958.785112 0.000000 0.000000 1.000230 1.000219 1.000206 1.000190 0.000000 0.000000 0.594174 0.385419 0.227590 0.123938 0.062830 0.029907
0.247708 987925624.854842 531637962.479279 239787441.758725 96356871.952839 33196437.951793 0.000000 1.000233 1.000223 1.000211 1.000197 1.000181 0.000000 0.645416 0.442336 0.277165 0.160600 0.086796 0.044103
0.265609 1120476106.101418 660543663.856278 330063857.322761 144447652.870374 56651025.003963 0.000000 1.000235 1.000227 1.000216 1.000203 1.000189 0.000000 0.696371 0.503040 0.333884 0.205580 0.118320 0.064123
0.284804 1253160943.650084 806532172.740517 445372610.345533 215485943.895481 91622353.209279 0.000000 1.000237 1.000230 1.000221 1.000210 1.000197 0.000000 0.745957 0.566374 0.397354 0.259545 0.158881 0.091744
0.305386 1381144735.484878 963662959.043221 585975078.388854 312058255.690463 149315877.814333 60748555.659023 1.000238 1.000233 1.000225 1.000216 1.000204 1.000191 0.793027 0.630855 0.466638 0.322727 0.209793 0.128909
0.327455 1499695611.295857 1126590710.651364 749029833.556046 441685145.768500 233656048.749866 105394410.886327 1.000240 1.000235 1.000229 1.000221 1.000211 1.000200 0.836455 0.694632 0.540107 0.394560 0.271882 0.177524
0.351119 1604679746.953435 1286758329.364614 929841125.837868 603267289.100848 351940025.131089 185000310.729075 1.000241 1.000238 1.000233 1.000226 1.000218 1.000208 0.875234 0.755675 0.615529 0.473611 0.345129 0.239000
0.376494 1693282160.444018 1436192903.607237 1117550047.012622 791811048.703060 509920992.355998 298602413.902517 1.000242 1.000239 1.000236 1.000230 1.000224 1.000216 0.908577 0.811934 0.690026 0.557338 0.428296 0.313862
0.403702 1764284223.578900 1567386230.128559 1300256868.181436 997557533.874278 703418375.823726 454888247.105068 1.000243 1.000241 1.000238 1.000234 1.000229 1.000222 0.936044 0.861586 0.760537 0.642292 0.518748 0.401102
0.432876 1818052926.185220 1675401485.131118 1465933855.836628 1204873292.818171 922874305.612964 655603166.007985 1.000243 1.000242 1.000240 1.000238 1.000234 1.000228 0.957576 0.903270 0.823981 0.724250 0.612317 0.497839
0.464159 1856354246.162898 1758447302.545535 1605073956.420178 1397223184.339267 1150013108.692906 889093860.141270 1.000244 1.000243 1.000242 1.000240 1.000237 1.000234 0.973518 0.936320 0.877910 0.798921 0.703681 0.599088
0.497702 1881907775.701500 1817785543.615484 1712797181.608826 1560324169.104954 1362690148.790249 1132834241.706014 1.000244 1.000244 1.000243 1.000242 1.000240 1.000238 0.984592 0.960875 0.920841 0.862651 0.787256 0.698345
0.533670 1897757825.178846 1856972143.934012 1789271699.079901 1685979840.354336 1542354726.321261 1360394699.400092 1.000244 1.000244 1.000244 1.000244 1.000243 1.000241 0.991739 0.977802 0.952535 0.913070 0.858144 0.788522
0.572237 1906802112.698132 1880743451.398999 1838817106.769752 1773581561.552335 1678302021.699126 1549028555.139434 1.000244 1.000245 1.000245 1.000245 1.000244 1.000244 0.995968 0.988524 0.974022 0.949671 0.913257 0.863686
0.613591 1911502761.733283 1893834909.256513 1867839851.961723 1828470946.710088 1769976885.229080 1686922891.481803 1.000244 1.000245 1.000245 1.000245 1.000245 1.000245 0.998237 0.994674 0.987207 0.973738 0.952093 0.920426
0.657933 1913701182.132536 1900319069.440530 1883091929.035928 1859144361.591676 1824715032.397419 1775404493.529929 1.000244 1.000245 1.000245 1.000246 1.000246 1.000246 0.999327 0.997828 0.994441 0.987862 0.976500 0.958634
0.705480 1914601255.666512 1903140064.260261 1890156933.866130 1874266801.640240 1853441655.475013 1824988672.400319 1.000244 1.000245 1.000245 1.000246 1.000246 1.000247 0.999782 0.999239 0.997915 0.995140 0.989975 0.981239
0.756463 1914920664.566273 1904203021.977622 1892987645.194159 1880717367.777609 1866490114.819481 1848980073.711202 1.000244 1.000245 1.000245 1.000246 1.000247 1.000247 0.999946 0.999782 0.999347 0.998358 0.996370 0.992750
0.811131 1915013430.301361 1904536800.527139 1893941021.398354 1883045544.747730 1871521782.827691 1858839434.600851 1.000244 1.000245 1.000245 1.000246 1.000247 1.000247 0.999994 0.999954 0.999838 0.999550 0.998922 0.997684
0.869749 1915035013.371556 1904620012.806761 1894200963.246230 1883731497.911213 1873116931.341422 1862188722.174835 1.000244 1.000245 1.000245 1.000246 1.000247 1.000247 1.000005 0.999998 0.999973 0.999908 0.999750 0.999412
0.932603 1915038838.071251 1904635951.468416 1894255931.469107 1883889740.857678 1873516919.147457 1863096195.548442 1.000244 1.000245 1.000245 1.000246 1.000247 1.000247 1.000007 1.000006 1.000002 0.999991 0.999961 0.999890
1.000000 1915039279.832338 1904638201.187671 1894264783.730271 1883917774.281752 1873593834.401011 1863285628.059863 1.000244 1.000245 1.000245 1.000246 1.000247 1.000247 1.000007 1.000007 1.000007 1.000006 1.000001 0.999990
