# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.030539 0.990241 1.960463 2.844879 3.719328 4.597818 5.501627 6.359788
0.032745 0.989207 1.958801 2.835603 3.696576 4.545035 5.409571 6.280172
0.035112 0.986940 1.949288 2.800648 3.633117 4.457215 5.280719 6.110528
0.037649 0.985361 1.943144 2.779815 3.604951 4.422317 5.238661 6.054077
0.040370 0.983522 1.937007 2.749542 3.543429 4.328758 5.110635 5.893587
0.043288 0.980733 1.927939 2.720117 3.488450 4.246198 4.999528 5.758840
0.046416 0.977654 1.919062 2.688295 3.431868 4.166892 4.886024 5.596620
0.049770 0.975090 1.908639 2.650463 3.365023 4.063707 4.754795 5.444665
0.053367 0.971397 1.895812 2.608459 3.287228 3.945850 4.598543 5.243256
0.057224 0.966757 1.881518 2.563559 3.205863 3.827009 4.434529 5.029485
0.061359 0.962840 1.869516 2.523652 3.134208 3.719638 4.293802 4.855733
0.065793 0.957268 1.853377 2.474383 3.048418 3.595418 4.127919 4.644592
0.070548 0.952058 1.839791 2.429776 2.966637 3.473828 3.962973 4.434607
0.075646 0.944890 1.820691 2.377525 2.875914 3.340905 3.785651 4.210852
0.081113 0.937761 1.803213 2.329321 2.791457 3.218597 3.621760 4.005288
0.086975 0.929470 1.783048 2.278549 2.704602 3.093650 3.455259 3.796796
0.093260 0.920397 1.762923 2.229331 2.621665 2.977292 3.304096 3.610853
0.100000 0.910263 1.742549 2.181165 2.543242 2.869080 3.163640 3.437581
0.107227 0.898568 1.719229 2.131038 2.464048 2.763670 3.030558 3.278652
0.114976 0.886027 1.695756 2.082857 2.390021 2.667520 2.911038 3.138488
0.123285 0.871766 1.671718 2.035963 2.321188 2.581478 2.807713 3.020387
0.132194 0.856218 1.646265 1.988236 2.253003 2.497214 2.708192 2.910263
0.141747 0.838719 1.617349 1.937874 2.184431 2.414404 2.613067 2.807112
0.151991 0.819270 1.586755 1.886834 2.117488 2.333631 2.521544 2.707699
0.162975 0.797623 1.552428 1.834233 2.050954 2.252268 2.429662 2.608136
0.174753 0.773439 1.513450 1.778608 1.984205 2.169990 2.337329 2.506621
0.187382 0.746482 1.468165 1.719852 1.916707 2.086194 2.242816 2.399593
0.200923 0.716501 1.416274 1.659070 1.852418 2.008218 2.156073 2.300898
0.215444 0.683117 1.356167 1.595102 1.789995 1.935236 2.075817 2.209251
0.231013 0.646135 1.287046 1.527907 1.730864 1.871096 2.006978 2.131947
0.247708 0.604271 1.206478 1.453137 1.669902 1.812350 1.947655 2.069227
0.265609 0.558344 1.116685 1.371816 1.607499 1.759081 1.898942 2.022953
0.284804 0.507287 1.015036 1.277055 1.531537 1.697279 1.846915 1.979706
0.305386 0.451343 0.903082 1.168198 1.436985 1.619066 1.783973 1.933602
0.327455 0.390798 0.781127 1.042977 1.316268 1.511905 1.693109 1.865053
0.351119 0.326662 0.651537 0.900798 1.164830 1.366825 1.560475 1.753769
0.376494 0.261585 0.520457 0.744557 0.982406 1.177431 1.370984 1.570170
0.403702 0.199694 0.396884 0.583026 0.779315 0.951201 1.126425 1.307474
0.432876 0.146687 0.292252 0.435555 0.585147 0.724260 0.868122 1.015127
0.464159 0.106867 0.213898 0.320216 0.429945 0.537558 0.649077 0.761570
0.497702 0.080177 0.160967 0.240979 0.322510 0.405098 0.490191 0.575241
0.533670 0.062554 0.125668 0.188114 0.250908 0.314916 0.380317 0.445469
0.572237 0.049540 0.099515 0.149200 0.198514 0.248549 0.299293 0.349957
0.613591 0.037763 0.075788 0.113797 0.151046 0.188636 0.226543 0.264553
0.657933 0.026226 0.052549 0.078862 0.104321 0.129905 0.155601 0.181444
0.705480 0.015191 0.030404 0.045535 0.059946 0.074387 0.088857 0.103406
0.756463 0.006673 0.013347 0.019942 0.026097 0.032256 0.038418 0.044609
0.811131 0.001779 0.003557 0.005298 0.006919 0.008540 0.010161 0.011789
0.869749 0.000215 0.000430 0.000638 0.000839 0.001040 0.001241 0.001443
0.932603 0.000008 0.000016 0.000024 0.000032 0.000040 0.000048 0.000055
