# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.050463 0.981549 1.861818 1.934779 1.945953 1.967548 1.969128 1.969097
0.053993 0.979917 1.865099 1.947304 1.962349 1.981776 1.978119 1.976444
0.057770 0.977363 1.858955 1.945245 1.962819 1.983507 1.979794 1.983918
0.061810 0.974889 1.854456 1.948526 1.969338 1.994434 1.992504 1.999421
0.066134 0.972327 1.849360 1.940933 1.958801 1.987481 1.990025 2.000202
0.070760 0.968240 1.832361 1.924173 1.947124 1.983990 1.998456 2.024910
0.075709 0.964570 1.821385 1.916656 1.942570 1.982255 2.002408 2.037034
0.081004 0.961021 1.810000 1.906134 1.929967 1.965542 1.983566 2.019689
0.086670 0.956914 1.798042 1.896296 1.923572 1.958610 1.980535 2.021493
0.092733 0.952546 1.791099 1.890247 1.922987 1.957207 1.974057 2.006758
0.099219 0.946651 1.776145 1.879774 1.916027 1.951621 1.965237 1.985298
0.106159 0.941597 1.769756 1.874931 1.914760 1.955219 1.966287 1.971232
0.113584 0.935679 1.762630 1.867139 1.907900 1.953325 1.971893 1.973105
0.121529 0.928625 1.748442 1.852055 1.895456 1.945860 1.970955 1.967578
0.130029 0.921057 1.735246 1.842722 1.891398 1.944387 1.977688 1.977233
0.139124 0.912512 1.720343 1.833633 1.887637 1.938496 1.983254 1.995875
0.148855 0.904377 1.708877 1.826501 1.888370 1.940254 1.996128 2.023270
0.159267 0.893938 1.689388 1.812891 1.886022 1.941609 2.011167 2.056802
0.170407 0.885043 1.679853 1.810938 1.889265 1.950076 2.032828 2.097079
0.182326 0.874289 1.667140 1.808229 1.888988 1.956125 2.050988 2.129023
0.195079 0.861381 1.650200 1.808642 1.889410 1.961524 2.067846 2.158268
0.208724 0.847032 1.629203 1.812563 1.894977 1.972181 2.080319 2.177803
0.223323 0.829551 1.602498 1.813153 1.902947 1.986519 2.090982 2.186459
0.238944 0.810277 1.572835 1.798337 1.893826 1.984159 2.091974 2.191768
0.255657 0.789287 1.542604 1.774556 1.879695 1.979883 2.092020 2.202308
0.273539 0.765292 1.508406 1.727255 1.826033 1.926054 2.041142 2.155344
0.292672 0.742078 1.478460 1.677052 1.760876 1.854305 1.968812 2.084945
0.313143 0.713869 1.440327 1.624544 1.700114 1.776681 1.875405 1.980794
0.335046 0.680485 1.392928 1.573595 1.653252 1.714001 1.791808 1.875047
0.358481 0.650258 1.351248 1.534157 1.630457 1.693338 1.749811 1.808301
0.383555 0.615104 1.289433 1.475871 1.605476 1.692923 1.739332 1.779114
0.410383 0.577752 1.218565 1.413734 1.582071 1.701101 1.759456 1.798950
0.439087 0.529877 1.122882 1.326858 1.533477 1.693717 1.796963 1.859064
0.469799 0.471211 1.003890 1.218332 1.461615 1.671110 1.830741 1.922311
0.502660 0.409894 0.877805 1.099040 1.352085 1.591188 1.815103 1.954015
0.537819 0.344262 0.731163 0.948635 1.189678 1.427383 1.680227 1.862805
0.575437 0.274419 0.572844 0.769598 0.981690 1.197729 1.428203 1.610547
0.615686 0.206436 0.423785 0.589719 0.763864 0.944375 1.132660 1.301035
0.658750 0.139053 0.282236 0.409678 0.539644 0.672611 0.809409 0.946749
0.704827 0.073989 0.148650 0.223648 0.298933 0.374540 0.451937 0.529833
0.754127 0.019712 0.039449 0.059214 0.079004 0.098821 0.118825 0.138855
