# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.006645 4.008675 3.440689 0.535154 0.266589 0.212632 0.188345 0.163779
0.007110 3.941199 3.383894 0.531386 0.270873 0.216251 0.192317 0.165658
0.007608 3.873672 3.327064 0.527494 0.274627 0.220063 0.197701 0.169324
0.008140 3.806169 3.268733 0.520316 0.275805 0.222616 0.200874 0.172256
0.008710 3.738698 3.210632 0.514714 0.277111 0.225738 0.204475 0.174466
0.009320 3.671284 3.155218 0.510570 0.279633 0.229508 0.208065 0.177028
0.009972 3.603844 3.099292 0.504202 0.278402 0.231587 0.212495 0.181127
0.010670 3.536483 3.041403 0.495726 0.275867 0.231709 0.213182 0.184482
0.011416 3.469015 2.984446 0.487683 0.273171 0.231628 0.212428 0.186071
0.012215 3.401692 2.929898 0.481132 0.270733 0.230512 0.211282 0.187954
0.013070 3.334377 2.876586 0.475266 0.268554 0.229455 0.210301 0.189735
0.013985 3.267097 2.822903 0.468845 0.265634 0.227451 0.207375 0.189169
0.014964 3.199885 2.767621 0.461892 0.262724 0.224422 0.204715 0.188630
0.016011 3.132564 2.712731 0.456481 0.261256 0.221759 0.200916 0.186415
0.017131 3.065286 2.657656 0.452380 0.261249 0.221293 0.198488 0.184004
0.018330 2.998133 2.603110 0.447599 0.261212 0.221167 0.196529 0.181752
0.019613 2.930943 2.548388 0.442231 0.261651 0.222087 0.196490 0.180627
0.020985 2.863752 2.493894 0.436531 0.261815 0.223295 0.197707 0.180573
0.022454 2.796654 2.439526 0.430710 0.261567 0.224216 0.199506 0.182010
0.024025 2.729608 2.385420 0.425006 0.261125 0.224799 0.200593 0.183359
0.025706 2.662614 2.332130 0.418592 0.259455 0.224331 0.200318 0.184230
0.027505 2.595655 2.279244 0.412199 0.257211 0.223657 0.199491 0.185370
0.029430 2.528821 2.226525 0.405774 0.254888 0.222270 0.198097 0.186079
0.031490 2.462019 2.173519 0.399115 0.252949 0.220698 0.196936 0.186344
0.033693 2.395241 2.120408 0.393283 0.251334 0.219087 0.195598 0.185978
0.036051 2.328467 2.066797 0.387640 0.250091 0.217623 0.194366 0.185082
0.038574 2.261837 2.013338 0.381491 0.248523 0.216103 0.193057 0.184058
0.041273 2.195274 1.959309 0.375241 0.246993 0.214629 0.191333 0.183098
0.044162 2.128775 1.904845 0.368793 0.245741 0.213776 0.190410 0.182946
0.047252 2.062363 1.849616 0.361701 0.244272 0.213028 0.190049 0.183112
0.050559 1.996029 1.794136 0.354392 0.242600 0.212157 0.189284 0.182661
0.054097 1.929864 1.738766 0.346927 0.240217 0.210815 0.188383 0.182194
0.057883 1.863862 1.683604 0.338853 0.237198 0.209303 0.186976 0.181231
0.061934 1.798042 1.628502 0.330644 0.233707 0.207354 0.185227 0.180306
0.066268 1.732408 1.573643 0.322721 0.230270 0.205204 0.183039 0.178814
0.070905 1.666967 1.518789 0.314946 0.226833 0.202978 0.180814 0.177547
0.075867 1.601757 1.464141 0.307195 0.223596 0.200356 0.178034 0.175641
0.081176 1.536803 1.410028 0.299701 0.220445 0.197464 0.175205 0.173529
0.086857 1.472159 1.356408 0.292457 0.217304 0.194616 0.172362 0.171129
0.092935 1.407795 1.303001 0.285462 0.214189 0.191728 0.169768 0.168823
0.099439 1.343902 1.250324 0.278003 0.210696 0.189054 0.167522 0.166589
0.106398 1.280438 1.198034 0.270087 0.206739 0.186335 0.165478 0.164665
0.113844 1.217330 1.145735 0.261735 0.202511 0.183762 0.163595 0.162954
0.121810 1.154596 1.093217 0.253161 0.197931 0.181131 0.161767 0.161390
0.130335 1.092340 1.040965 0.244291 0.192950 0.177888 0.159183 0.159772
0.139456 1.030517 0.988513 0.234880 0.187395 0.174381 0.156036 0.157912
0.149215 0.969202 0.936186 0.224842 0.180880 0.170159 0.152180 0.155622
0.159657 0.908431 0.884062 0.214409 0.173334 0.165190 0.147604 0.152202
0.170830 0.848350 0.832435 0.203821 0.165046 0.159319 0.142194 0.147631
0.182784 0.789059 0.781395 0.193575 0.156573 0.152733 0.136018 0.141428
0.195576 0.730664 0.730934 0.183682 0.148238 0.145474 0.128798 0.134035
0.209262 0.673187 0.680950 0.174211 0.140122 0.137571 0.120816 0.125752
0.223907 0.616726 0.631585 0.165484 0.132549 0.129097 0.112502 0.116738
0.239576 0.561416 0.582756 0.157717 0.126015 0.120209 0.104216 0.107493
0.256341 0.507705 0.534729 0.150969 0.120622 0.111693 0.096681 0.098842
0.274280 0.456009 0.487647 0.144424 0.115743 0.103990 0.090089 0.091282
0.293474 0.406040 0.440524 0.138282 0.111528 0.097601 0.084405 0.085221
0.314012 0.358099 0.393833 0.132012 0.107644 0.093007 0.080106 0.080824
0.335987 0.312145 0.347225 0.125217 0.103910 0.089972 0.077580 0.077974
0.359499 0.268203 0.300817 0.117468 0.099792 0.086884 0.075611 0.075843
0.384657 0.226334 0.254786 0.108145 0.094518 0.083428 0.073781 0.073764
0.411575 0.186754 0.210135 0.097228 0.087557 0.079000 0.071727 0.071230
0.440377 0.149799 0.167761 0.084767 0.078232 0.072659 0.068215 0.067496
0.471195 0.115705 0.128265 0.070837 0.066964 0.064788 0.062658 0.061972
0.504170 0.085533 0.093244 0.056270 0.054856 0.055189 0.054518 0.053971
0.539452 0.059872 0.063727 0.042112 0.042488 0.043671 0.043841 0.043849
0.577203 0.039379 0.041024 0.029919 0.030616 0.031603 0.032271 0.032926
0.617596 0.023646 0.024230 0.019669 0.019948 0.020446 0.020806 0.021423
0.660815 0.012362 0.012517 0.011219 0.011282 0.011444 0.011540 0.011796
0.707060 0.004816 0.004833 0.004780 0.004793 0.004816 0.004826 0.004911
0.756540 0.001006 0.001007 0.001008 0.001009 0.001010 0.001011 0.001019
0.809483 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
