# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.057224 0.471434 0.492550 0.518809 0.553059 0.536552 0.493630 0.531572
0.061359 0.427933 0.448320 0.473470 0.506237 0.491058 0.450642 0.487362
0.065793 0.387331 0.406914 0.430853 0.462078 0.448372 0.410685 0.446024
0.070548 0.349840 0.368558 0.391248 0.420793 0.408690 0.373882 0.407855
0.075646 0.315556 0.333340 0.354755 0.382563 0.372181 0.340454 0.372876
0.081113 0.284575 0.301352 0.321443 0.347421 0.338852 0.310401 0.341178
0.086975 0.256916 0.272631 0.291368 0.315474 0.308817 0.283754 0.312785
0.093260 0.232528 0.247132 0.264524 0.286753 0.282054 0.260420 0.287649
0.100000 0.211285 0.224746 0.240796 0.261150 0.258429 0.240195 0.265526
0.107227 0.192962 0.205272 0.219993 0.238503 0.237744 0.222774 0.246171
0.114976 0.177270 0.188442 0.201868 0.218595 0.219713 0.207812 0.229233
0.123285 0.163873 0.173943 0.186123 0.201148 0.203995 0.194852 0.214301
0.132194 0.152358 0.161371 0.172352 0.185772 0.190126 0.183395 0.200871
0.141747 0.142338 0.150360 0.160201 0.172128 0.177710 0.172987 0.188530
0.151991 0.133441 0.140543 0.149313 0.159876 0.166367 0.163253 0.176932
0.162975 0.125342 0.131608 0.139377 0.148698 0.155759 0.153872 0.165783
0.174753 0.117789 0.123297 0.130141 0.138349 0.145641 0.144650 0.154911
0.187382 0.110586 0.115414 0.121407 0.128621 0.135827 0.135463 0.144220
0.200923 0.103616 0.107847 0.113064 0.119398 0.126237 0.126288 0.133697
0.215444 0.096799 0.100511 0.105024 0.110595 0.116855 0.117159 0.123386
0.231013 0.090106 0.093376 0.097252 0.102171 0.107711 0.108156 0.113359
0.247708 0.083541 0.086437 0.089744 0.094119 0.098885 0.099411 0.103744
0.265609 0.077146 0.079711 0.082510 0.086442 0.090455 0.091051 0.094646
0.284804 0.070986 0.073240 0.075593 0.079146 0.082476 0.083155 0.086124
0.305386 0.065138 0.067084 0.069048 0.072271 0.075013 0.075761 0.078201
0.327455 0.059597 0.061244 0.062870 0.065781 0.068026 0.068776 0.070764
0.351119 0.054326 0.055698 0.057034 0.059642 0.061467 0.062133 0.063735
0.376494 0.049301 0.050428 0.051514 0.053821 0.055293 0.055794 0.057064
0.403702 0.044502 0.045418 0.046289 0.048291 0.049466 0.049763 0.050757
0.432876 0.039840 0.040571 0.041257 0.042958 0.043884 0.043995 0.044756
0.464159 0.035221 0.035790 0.036313 0.037734 0.038450 0.038427 0.038992
0.497702 0.030485 0.030911 0.031293 0.032454 0.032988 0.032896 0.033295
0.533670 0.025559 0.025860 0.026120 0.027025 0.027402 0.027288 0.027549
0.572237 0.020447 0.020642 0.020804 0.021441 0.021685 0.021612 0.021766
0.613591 0.015376 0.015492 0.015582 0.015947 0.016086 0.016108 0.016185
0.657933 0.010853 0.010916 0.010960 0.011114 0.011186 0.011249 0.011280
0.705480 0.007212 0.007243 0.007262 0.007302 0.007336 0.007378 0.007387
0.756463 0.004233 0.004247 0.004253 0.004259 0.004274 0.004293 0.004291
0.811131 0.001647 0.001652 0.001652 0.001652 0.001657 0.001662 0.001659
0.869749 0.000230 0.000230 0.000230 0.000230 0.000230 0.000230 0.000230
0.932603 0.000005 0.000005 0.000005 0.000005 0.000005 0.000005 0.000005
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
