# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.006234 0.027810 0.001101 0.000686 0.000489 0.000380 0.000298 0.000232
0.006671 0.029751 0.001250 0.000782 0.000560 0.000435 0.000343 0.000266
0.007139 0.031828 0.001417 0.000890 0.000638 0.000496 0.000391 0.000304
0.007639 0.034046 0.001603 0.001011 0.000724 0.000564 0.000445 0.000345
0.008175 0.036420 0.001816 0.001148 0.000822 0.000640 0.000505 0.000392
0.008748 0.038960 0.002058 0.001304 0.000933 0.000726 0.000574 0.000445
0.009362 0.041673 0.002332 0.001481 0.001060 0.000825 0.000653 0.000507
0.010018 0.044575 0.002640 0.001682 0.001203 0.000936 0.000740 0.000576
0.010721 0.047677 0.002988 0.001910 0.001366 0.001061 0.000839 0.000654
0.011473 0.050993 0.003385 0.002173 0.001555 0.001206 0.000953 0.000743
0.012277 0.054533 0.003829 0.002470 0.001768 0.001372 0.001085 0.000846
0.013138 0.058317 0.004330 0.002806 0.002012 0.001559 0.001233 0.000961
0.014060 0.062361 0.004900 0.003190 0.002290 0.001775 0.001404 0.001094
0.015045 0.066682 0.005537 0.003618 0.002602 0.002018 0.001598 0.001244
0.016101 0.071297 0.006253 0.004100 0.002954 0.002292 0.001816 0.001413
0.017230 0.076228 0.007064 0.004647 0.003353 0.002603 0.002064 0.001604
0.018438 0.081493 0.007974 0.005262 0.003800 0.002951 0.002341 0.001820
0.019731 0.087115 0.009010 0.005963 0.004312 0.003349 0.002657 0.002065
0.021115 0.093123 0.010189 0.006763 0.004894 0.003802 0.003018 0.002347
0.022595 0.099536 0.011521 0.007672 0.005557 0.004316 0.003428 0.002667
0.024180 0.106387 0.013036 0.008708 0.006312 0.004902 0.003894 0.003031
0.025875 0.113697 0.014761 0.009894 0.007177 0.005575 0.004431 0.003449
0.027690 0.121497 0.016719 0.011251 0.008168 0.006345 0.005046 0.003927
0.029632 0.129821 0.018950 0.012803 0.009302 0.007225 0.005748 0.004471
0.031710 0.138691 0.021474 0.014569 0.010590 0.008226 0.006547 0.005090
0.033933 0.148147 0.024340 0.016589 0.012062 0.009368 0.007460 0.005796
0.036313 0.158221 0.027590 0.018894 0.013748 0.010675 0.008504 0.006602
0.038860 0.168943 0.031248 0.021486 0.015644 0.012151 0.009687 0.007515
0.041585 0.180359 0.035388 0.024431 0.017801 0.013833 0.011038 0.008559
0.044501 0.192482 0.040007 0.027728 0.020226 0.015734 0.012570 0.009747
0.047622 0.205370 0.045199 0.031444 0.022969 0.017886 0.014304 0.011094
0.050961 0.219043 0.051008 0.035624 0.026069 0.020323 0.016268 0.012623
0.054535 0.233517 0.057478 0.040335 0.029590 0.023090 0.018493 0.014357
0.058359 0.248844 0.064714 0.045659 0.033600 0.026243 0.021021 0.016329
0.062452 0.265076 0.072835 0.051688 0.038169 0.029832 0.023900 0.018572
0.066831 0.282280 0.082004 0.058559 0.043396 0.033939 0.027203 0.021139
0.071518 0.300501 0.092328 0.066360 0.049363 0.038641 0.031000 0.024083
0.076533 0.319763 0.103880 0.075136 0.056122 0.044018 0.035374 0.027477
0.081900 0.340090 0.116756 0.084952 0.063725 0.050130 0.040375 0.031375
0.087644 0.361465 0.131037 0.095896 0.072234 0.057016 0.046031 0.035833
0.093790 0.383907 0.146866 0.108119 0.081811 0.064821 0.052464 0.040959
0.100367 0.407427 0.164422 0.121793 0.092640 0.073740 0.059859 0.046915
0.107405 0.431997 0.183910 0.137165 0.104908 0.083961 0.068391 0.053862
0.114937 0.457662 0.205524 0.154427 0.118822 0.095718 0.078289 0.062013
0.122997 0.484418 0.229426 0.173785 0.134623 0.109235 0.089798 0.071644
0.131623 0.512226 0.255743 0.195392 0.152460 0.124667 0.103088 0.082953
0.140853 0.540903 0.284400 0.219330 0.172434 0.142104 0.118204 0.095961
0.150730 0.570147 0.315228 0.245707 0.194712 0.161669 0.135176 0.110688
0.161301 0.600047 0.348552 0.274743 0.219515 0.183496 0.154082 0.127211
0.172612 0.630491 0.384484 0.306634 0.247167 0.207844 0.175152 0.145770
0.184717 0.661406 0.423250 0.341711 0.278051 0.235046 0.198667 0.166666
0.197670 0.692583 0.464744 0.379824 0.312126 0.265235 0.224841 0.190080
0.211532 0.723909 0.509016 0.421140 0.349641 0.298600 0.253908 0.216217
0.226366 0.755039 0.555587 0.465575 0.390696 0.335352 0.286199 0.245492
0.242241 0.785375 0.603325 0.512442 0.435119 0.375799 0.322303 0.278608
0.259228 0.814660 0.651598 0.561427 0.483160 0.420542 0.363093 0.316503
0.277407 0.842141 0.698555 0.611068 0.534084 0.469549 0.409122 0.360071
0.296861 0.867238 0.742846 0.659885 0.586311 0.522078 0.460672 0.410109
0.317678 0.889778 0.783989 0.707280 0.638560 0.576504 0.516312 0.465494
0.339956 0.909888 0.822039 0.753365 0.690816 0.632635 0.575523 0.525807
0.363796 0.927275 0.855850 0.796300 0.741043 0.688377 0.636168 0.589365
0.389308 0.942073 0.884978 0.834799 0.787570 0.741577 0.695769 0.653596
0.416609 0.954425 0.909355 0.868135 0.828937 0.790112 0.751338 0.714825
0.445824 0.964436 0.929149 0.896039 0.864293 0.832747 0.801181 0.770937
0.477088 0.972550 0.945227 0.919149 0.894027 0.869038 0.843993 0.819706
0.510545 0.979174 0.958395 0.938346 0.918992 0.899727 0.880411 0.861491
0.546348 0.984845 0.969714 0.954968 0.940717 0.926524 0.912288 0.898204
0.584661 0.989760 0.979542 0.969486 0.959809 0.950164 0.940484 0.930831
0.625661 0.993796 0.987613 0.981475 0.975621 0.969780 0.963914 0.958028
0.669537 0.996890 0.993798 0.990707 0.987797 0.984889 0.981964 0.979020
0.716489 0.998840 0.997692 0.996544 0.995482 0.994420 0.993350 0.992271
0.766734 0.999753 0.999513 0.999273 0.999057 0.998840 0.998621 0.998400
0.820503 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
