# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.044824 1.755096 1.886604 1.943765 1.956346 1.959715 1.944288
0.048064 1.764966 1.896144 1.928222 1.963041 1.981247 1.971467
0.051537 1.763357 1.894606 1.900076 1.938986 1.975372 1.981827
0.055262 1.764296 1.888737 1.903703 1.935934 1.966248 1.953128
0.059255 1.778805 1.899702 1.899452 1.923456 1.968148 1.989762
0.063538 1.784020 1.911961 1.907200 1.917855 1.952649 1.983078
0.068129 1.794143 1.932290 1.917832 1.914216 1.933677 1.960319
0.073053 1.802836 1.950147 1.932657 1.924649 1.937487 1.968558
0.078332 1.800833 1.960350 1.955005 1.943862 1.933076 1.970843
0.083993 1.799229 1.968601 1.960087 1.957670 1.961791 1.974651
0.090063 1.791084 1.976488 1.982923 1.979359 1.966437 1.989670
0.096571 1.778706 1.957249 1.976581 1.989823 1.997136 2.007050
0.103550 1.763282 1.940913 1.979165 1.989772 1.995778 2.016100
0.111034 1.768437 1.926539 1.970364 1.998420 2.000481 2.025595
0.119058 1.748613 1.921652 1.967451 1.992589 1.995380 2.018239
0.127662 1.729893 1.905126 1.953388 1.985175 1.985757 2.007735
0.136887 1.719636 1.901464 1.958183 1.986572 1.983253 1.999981
0.146780 1.706137 1.891555 1.959886 1.998205 1.981586 1.995690
0.157387 1.697249 1.902532 1.958888 2.015055 2.007068 1.993943
0.168761 1.687402 1.913542 1.964484 2.036981 2.049581 1.998837
0.180957 1.666535 1.912597 1.970691 2.057981 2.085935 2.043481
0.194034 1.639510 1.901103 1.952643 2.043607 2.078646 2.079823
0.208057 1.617888 1.886493 1.945770 2.034370 2.099244 2.117217
0.223092 1.597543 1.877795 1.953342 2.029264 2.100978 2.134034
0.239215 1.574104 1.866834 1.966365 2.025891 2.075957 2.123936
0.256502 1.553023 1.835150 1.976120 2.040760 2.087770 2.132312
0.275039 1.535850 1.787364 1.958311 2.043988 2.116541 2.154760
0.294915 1.529957 1.766599 1.918550 2.021643 2.150045 2.201319
0.316228 1.515406 1.741869 1.907269 2.010086 2.150994 2.248481
0.339081 1.461431 1.676276 1.879851 2.011121 2.099628 2.176607
0.363585 1.436095 1.618892 1.827470 2.011606 2.130495 2.215544
0.389860 1.411988 1.542435 1.729900 1.935874 2.101339 2.236160
0.418034 1.395712 1.492999 1.616907 1.826022 2.043530 2.224184
0.448245 1.387376 1.472017 1.546200 1.712707 1.945102 2.168712
0.480638 1.328279 1.460066 1.512194 1.636600 1.817778 2.077421
0.515372 1.212558 1.426742 1.504586 1.586168 1.699223 1.890459
0.552617 1.087992 1.366248 1.494799 1.546041 1.606104 1.727015
0.592553 0.978121 1.301090 1.491480 1.528783 1.538159 1.598687
0.635375 0.819053 1.213037 1.477495 1.532559 1.515142 1.531998
0.681292 0.661407 1.134997 1.468967 1.544988 1.518975 1.507952
0.730527 0.453839 0.998319 1.463585 1.576768 1.555202 1.520314
0.783320 0.230039 0.843945 1.389212 1.601267 1.626291 1.576059
0.839929 0.040847 0.568025 1.183643 1.559241 1.698830 1.655321
0.900628 0.000525 0.380136 0.898579 1.353198 1.684546 1.735578
0.965714 0.000000 0.186051 0.629796 1.090538 1.539079 1.789202
