# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.057224 0.144644 0.022469 0.010340 0.005456 0.003122 0.001840 0.001137
0.061359 0.154905 0.025693 0.012369 0.006811 0.004063 0.002494 0.001604
0.065793 0.165873 0.029363 0.014753 0.008457 0.005245 0.003344 0.002233
0.070548 0.177576 0.033530 0.017539 0.010436 0.006707 0.004427 0.003061
0.075646 0.190072 0.038266 0.020786 0.012802 0.008503 0.005792 0.004130
0.081113 0.203399 0.043635 0.024557 0.015618 0.010689 0.007491 0.005491
0.086975 0.217613 0.049722 0.028918 0.018937 0.013313 0.009568 0.007186
0.093260 0.232747 0.056610 0.033945 0.022834 0.016446 0.012086 0.009273
0.100000 0.248849 0.064387 0.039722 0.027379 0.020148 0.015095 0.011794
0.107227 0.265969 0.073167 0.046341 0.032656 0.024492 0.018662 0.014807
0.114976 0.284145 0.083061 0.053907 0.038762 0.029572 0.022867 0.018383
0.123285 0.303436 0.094191 0.062536 0.045803 0.035476 0.027788 0.022588
0.132194 0.323868 0.106701 0.072369 0.053911 0.042326 0.033534 0.027514
0.141747 0.345479 0.120731 0.083554 0.063227 0.050248 0.040219 0.033269
0.151991 0.368313 0.136449 0.096247 0.073897 0.059376 0.047972 0.039976
0.162975 0.392393 0.154024 0.110654 0.086114 0.069889 0.056965 0.047803
0.174753 0.417748 0.173645 0.126988 0.100075 0.081975 0.067384 0.056941
0.187382 0.444384 0.195510 0.145513 0.116031 0.095875 0.079474 0.067645
0.200923 0.472284 0.219806 0.166510 0.134243 0.111851 0.093499 0.080191
0.215444 0.501448 0.246746 0.190296 0.155022 0.130218 0.109769 0.094901
0.231013 0.531801 0.276494 0.217159 0.178685 0.151329 0.128649 0.112161
0.247708 0.563262 0.309218 0.247340 0.205513 0.175509 0.150484 0.132353
0.265609 0.595741 0.345072 0.281029 0.235733 0.203028 0.175579 0.155838
0.284804 0.629089 0.384171 0.318296 0.269433 0.234008 0.204110 0.182862
0.305386 0.663164 0.426665 0.359250 0.306726 0.268516 0.236138 0.213500
0.327455 0.697737 0.472568 0.403915 0.347693 0.306557 0.271598 0.247631
0.351119 0.732557 0.521836 0.452380 0.392623 0.348390 0.310604 0.285200
0.376494 0.767335 0.574188 0.504587 0.441871 0.394505 0.353535 0.326384
0.403702 0.801741 0.629101 0.560345 0.495865 0.445728 0.401360 0.372097
0.432876 0.835299 0.685609 0.619092 0.554733 0.502792 0.455363 0.423811
0.464159 0.867379 0.742327 0.679846 0.618139 0.566127 0.516915 0.483307
0.497702 0.897266 0.797550 0.741210 0.684996 0.635416 0.586989 0.552260
0.533670 0.924222 0.849239 0.801248 0.753174 0.708961 0.664939 0.631150
0.572237 0.947566 0.895154 0.857306 0.819352 0.783221 0.746989 0.716991
0.613591 0.966805 0.933502 0.906575 0.879598 0.853244 0.826727 0.803030
0.657933 0.981599 0.963128 0.946597 0.930066 0.913662 0.897100 0.881301
0.705480 0.991723 0.983421 0.975413 0.967417 0.959449 0.951376 0.943400
0.756463 0.997392 0.994779 0.992180 0.989586 0.986999 0.984371 0.981751
0.811131 0.999554 0.999108 0.998661 0.998216 0.997771 0.997320 0.996868
0.869749 0.999970 0.999940 0.999910 0.999880 0.999849 0.999819 0.999788
0.932603 1.000000 0.999999 0.999999 0.999998 0.999997 0.999997 0.999996
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
