# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.010723 3.468489 3.418396 2.869607 2.665714 2.475298 2.388107 2.233592
0.011498 3.399120 3.348906 2.800374 2.592003 2.363730 2.352482 2.662588
0.012328 3.329262 3.279131 2.729022 2.515879 2.264735 2.209328 2.344549
0.013219 3.259392 3.210045 2.662044 2.439926 2.183651 2.058737 2.164964
0.014175 3.189646 3.139931 2.591966 2.367881 2.098551 1.931521 2.079442
0.015199 3.120030 3.070121 2.524212 2.299180 2.034345 1.869484 2.089526
0.016298 3.050405 3.000256 2.454459 2.234680 1.969261 1.779705 2.051513
0.017475 2.980761 2.930774 2.386291 2.167497 1.902657 1.747046 1.948913
0.018738 2.911053 2.861074 2.317438 2.103294 1.843475 1.673726 1.789761
0.020092 2.841721 2.792126 2.249240 2.034838 1.771383 1.607319 1.624095
0.021544 2.772029 2.722905 2.181712 1.965928 1.700520 1.534928 1.566008
0.023101 2.702630 2.653602 2.114695 1.899753 1.638354 1.481081 1.510297
0.024771 2.633104 2.584454 2.047401 1.833471 1.577350 1.422844 1.461293
0.026561 2.563472 2.515310 1.980010 1.766854 1.512165 1.351497 1.392677
0.028480 2.494152 2.446787 1.913697 1.701606 1.446730 1.284855 1.306436
0.030539 2.424753 2.378004 1.847027 1.636569 1.381639 1.213513 1.228966
0.032745 2.355470 2.309327 1.780937 1.571231 1.318005 1.155774 1.174466
0.035112 2.286427 2.241111 1.716471 1.509592 1.260836 1.095875 1.114924
0.037649 2.217148 2.172936 1.652089 1.447059 1.200936 1.034600 1.054312
0.040370 2.148129 2.104982 1.588125 1.384680 1.141709 0.976830 0.996208
0.043288 2.079049 2.037183 1.524919 1.322397 1.082973 0.920244 0.936211
0.046416 2.010335 1.969785 1.462721 1.262117 1.025363 0.862026 0.879643
0.049770 1.941600 1.902505 1.401283 1.202860 0.970645 0.808742 0.826980
0.053367 1.873106 1.835662 1.341037 1.145021 0.917189 0.756454 0.773468
0.057224 1.804684 1.769195 1.281899 1.088689 0.865303 0.704892 0.720878
0.061359 1.736461 1.703008 1.224012 1.034334 0.815455 0.655788 0.671138
0.065793 1.668489 1.637190 1.167216 0.981659 0.768676 0.609725 0.623529
0.070548 1.600744 1.571801 1.111671 0.930194 0.724193 0.565670 0.578188
0.075646 1.533203 1.506842 1.057359 0.880759 0.682373 0.525115 0.535775
0.081113 1.465947 1.442401 1.004474 0.833218 0.642843 0.486656 0.495393
0.086975 1.399098 1.378488 0.952838 0.787438 0.606135 0.451351 0.458008
0.093260 1.332496 1.314957 0.902386 0.743402 0.572203 0.418893 0.423473
0.100000 1.266348 1.252042 0.853241 0.701663 0.541177 0.389250 0.391741
0.107227 1.200640 1.189747 0.805326 0.661670 0.512709 0.362135 0.362312
0.114976 1.135386 1.128023 0.758356 0.623515 0.486612 0.337489 0.335492
0.123285 1.070679 1.066861 0.712353 0.587135 0.463235 0.316003 0.311837
0.132194 1.006594 1.006376 0.667013 0.552259 0.441909 0.296893 0.290679
0.141747 0.943234 0.946588 0.622380 0.518848 0.422272 0.280185 0.272067
0.151991 0.880598 0.887488 0.578304 0.486602 0.403863 0.265805 0.256123
0.162975 0.818890 0.829140 0.534842 0.455423 0.386223 0.253736 0.242812
0.174753 0.758131 0.771525 0.492133 0.425206 0.368912 0.243591 0.231950
0.187382 0.698573 0.714753 0.450457 0.395759 0.351159 0.234756 0.222946
0.200923 0.640317 0.658817 0.410145 0.367106 0.332664 0.226641 0.215116
0.215444 0.583518 0.603757 0.371559 0.339320 0.313273 0.218438 0.207189
0.231013 0.528338 0.549652 0.335078 0.312558 0.292962 0.209508 0.198009
0.247708 0.474952 0.496595 0.301039 0.287073 0.272276 0.199711 0.186796
0.265609 0.423439 0.444605 0.269418 0.262826 0.251637 0.189226 0.173543
0.284804 0.373949 0.393868 0.240091 0.239653 0.231444 0.178667 0.159292
0.305386 0.326603 0.344580 0.212755 0.217125 0.211680 0.168247 0.145099
0.327455 0.281592 0.297093 0.187116 0.194713 0.191984 0.157820 0.131915
0.351119 0.239108 0.251780 0.162898 0.172032 0.171864 0.146735 0.120072
0.376494 0.199369 0.209093 0.139876 0.148985 0.150990 0.134244 0.109322
0.403702 0.162649 0.169605 0.117984 0.125886 0.129372 0.119695 0.098857
0.432876 0.129232 0.133889 0.097271 0.103362 0.107419 0.102902 0.087694
0.464159 0.099424 0.102362 0.077894 0.082152 0.085830 0.084425 0.075176
0.497702 0.073510 0.075274 0.060081 0.062859 0.065480 0.065536 0.061184
0.533670 0.051641 0.052642 0.044081 0.045776 0.047173 0.047657 0.046303
0.572237 0.033889 0.034400 0.030187 0.031081 0.031549 0.031960 0.031885
0.613591 0.020251 0.020476 0.018781 0.019141 0.019149 0.019360 0.019579
0.657933 0.010627 0.010728 0.010215 0.010317 0.010214 0.010280 0.010444
0.705480 0.004608 0.004661 0.004565 0.004585 0.004524 0.004536 0.004613
0.756463 0.001468 0.001489 0.001482 0.001486 0.001476 0.001477 0.001506
0.811131 0.000276 0.000280 0.000280 0.000281 0.000282 0.000282 0.000291
0.869749 0.000021 0.000021 0.000021 0.000021 0.000022 0.000022 0.000023
0.932603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
