# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.223092 1.676757 1.927434 2.104400 2.253014 2.413782 2.557606
0.239215 1.653572 1.910371 2.078234 2.209098 2.357599 2.482912
0.256502 1.627600 1.897417 2.054388 2.173123 2.311318 2.431014
0.275039 1.598086 1.883748 2.031999 2.142297 2.275478 2.391848
0.294915 1.565940 1.868058 2.007022 2.114358 2.246186 2.363862
0.316228 1.530192 1.843667 1.980979 2.092024 2.220289 2.340055
0.339081 1.492699 1.805312 1.949203 2.072725 2.197044 2.316526
0.363585 1.455272 1.751258 1.907111 2.052460 2.176501 2.291220
0.389860 1.417347 1.683068 1.850047 2.024031 2.156525 2.270141
0.418034 1.377709 1.609763 1.777608 1.976903 2.129300 2.250666
0.448245 1.326300 1.540410 1.702835 1.909100 2.079914 2.227061
0.480638 1.250240 1.476495 1.642927 1.830934 2.000351 2.184572
0.515372 1.144943 1.411881 1.607477 1.759567 1.901986 2.110952
0.552617 1.016000 1.337343 1.588371 1.707165 1.807183 2.001934
0.592553 0.874094 1.244912 1.562285 1.673633 1.733490 1.875338
0.635375 0.724435 1.133734 1.514533 1.650514 1.688347 1.764700
0.681292 0.557431 1.002893 1.440786 1.620868 1.670649 1.699211
0.730527 0.363674 0.850917 1.336149 1.564772 1.669025 1.684919
0.783320 0.172870 0.679466 1.188124 1.483450 1.682941 1.706822
0.839929 0.047977 0.501784 1.005112 1.368417 1.701156 1.744940
0.900628 0.005705 0.326392 0.790417 1.189560 1.633128 1.753633
0.965714 0.000198 0.154109 0.497603 0.927370 1.417578 1.681898
