# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.081113 1.592584 1.539306 0.574865 0.452569 0.379250 0.355487 0.310566
0.086975 1.525035 1.476275 0.541997 0.423336 0.352399 0.330329 0.286252
0.093260 1.457804 1.413762 0.511458 0.396493 0.328156 0.308037 0.264933
0.100000 1.390909 1.351934 0.483012 0.372113 0.306692 0.288747 0.246772
0.107227 1.324374 1.290631 0.456718 0.350002 0.287669 0.271883 0.231371
0.114976 1.258272 1.229904 0.432324 0.329823 0.270620 0.257122 0.218255
0.123285 1.192584 1.169845 0.409582 0.311396 0.255498 0.244248 0.207202
0.132194 1.127419 1.110310 0.388242 0.294459 0.241926 0.232849 0.197871
0.141747 1.062824 1.051369 0.368072 0.278762 0.229761 0.222618 0.189721
0.151991 0.998822 0.992983 0.349035 0.264242 0.218787 0.213271 0.182323
0.162975 0.935491 0.935154 0.330706 0.250730 0.208763 0.204473 0.175344
0.174753 0.872877 0.877863 0.312923 0.238169 0.199514 0.196004 0.168399
0.187382 0.811066 0.821078 0.295343 0.226407 0.190812 0.187617 0.161165
0.200923 0.750174 0.764837 0.277690 0.215405 0.182482 0.179217 0.153543
0.215444 0.690255 0.709141 0.259777 0.205012 0.174362 0.170832 0.145539
0.231013 0.631486 0.654080 0.241560 0.195005 0.166168 0.162368 0.137152
0.247708 0.574010 0.599697 0.223282 0.185255 0.157821 0.153832 0.128387
0.265609 0.517949 0.546053 0.205297 0.175759 0.149354 0.145255 0.119273
0.284804 0.463483 0.493186 0.188106 0.166660 0.140966 0.136695 0.109930
0.305386 0.410733 0.441022 0.171982 0.158064 0.133045 0.128492 0.100779
0.327455 0.359913 0.389661 0.156976 0.149886 0.125917 0.121079 0.092383
0.351119 0.311214 0.339189 0.142829 0.141674 0.119527 0.114804 0.085328
0.376494 0.264832 0.289966 0.129217 0.132722 0.113387 0.109649 0.079907
0.403702 0.220970 0.242494 0.115738 0.122249 0.106596 0.104850 0.075704
0.432876 0.179965 0.197482 0.102054 0.109767 0.098310 0.099084 0.071806
0.464159 0.142280 0.155685 0.087925 0.095152 0.087896 0.090940 0.067226
0.497702 0.108403 0.117808 0.073261 0.078870 0.075134 0.079274 0.060986
0.533670 0.078803 0.084611 0.058170 0.061874 0.060496 0.064105 0.052152
0.572237 0.053858 0.056901 0.043201 0.045282 0.045099 0.047364 0.040987
0.613591 0.033759 0.035054 0.029269 0.030209 0.030420 0.031570 0.029083
0.657933 0.018573 0.018996 0.017313 0.017618 0.017796 0.018293 0.017768
0.705480 0.008311 0.008407 0.008177 0.008231 0.008270 0.008449 0.008420
0.756463 0.002611 0.002623 0.002616 0.002618 0.002618 0.002666 0.002665
0.811131 0.000446 0.000447 0.000447 0.000446 0.000446 0.000453 0.000453
0.869749 0.000030 0.000030 0.000030 0.000030 0.000030 0.000030 0.000030
0.932603 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
