# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.081900 1.078546 1.069123 0.318005 0.287511 0.239952 0.216405 0.252187
0.087644 1.017590 1.014687 0.312211 0.283361 0.236565 0.214022 0.250444
0.093790 0.957356 0.960877 0.306294 0.278821 0.232774 0.211497 0.247561
0.100367 0.897894 0.907422 0.300114 0.273604 0.228173 0.208562 0.243644
0.107405 0.839337 0.853974 0.293257 0.268105 0.222732 0.205108 0.238811
0.114937 0.781625 0.800566 0.285842 0.262093 0.216226 0.200995 0.233069
0.122997 0.724807 0.747369 0.277762 0.255341 0.208972 0.195944 0.225845
0.131623 0.668990 0.694593 0.269162 0.248109 0.201254 0.190059 0.217319
0.140853 0.614516 0.642857 0.259807 0.240559 0.193457 0.184145 0.208468
0.150730 0.561861 0.592597 0.249156 0.232619 0.185970 0.178978 0.199861
0.161301 0.510748 0.543219 0.237954 0.224415 0.179230 0.174704 0.191639
0.172612 0.461255 0.494598 0.226245 0.215591 0.173278 0.171133 0.183623
0.184717 0.413387 0.446406 0.213998 0.206159 0.168025 0.168148 0.175642
0.197670 0.367328 0.398940 0.201779 0.196303 0.162789 0.165221 0.167953
0.211532 0.323089 0.352187 0.189515 0.186058 0.157801 0.162133 0.160692
0.226366 0.280986 0.306744 0.176752 0.175343 0.152748 0.158493 0.153423
0.242241 0.241594 0.263704 0.163270 0.163568 0.146564 0.153564 0.145686
0.259228 0.204984 0.223343 0.148945 0.150134 0.138805 0.146885 0.137326
0.277407 0.171808 0.186934 0.133805 0.134655 0.128781 0.137760 0.127712
0.296861 0.142442 0.154824 0.118424 0.118214 0.116034 0.125131 0.116264
0.317678 0.116783 0.126577 0.102968 0.102212 0.102232 0.110272 0.103611
0.339956 0.094434 0.101534 0.087238 0.086676 0.087979 0.094615 0.090344
0.363796 0.075506 0.080155 0.072118 0.071918 0.073721 0.078875 0.076416
0.389308 0.059672 0.062520 0.058372 0.058239 0.060172 0.063762 0.062528
0.416609 0.046646 0.048374 0.046389 0.046203 0.047969 0.050319 0.049818
0.445824 0.036212 0.037275 0.036284 0.036072 0.037182 0.038643 0.038480
0.477088 0.027834 0.028497 0.027976 0.027713 0.028349 0.029243 0.029198
0.510545 0.021046 0.021449 0.021141 0.020841 0.021186 0.021703 0.021724
0.546348 0.015271 0.015483 0.015323 0.015036 0.015203 0.015484 0.015558
0.584661 0.010293 0.010377 0.010319 0.010032 0.010100 0.010240 0.010317
0.625661 0.006223 0.006242 0.006234 0.005982 0.006005 0.006068 0.006125
0.669537 0.003115 0.003107 0.003115 0.002942 0.002948 0.002975 0.003003
0.716489 0.001160 0.001151 0.001151 0.001066 0.001067 0.001076 0.001086
0.766734 0.000247 0.000240 0.000240 0.000217 0.000217 0.000219 0.000222
0.820503 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
