# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.037649 2.306423 2.172510 1.066866 0.944774 0.859324 0.809433 0.787313
0.040370 2.237244 2.105900 1.009664 0.888802 0.803890 0.754994 0.734011
0.043288 2.168189 2.039510 0.953662 0.834713 0.751121 0.702594 0.682344
0.046416 2.099226 1.973380 0.899206 0.782333 0.699348 0.650976 0.631597
0.049770 2.030338 1.907542 0.846440 0.731949 0.649853 0.601541 0.582407
0.053367 1.961583 1.842325 0.795823 0.683483 0.602750 0.554907 0.535625
0.057224 1.892988 1.777681 0.747077 0.637529 0.558073 0.510832 0.491633
0.061359 1.824587 1.713717 0.700809 0.594184 0.516099 0.469304 0.450839
0.065793 1.756366 1.650132 0.656711 0.553472 0.477236 0.431021 0.413057
0.070548 1.688316 1.587245 0.615012 0.515260 0.441189 0.395668 0.378133
0.075646 1.620509 1.525043 0.575708 0.479903 0.408317 0.363773 0.346916
0.081113 1.552957 1.463445 0.538732 0.447032 0.378206 0.334682 0.318476
0.086975 1.485748 1.402536 0.504243 0.416975 0.351200 0.308856 0.293415
0.093260 1.418801 1.342254 0.471902 0.389303 0.326950 0.285920 0.271257
0.100000 1.352242 1.282732 0.441703 0.363845 0.305231 0.265711 0.252084
0.107227 1.286075 1.223792 0.413593 0.340635 0.286066 0.248145 0.235606
0.114976 1.220334 1.165463 0.387233 0.319199 0.269037 0.232817 0.221535
0.123285 1.155070 1.107861 0.362538 0.299300 0.253777 0.219280 0.209310
0.132194 1.090351 1.050890 0.339282 0.280612 0.239920 0.207237 0.198710
0.141747 1.026199 0.994532 0.317290 0.262917 0.227097 0.196218 0.189229
0.151991 0.962684 0.938855 0.296472 0.246049 0.215012 0.185948 0.180513
0.162975 0.899876 0.883811 0.276744 0.229897 0.203374 0.176111 0.172229
0.174753 0.837837 0.829459 0.258114 0.214361 0.191842 0.166397 0.163924
0.187382 0.776674 0.775819 0.240616 0.199543 0.180201 0.156605 0.155332
0.200923 0.716505 0.722898 0.224254 0.185557 0.168265 0.146558 0.146142
0.215444 0.657467 0.670738 0.209148 0.172638 0.156153 0.136290 0.136274
0.231013 0.599689 0.619316 0.195311 0.160955 0.144089 0.125960 0.125852
0.247708 0.543349 0.568570 0.182660 0.150610 0.132509 0.115980 0.115304
0.265609 0.488600 0.518418 0.171180 0.141628 0.121894 0.106777 0.105220
0.284804 0.435656 0.468724 0.160615 0.133855 0.112746 0.098893 0.096268
0.305386 0.384651 0.419365 0.150647 0.126984 0.105246 0.092563 0.088949
0.327455 0.335725 0.370283 0.140804 0.120637 0.099297 0.087814 0.083462
0.351119 0.288998 0.321626 0.130594 0.114299 0.094393 0.084266 0.079545
0.376494 0.244615 0.273722 0.119521 0.107313 0.089843 0.081373 0.076633
0.403702 0.202773 0.227182 0.107205 0.098863 0.084768 0.078356 0.073886
0.432876 0.163743 0.182824 0.093532 0.088429 0.078347 0.074257 0.070314
0.464159 0.127950 0.141643 0.078712 0.076158 0.070117 0.068088 0.064939
0.497702 0.095949 0.104702 0.063228 0.062624 0.059932 0.059366 0.057180
0.533670 0.068366 0.073145 0.048085 0.048626 0.048031 0.048379 0.047226
0.572237 0.045728 0.047894 0.034441 0.035152 0.035412 0.036083 0.035874
0.613591 0.028146 0.028949 0.022911 0.023282 0.023636 0.024076 0.024378
0.657933 0.015350 0.015576 0.013583 0.013686 0.013878 0.014022 0.014313
0.705480 0.006870 0.006908 0.006545 0.006556 0.006611 0.006629 0.006753
0.756463 0.002180 0.002182 0.002163 0.002162 0.002169 0.002166 0.002201
0.811131 0.000384 0.000384 0.000384 0.000384 0.000384 0.000384 0.000390
0.869749 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000027
0.932603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
