# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.122997 0.823542 1.602209 1.729095 1.835792 1.949668 2.036500 2.162295
0.131623 0.803735 1.567066 1.705101 1.816501 1.931532 2.018782 2.149365
0.140853 0.776875 1.518422 1.675574 1.792718 1.903191 1.979432 2.106424
0.150730 0.754141 1.482677 1.647954 1.769009 1.868448 1.931506 2.052813
0.161301 0.730226 1.447593 1.620342 1.750530 1.838353 1.891040 2.009318
0.172612 0.706265 1.417311 1.598002 1.737164 1.814656 1.858695 1.976449
0.184717 0.679574 1.379896 1.560184 1.705601 1.782856 1.826043 1.939492
0.197670 0.652711 1.342522 1.523476 1.674629 1.748229 1.793789 1.900909
0.211532 0.621194 1.291664 1.479963 1.638057 1.712619 1.766323 1.873574
0.226366 0.581197 1.216227 1.415152 1.588886 1.680122 1.752855 1.867011
0.242241 0.540154 1.135649 1.347000 1.545205 1.659679 1.758219 1.881559
0.259228 0.489494 1.026692 1.250065 1.478455 1.626357 1.760992 1.902854
0.277407 0.433270 0.907027 1.133976 1.376540 1.564602 1.750937 1.919839
0.296861 0.378577 0.795338 1.023377 1.259482 1.463125 1.682355 1.869038
0.317678 0.329758 0.699243 0.931327 1.160545 1.370836 1.601839 1.797593
0.339956 0.279269 0.594711 0.817785 1.035530 1.245897 1.478135 1.683628
0.363796 0.233610 0.493798 0.696614 0.898440 1.098346 1.321328 1.526237
0.389308 0.192188 0.400907 0.577716 0.755301 0.935345 1.133688 1.321207
0.416609 0.153947 0.317707 0.466790 0.616257 0.775413 0.947685 1.114973
0.445824 0.123619 0.253132 0.375708 0.499050 0.629376 0.768059 0.905006
0.477088 0.100141 0.204124 0.304973 0.406355 0.512047 0.623303 0.733573
0.510545 0.085207 0.173238 0.259080 0.344736 0.433007 0.524758 0.615735
0.546348 0.073457 0.148778 0.222607 0.296442 0.371731 0.449106 0.526432
0.584661 0.060047 0.121065 0.181339 0.241082 0.301507 0.363065 0.424914
0.625661 0.045860 0.092115 0.138131 0.182994 0.228090 0.273725 0.319795
0.669537 0.028833 0.057694 0.086669 0.114340 0.142088 0.170093 0.198371
0.716489 0.013482 0.026916 0.040358 0.052890 0.065439 0.078088 0.090844
0.766734 0.003638 0.007182 0.010727 0.013927 0.017128 0.020361 0.023630
