# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.194034 1.644559 1.812917 1.920909 1.956521 1.977218 2.002387
0.208057 1.620865 1.815776 1.933444 1.977879 2.009073 2.029621
0.223092 1.598730 1.795707 1.935579 1.976118 2.031307 2.062877
0.239215 1.582367 1.774189 1.951665 1.999597 2.033278 2.079856
0.256502 1.546099 1.742485 1.944731 2.024796 2.066377 2.110651
0.275039 1.502820 1.692599 1.872892 2.012087 2.095727 2.142129
0.294915 1.456162 1.641296 1.812881 1.992275 2.112331 2.155971
0.316228 1.417171 1.587894 1.747340 1.956213 2.094523 2.192013
0.339081 1.385861 1.517831 1.649419 1.890462 2.038665 2.179410
0.363585 1.369128 1.481894 1.571625 1.810723 1.984331 2.126721
0.389860 1.357147 1.453630 1.509349 1.704994 1.887616 2.073611
0.418034 1.334364 1.437839 1.477681 1.599369 1.762743 1.968253
0.448245 1.312714 1.429599 1.461837 1.533821 1.663004 1.851019
0.480638 1.246966 1.434492 1.465975 1.493371 1.553740 1.693110
0.515372 1.133971 1.433204 1.483691 1.471150 1.482769 1.565106
0.552617 0.978066 1.399735 1.506637 1.483854 1.464640 1.491409
0.592553 0.804670 1.285625 1.538676 1.521588 1.478297 1.467115
0.635375 0.637880 1.141313 1.523332 1.549027 1.518820 1.480386
0.681292 0.455382 0.962507 1.426387 1.557539 1.569393 1.523096
0.730527 0.243166 0.778665 1.263557 1.517544 1.594523 1.561595
0.783320 0.069258 0.534367 1.075148 1.433000 1.611378 1.613111
0.839929 0.001918 0.364737 0.897852 1.352784 1.610422 1.673213
0.900628 0.000000 0.201330 0.620787 1.103297 1.528065 1.782032
0.965714 0.000000 0.088508 0.340131 0.783724 1.216308 1.619683
