# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.021222 0.063490 0.006023 0.001705 0.000661 0.000303 0.000162 0.000092
0.022713 0.067935 0.006849 0.001970 0.000768 0.000352 0.000188 0.000106
0.024308 0.072691 0.007787 0.002277 0.000894 0.000411 0.000219 0.000123
0.026016 0.077774 0.008850 0.002630 0.001040 0.000479 0.000255 0.000143
0.027844 0.083206 0.010056 0.003040 0.001211 0.000560 0.000298 0.000166
0.029800 0.089017 0.011424 0.003512 0.001410 0.000655 0.000349 0.000194
0.031893 0.095225 0.012968 0.004054 0.001641 0.000767 0.000408 0.000227
0.034133 0.101855 0.014713 0.004683 0.001913 0.000901 0.000480 0.000266
0.036531 0.108935 0.016687 0.005409 0.002231 0.001059 0.000566 0.000313
0.039097 0.116503 0.018923 0.006247 0.002603 0.001247 0.000669 0.000369
0.041844 0.124584 0.021452 0.007214 0.003037 0.001467 0.000789 0.000435
0.044783 0.133210 0.024307 0.008332 0.003544 0.001726 0.000931 0.000513
0.047929 0.142406 0.027522 0.009617 0.004136 0.002032 0.001099 0.000607
0.051296 0.152212 0.031145 0.011106 0.004833 0.002395 0.001300 0.000720
0.054899 0.162669 0.035231 0.012837 0.005657 0.002830 0.001544 0.000860
0.058756 0.173810 0.039830 0.014845 0.006626 0.003347 0.001838 0.001031
0.062883 0.185661 0.044991 0.017170 0.007759 0.003960 0.002190 0.001235
0.067301 0.198268 0.050772 0.019851 0.009085 0.004691 0.002621 0.001492
0.072029 0.211673 0.057252 0.022953 0.010641 0.005567 0.003153 0.001813
0.077088 0.225894 0.064486 0.026528 0.012459 0.006601 0.003791 0.002198
0.082504 0.240981 0.072563 0.030638 0.014584 0.007835 0.004567 0.002672
0.088299 0.256964 0.081571 0.035361 0.017070 0.009310 0.005515 0.003265
0.094502 0.273874 0.091599 0.040775 0.019982 0.011069 0.006667 0.004005
0.101141 0.291751 0.102745 0.046991 0.023422 0.013176 0.008072 0.004930
0.108245 0.310605 0.115078 0.054106 0.027484 0.015704 0.009796 0.006087
0.115849 0.330459 0.128694 0.062253 0.032254 0.018724 0.011891 0.007517
0.123988 0.351324 0.143662 0.071541 0.037839 0.022314 0.014421 0.009272
0.132697 0.373206 0.160063 0.082097 0.044384 0.026592 0.017492 0.011450
0.142019 0.396096 0.177962 0.094053 0.052055 0.031706 0.021235 0.014148
0.151996 0.419978 0.197428 0.107585 0.061063 0.037797 0.025763 0.017474
0.162673 0.444835 0.218544 0.122879 0.071590 0.045029 0.031216 0.021556
0.174100 0.470644 0.241381 0.140126 0.083876 0.053613 0.037768 0.026540
0.186330 0.497385 0.266038 0.159500 0.098168 0.063791 0.045649 0.032620
0.199419 0.525011 0.292583 0.181137 0.114713 0.075872 0.055153 0.040067
0.213428 0.553483 0.321120 0.205194 0.133784 0.090268 0.066662 0.049250
0.228421 0.582751 0.351748 0.231846 0.155697 0.107425 0.080604 0.060583
0.244467 0.612777 0.384597 0.261293 0.180764 0.127787 0.097454 0.074537
0.261640 0.643517 0.419811 0.293774 0.209250 0.151743 0.117704 0.091634
0.280020 0.674909 0.457537 0.329570 0.241436 0.179647 0.141863 0.112423
0.299691 0.706910 0.498014 0.369169 0.277868 0.212084 0.170546 0.137538
0.320743 0.739472 0.541568 0.413326 0.319472 0.250038 0.204716 0.167951
0.343274 0.772456 0.588495 0.462917 0.367521 0.294987 0.245785 0.205063
0.367389 0.805583 0.638861 0.518682 0.423521 0.348827 0.295783 0.250982
0.393197 0.838411 0.692294 0.580913 0.488830 0.413667 0.357387 0.308775
0.420818 0.870295 0.747846 0.648992 0.563488 0.490650 0.432838 0.381727
0.450379 0.900416 0.803874 0.721114 0.646443 0.580039 0.523785 0.472666
0.482017 0.927755 0.856797 0.792047 0.731561 0.675315 0.624632 0.577266
0.515877 0.951241 0.902930 0.856805 0.812855 0.770120 0.729686 0.691010
0.552117 0.970036 0.940108 0.910653 0.882414 0.853784 0.825840 0.798638
0.590901 0.983807 0.967556 0.951249 0.935701 0.919332 0.903065 0.887031
0.632411 0.992625 0.985216 0.977762 0.970734 0.963078 0.955381 0.947725
0.676836 0.997384 0.994760 0.992115 0.989656 0.986876 0.984054 0.981237
0.724382 0.999381 0.998761 0.998139 0.997572 0.996895 0.996204 0.995514
0.775268 0.999934 0.999868 0.999801 0.999739 0.999655 0.999569 0.999483
0.829728 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
