# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.010000 0.999400 1.988266 2.981947 4.042321 5.154305 6.384357 7.604814
0.010723 0.999044 1.986676 2.952696 3.983643 5.158075 7.488633 10.753170
0.011498 0.998430 1.988551 2.968925 3.787499 4.787804 5.994990 8.245957
0.012328 1.000172 1.997060 2.965409 3.963476 5.249545 6.195779 8.147649
0.013219 0.999115 1.989923 2.952546 3.952492 4.917246 5.667932 6.751804
0.014175 0.998460 1.987687 2.948421 3.858890 4.786268 6.090535 6.854241
0.015199 0.998332 1.986824 2.941760 3.906615 4.910463 6.127824 7.063486
0.016298 0.998580 1.985397 2.934039 3.894580 4.887880 5.531292 5.870852
0.017475 0.997982 1.986030 2.946349 3.856621 4.813166 5.750687 6.760819
0.018738 0.996913 1.989040 2.942108 3.880435 4.788420 5.593395 6.600261
0.020092 0.997109 1.985867 2.940397 3.914326 4.787736 5.531318 6.351799
0.021544 0.997508 1.984885 2.919001 3.857127 4.852112 5.822894 6.841211
0.023101 0.996299 1.974695 2.891837 3.794583 4.724012 5.609748 6.408041
0.024771 0.995321 1.972849 2.885916 3.775924 4.665273 5.557163 6.412257
0.026561 0.994777 1.973052 2.880460 3.761959 4.636296 5.508204 6.433929
0.028480 0.994516 1.966818 2.859803 3.736172 4.624696 5.514805 6.432044
0.030539 0.993897 1.961705 2.834055 3.691563 4.532747 5.375997 6.203152
0.032745 0.992717 1.962622 2.830115 3.667729 4.490712 5.332242 6.168496
0.035112 0.992140 1.957589 2.805490 3.638144 4.473770 5.293701 6.110200
0.037649 0.990631 1.953685 2.786361 3.591613 4.375062 5.147167 5.904676
0.040370 0.989964 1.947232 2.749883 3.518425 4.289413 5.045864 5.807945
0.043288 0.987988 1.940089 2.726024 3.471159 4.201089 4.909079 5.602029
0.046416 0.985854 1.927816 2.684452 3.393811 4.094204 4.781372 5.466025
0.049770 0.984920 1.924362 2.652944 3.328862 3.996018 4.654374 5.300565
0.053367 0.982190 1.911585 2.611399 3.255546 3.882015 4.496909 5.105824
0.057224 0.980181 1.904038 2.575110 3.181764 3.772605 4.345409 4.914929
0.061359 0.977734 1.893466 2.534483 3.105636 3.653966 4.185825 4.715258
0.065793 0.973838 1.881065 2.490236 3.022202 3.527684 4.009281 4.488451
0.070548 0.971610 1.871600 2.447570 2.940343 3.408522 3.852872 4.291700
0.075646 0.967609 1.857999 2.403919 2.860117 3.285663 3.686569 4.078854
0.081113 0.963148 1.843516 2.356848 2.771500 3.154094 3.505773 3.845544
0.086975 0.959197 1.831242 2.316991 2.696071 3.041831 3.351948 3.645632
0.093260 0.954010 1.815731 2.274453 2.620689 2.931516 3.204926 3.458813
0.100000 0.949116 1.800444 2.234085 2.548546 2.826489 3.062014 3.275737
0.107227 0.943617 1.785535 2.197421 2.484323 2.736583 2.946390 3.128743
0.114976 0.936564 1.765947 2.157587 2.419602 2.646691 2.830628 2.984627
0.123285 0.930067 1.750944 2.126470 2.368253 2.576153 2.741073 2.872747
0.132194 0.922420 1.733371 2.094429 2.319414 2.511909 2.663296 2.780242
0.141747 0.913470 1.714154 2.061113 2.271947 2.450738 2.591580 2.699085
0.151991 0.904173 1.693324 2.027813 2.228239 2.396250 2.530933 2.634324
0.162975 0.893989 1.674385 1.997442 2.189397 2.348594 2.480597 2.584939
0.174753 0.882482 1.652006 1.963295 2.149359 2.302562 2.435600 2.544446
0.187382 0.870165 1.630282 1.928967 2.109515 2.257472 2.391507 2.506962
0.200923 0.857135 1.608473 1.895045 2.071711 2.217359 2.353397 2.476341
0.215444 0.842040 1.584703 1.856539 2.027508 2.171898 2.309633 2.440051
0.231013 0.826893 1.563512 1.818952 1.982960 2.127174 2.266776 2.405100
0.247708 0.810152 1.541560 1.777946 1.932122 2.075376 2.214843 2.359134
0.265609 0.791666 1.518739 1.732992 1.873665 2.011152 2.145188 2.289684
0.284804 0.771126 1.495124 1.686221 1.812997 1.940876 2.064012 2.201904
0.305386 0.748227 1.468731 1.638351 1.753918 1.868925 1.975875 2.100007
0.327455 0.722342 1.438544 1.592224 1.702071 1.803424 1.892291 1.996907
0.351119 0.692986 1.401511 1.548109 1.658703 1.748408 1.821291 1.903162
0.376494 0.660242 1.356768 1.507116 1.626744 1.711679 1.775928 1.836841
0.403702 0.622530 1.298293 1.460394 1.598533 1.690167 1.757860 1.806151
0.432876 0.578691 1.221350 1.398416 1.563754 1.675735 1.762506 1.812959
0.464159 0.526634 1.119559 1.311953 1.507891 1.650118 1.772630 1.845370
0.497702 0.466797 0.994409 1.200107 1.421148 1.592593 1.756540 1.866008
0.533670 0.401596 0.852049 1.063710 1.295345 1.486071 1.684482 1.835042
0.572237 0.333028 0.698495 0.900976 1.120348 1.311818 1.517571 1.689899
0.613591 0.261472 0.539250 0.718351 0.907650 1.082502 1.267765 1.436443
0.657933 0.187392 0.380187 0.528493 0.681373 0.830021 0.983935 1.133952
0.705480 0.113121 0.226722 0.329493 0.433451 0.538345 0.644946 0.752663
0.756463 0.048533 0.096431 0.143006 0.189633 0.237100 0.284806 0.333575
0.811131 0.011019 0.021675 0.032126 0.042565 0.053161 0.063766 0.074646
0.869749 0.000877 0.001703 0.002515 0.003328 0.004149 0.004970 0.005824
0.932603 0.000014 0.000027 0.000041 0.000054 0.000067 0.000081 0.000095
