# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.174753 0.833383 1.654416 2.162248 2.635155 3.046381 3.457037 3.863713
0.187382 0.813432 1.618966 2.091236 2.527407 2.896784 3.265097 3.627657
0.200923 0.788869 1.575266 2.012541 2.413520 2.741261 3.067268 3.385169
0.215444 0.763033 1.530529 1.936053 2.304851 2.593798 2.880077 3.155980
0.231013 0.733319 1.478616 1.855627 2.196804 2.451650 2.702305 2.939575
0.247708 0.700789 1.421792 1.774420 2.092135 2.316893 2.536434 2.739709
0.265609 0.664402 1.356746 1.688631 1.987845 2.187656 2.380672 2.554278
0.284804 0.624539 1.283890 1.599270 1.885702 2.066842 2.240003 2.390697
0.305386 0.579898 1.199372 1.500741 1.777949 1.946395 2.105870 2.240171
0.327455 0.530665 1.102598 1.390763 1.660850 1.821460 1.972795 2.097342
0.351119 0.476603 0.993034 1.267048 1.529426 1.686073 1.834187 1.954804
0.376494 0.417583 0.870200 1.126508 1.377337 1.531031 1.677740 1.797519
0.403702 0.354720 0.737401 0.970805 1.203609 1.352556 1.497014 1.616799
0.432876 0.289241 0.598461 0.802995 1.009898 1.149912 1.288004 1.405037
0.464159 0.223671 0.459939 0.630075 0.803530 0.928388 1.053457 1.162207
0.497702 0.161681 0.330319 0.462440 0.597393 0.701105 0.806060 0.899858
0.533670 0.107195 0.217734 0.311563 0.407194 0.485614 0.565354 0.638707
0.572237 0.063780 0.128961 0.188260 0.248444 0.300846 0.354142 0.404651
0.613591 0.033245 0.067002 0.099344 0.132021 0.161948 0.192320 0.221878
0.657933 0.014643 0.029452 0.044109 0.058868 0.072915 0.087143 0.101255
0.705480 0.005191 0.010427 0.015692 0.020978 0.026134 0.031344 0.036565
0.756463 0.001405 0.002818 0.004244 0.005672 0.007085 0.008512 0.009946
0.811131 0.000259 0.000520 0.000782 0.001044 0.001305 0.001567 0.001831
0.869749 0.000030 0.000059 0.000089 0.000119 0.000149 0.000179 0.000209
0.932603 0.000001 0.000003 0.000004 0.000006 0.000007 0.000008 0.000010
