# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.347544 0.137605 0.141857 0.154974 0.164437 0.148812 0.136180 0.140441
0.372011 0.107472 0.110149 0.118699 0.124607 0.112480 0.102575 0.105563
0.398201 0.082732 0.084448 0.089764 0.093409 0.084175 0.076346 0.078490
0.426235 0.063088 0.064379 0.067654 0.069961 0.063299 0.057222 0.058785
0.456243 0.047608 0.048743 0.050639 0.052083 0.047628 0.043169 0.044298
0.488363 0.035264 0.036317 0.037249 0.038051 0.035322 0.032428 0.033151
0.522744 0.024996 0.025809 0.026164 0.026508 0.025125 0.023595 0.024004
0.559546 0.016302 0.016843 0.016896 0.016961 0.016503 0.015945 0.016132
0.598939 0.009292 0.009563 0.009515 0.009442 0.009464 0.009368 0.009430
0.641105 0.004320 0.004430 0.004386 0.004291 0.004436 0.004438 0.004449
0.686239 0.001481 0.001514 0.001499 0.001440 0.001537 0.001538 0.001538
0.734552 0.000321 0.000326 0.000325 0.000304 0.000338 0.000339 0.000339
0.786265 0.000031 0.000031 0.000031 0.000028 0.000034 0.000034 0.000034
0.841619 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
