# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.007305 1.952669 2.144051 2.129317 1.799371 1.898198 1.316800
0.007833 1.946214 2.128229 2.163523 1.937702 1.816189 1.661759
0.008399 1.948567 2.112304 2.171437 2.083949 1.981069 1.836532
0.009006 1.958914 2.121101 2.162251 2.056904 2.059555 2.012624
0.009657 1.960129 2.123125 2.114345 1.988081 1.906022 1.990554
0.010355 1.947030 2.123534 2.127223 1.947823 1.916876 1.839760
0.011103 1.926049 2.127253 2.096002 2.042947 2.122535 2.082391
0.011906 1.924851 2.137110 2.097067 2.085918 1.977417 2.017577
0.012766 1.923490 2.117251 2.087755 2.088463 1.894755 1.941564
0.013689 1.923397 2.109792 2.105114 2.147947 2.054490 1.968972
0.014678 1.924551 2.112672 2.089721 2.182176 2.239932 2.028415
0.015739 1.905625 2.111433 2.104067 2.079539 2.151298 2.060596
0.016876 1.902284 2.112781 2.107353 2.163658 2.167963 2.076916
0.018096 1.905128 2.095759 2.058722 2.088505 2.127225 2.111907
0.019403 1.897427 2.094768 2.062030 2.074811 2.108091 2.104952
0.020806 1.881682 2.086748 2.069626 2.065922 2.096108 2.077052
0.022309 1.880659 2.077950 2.043194 2.008546 2.014344 1.992806
0.023921 1.877066 2.074072 2.088139 2.019465 2.032384 1.961265
0.025650 1.861287 2.083436 2.069099 2.032067 1.989978 1.956742
0.027504 1.844742 2.082804 2.085082 2.019812 1.961453 1.853345
0.029492 1.832804 2.086611 2.106277 2.067642 2.001242 1.848196
0.031623 1.813765 2.082357 2.117107 2.059568 2.026536 1.941117
0.033908 1.802233 2.061021 2.118361 2.092303 2.080588 2.028729
0.036359 1.794743 2.054057 2.156737 2.140661 2.143327 2.041037
0.038986 1.787133 2.037136 2.157132 2.189163 2.182337 2.030993
0.041803 1.771131 2.020048 2.144406 2.194124 2.155320 2.042143
0.044824 1.754895 1.998376 2.127968 2.170883 2.112116 1.992358
0.048064 1.742287 1.984796 2.098652 2.161491 2.103148 2.011852
0.051537 1.722440 1.966357 2.071283 2.150105 2.057597 1.955276
0.055262 1.711417 1.971521 2.060686 2.166159 2.095561 2.024598
0.059255 1.699571 1.983032 2.069839 2.162612 2.144805 2.106837
0.063538 1.693995 1.980879 2.100122 2.195718 2.176329 2.126034
0.068129 1.684567 1.989374 2.102696 2.213508 2.254457 2.169077
0.073053 1.676661 2.003310 2.107621 2.211597 2.299715 2.230579
0.078332 1.673822 2.030387 2.125508 2.237865 2.329658 2.293452
0.083993 1.670744 2.055576 2.141418 2.267937 2.341609 2.328586
0.090063 1.666779 2.081108 2.171469 2.325867 2.394048 2.382699
0.096571 1.661237 2.101310 2.191134 2.359707 2.433674 2.467791
0.103550 1.650433 2.105179 2.220996 2.359336 2.453530 2.474993
0.111034 1.635298 2.105816 2.300666 2.433644 2.550069 2.538063
0.119058 1.604922 2.126381 2.345709 2.509302 2.601744 2.640386
0.127662 1.558903 2.132351 2.364179 2.519720 2.626296 2.663936
0.136887 1.507271 2.124681 2.378944 2.535791 2.687392 2.744046
0.146780 1.454796 2.139398 2.451927 2.601672 2.812198 2.931754
0.157387 1.407738 2.163859 2.523444 2.696397 2.895185 3.104645
0.168761 1.366652 2.170082 2.629239 2.809979 2.993545 3.198393
0.180957 1.334031 2.138451 2.699913 2.934886 3.118321 3.329451
0.194034 1.311163 2.092600 2.722618 3.014546 3.190736 3.424408
0.208057 1.302709 2.059334 2.704903 3.046438 3.234966 3.457143
0.223092 1.305825 2.034663 2.683834 3.069064 3.267283 3.518436
0.239215 1.311930 2.021606 2.663773 3.072780 3.327488 3.587558
0.256502 1.322212 2.011892 2.653464 3.066974 3.337982 3.645492
0.275039 1.322791 2.010467 2.662393 3.094697 3.355490 3.663782
0.294915 1.314732 2.017058 2.680551 3.145437 3.412026 3.692209
0.316228 1.274307 2.034546 2.717317 3.197460 3.475121 3.750586
0.339081 1.217002 2.012261 2.723230 3.254325 3.516400 3.774348
0.363585 1.127494 1.944319 2.730295 3.288139 3.566682 3.831244
0.389860 0.983299 1.821382 2.738650 3.340081 3.671401 3.969182
0.418034 0.810968 1.632775 2.655353 3.365012 3.756935 4.115910
0.448245 0.620507 1.376251 2.422678 3.260340 3.808196 4.267672
0.480638 0.490519 1.104573 2.054795 2.938607 3.647277 4.286491
0.515372 0.404407 0.870231 1.670427 2.540398 3.324729 4.070252
0.552617 0.333375 0.673432 1.272444 2.086451 2.919993 3.741239
0.592553 0.280632 0.551080 0.971972 1.616430 2.396308 3.237887
0.635375 0.228587 0.450283 0.771812 1.256049 1.884441 2.639318
0.681292 0.136993 0.291878 0.528057 0.911157 1.399597 2.021456
0.730527 0.051341 0.136134 0.270395 0.545065 0.927307 1.416686
0.783320 0.018340 0.049489 0.112672 0.278662 0.551906 0.921547
0.839929 0.007725 0.018597 0.041049 0.123450 0.298974 0.552896
0.900628 0.002965 0.007755 0.015848 0.051037 0.142929 0.282805
0.965714 0.000414 0.002367 0.005385 0.017630 0.056235 0.119658
