# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.070548 0.184831 0.037796 0.020434 0.012206 0.007852 0.005286 0.003622
0.075646 0.197798 0.043043 0.024203 0.014978 0.009957 0.006921 0.004892
0.081113 0.211621 0.048977 0.028578 0.018276 0.012521 0.008959 0.006516
0.086975 0.226333 0.055672 0.033624 0.022159 0.015597 0.011452 0.008540
0.093260 0.242004 0.063225 0.039441 0.026722 0.019270 0.014478 0.011038
0.100000 0.258660 0.071721 0.046112 0.032048 0.023618 0.018107 0.014072
0.107227 0.276353 0.081279 0.053747 0.038232 0.028720 0.022409 0.017705
0.114976 0.295131 0.092016 0.062472 0.045401 0.034691 0.027486 0.022024
0.123285 0.315035 0.104045 0.072406 0.053677 0.041646 0.033446 0.027129
0.132194 0.336098 0.117509 0.083699 0.063220 0.049735 0.040426 0.033140
0.141747 0.358366 0.132558 0.096518 0.074204 0.059129 0.048594 0.040216
0.151991 0.381867 0.149339 0.111024 0.086808 0.070013 0.058133 0.048532
0.162975 0.406620 0.168018 0.127399 0.101233 0.082604 0.069265 0.058306
0.174753 0.432646 0.188757 0.145816 0.117682 0.097139 0.082249 0.069813
0.187382 0.459933 0.211719 0.166442 0.136333 0.113852 0.097348 0.083343
0.200923 0.488456 0.237069 0.189445 0.157361 0.132990 0.114861 0.099243
0.215444 0.518162 0.264952 0.214949 0.180867 0.154719 0.135006 0.117807
0.231013 0.548982 0.295524 0.243092 0.206951 0.179181 0.157975 0.139293
0.247708 0.580800 0.328927 0.274013 0.235702 0.206450 0.183842 0.163821
0.265609 0.613485 0.365307 0.307833 0.267182 0.236521 0.212567 0.191337
0.284804 0.646840 0.404793 0.344730 0.301541 0.269390 0.244024 0.221627
0.305386 0.680688 0.447528 0.384942 0.339037 0.305168 0.278189 0.254512
0.327455 0.714820 0.493611 0.428780 0.380051 0.344127 0.315196 0.289957
0.351119 0.749013 0.543012 0.476533 0.425063 0.386776 0.355519 0.328335
0.376494 0.783006 0.595510 0.528423 0.474653 0.433868 0.399961 0.370456
0.403702 0.816463 0.650538 0.584405 0.529393 0.486367 0.449712 0.417682
0.432876 0.848960 0.707111 0.643973 0.589472 0.545052 0.506044 0.471685
0.464159 0.879897 0.763690 0.705884 0.654121 0.609827 0.569688 0.533868
0.497702 0.908511 0.818198 0.768067 0.721442 0.679475 0.640312 0.604726
0.533670 0.933919 0.868046 0.827293 0.788028 0.751073 0.715602 0.682593
0.572237 0.955302 0.910627 0.879798 0.849408 0.819855 0.790800 0.762934
0.613591 0.972246 0.944504 0.923110 0.901867 0.880800 0.859847 0.839139
0.657933 0.984768 0.969548 0.956468 0.943467 0.930464 0.917507 0.904469
0.705480 0.993153 0.986316 0.979882 0.973479 0.967064 0.960675 0.954209
0.756463 0.997822 0.995647 0.993496 0.991351 0.989204 0.987063 0.984893
0.811131 0.999616 0.999232 0.998848 0.998465 0.998081 0.997698 0.997310
0.869749 0.999974 0.999947 0.999921 0.999895 0.999868 0.999842 0.999815
0.932603 1.000000 0.999999 0.999999 0.999998 0.999998 0.999997 0.999997
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
