# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.038986 1.969880 2.883423 3.772172 4.721827 5.774834 6.790331
0.041803 1.966549 2.863298 3.744022 4.629487 5.629371 6.901123
0.044824 1.960799 2.847280 3.741722 4.640806 5.488891 6.391564
0.048064 1.956519 2.828036 3.696950 4.603876 5.533517 6.484817
0.051537 1.951514 2.806340 3.654349 4.540157 5.422777 6.406390
0.055262 1.943951 2.784127 3.601669 4.482601 5.387998 6.252944
0.059255 1.937624 2.758307 3.540003 4.395905 5.291570 6.225607
0.063538 1.929453 2.726293 3.488715 4.299846 5.163595 6.051510
0.068129 1.920671 2.698430 3.427761 4.199145 5.042052 5.937673
0.073053 1.912355 2.666526 3.366487 4.129464 4.899355 5.762492
0.078332 1.904101 2.629975 3.298905 4.025871 4.794190 5.579513
0.083993 1.893652 2.594619 3.224785 3.923704 4.684346 5.474525
0.090063 1.882200 2.558445 3.141522 3.791629 4.518711 5.288117
0.096571 1.871014 2.517593 3.062804 3.670217 4.337320 5.066807
0.103550 1.858379 2.480517 2.977498 3.540133 4.174024 4.858433
0.111034 1.846899 2.443153 2.892623 3.403152 3.996984 4.630687
0.119058 1.833339 2.409589 2.813661 3.271459 3.806071 4.406016
0.127662 1.820067 2.378302 2.740567 3.131743 3.607454 4.150043
0.136887 1.804476 2.345466 2.670103 3.012588 3.424861 3.902767
0.146780 1.790133 2.319871 2.610806 2.892997 3.250399 3.670169
0.157387 1.776008 2.294512 2.555181 2.788701 3.087367 3.446195
0.168761 1.761029 2.274567 2.515136 2.694930 2.941864 3.245629
0.180957 1.745359 2.257294 2.487482 2.616390 2.808008 3.057476
0.194034 1.732166 2.243755 2.470402 2.554724 2.703017 2.899886
0.208057 1.718636 2.236235 2.475145 2.506928 2.613773 2.775162
0.223092 1.705579 2.228705 2.492874 2.477136 2.543367 2.666198
0.239215 1.692603 2.220376 2.527510 2.458494 2.487149 2.585620
0.256502 1.679293 2.207550 2.576087 2.460061 2.445900 2.518189
0.275039 1.665467 2.187249 2.624220 2.473759 2.414571 2.468633
0.294915 1.647613 2.153184 2.660660 2.504192 2.393901 2.428195
0.316228 1.622553 2.104373 2.660876 2.540551 2.386666 2.401480
0.339081 1.582865 2.041037 2.611469 2.574532 2.388929 2.384955
0.363585 1.522212 1.967673 2.509500 2.594417 2.406509 2.380104
0.389860 1.434391 1.889640 2.375323 2.597328 2.437767 2.386045
0.418034 1.318986 1.799858 2.235102 2.588781 2.492080 2.404514
0.448245 1.179763 1.686151 2.108840 2.579205 2.582012 2.439795
0.480638 1.029674 1.538908 1.991058 2.567857 2.720489 2.502301
0.515372 0.886900 1.362315 1.861517 2.540042 2.896602 2.603064
0.552617 0.764961 1.172216 1.701957 2.458863 3.039056 2.749320
0.592553 0.662352 0.992918 1.509598 2.285175 3.033958 2.908628
0.635375 0.570675 0.843394 1.290547 1.986224 2.798121 3.018519
0.681292 0.475773 0.722762 1.074557 1.595568 2.376911 3.033667
0.730527 0.359149 0.615923 0.898633 1.246087 1.908230 2.876162
0.783320 0.206158 0.505692 0.766185 1.010803 1.486029 2.412754
0.839929 0.063881 0.386312 0.654432 0.844770 1.156064 1.804998
0.900628 0.006779 0.276774 0.552461 0.711785 0.930055 1.344917
0.965714 0.000136 0.181244 0.440970 0.594399 0.768531 1.035534
