# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.075646 1.410992 1.418257 0.972306 0.928543 0.809064 0.805275 0.784224
0.081113 1.343705 1.351834 0.912183 0.869434 0.750874 0.746925 0.725881
0.086975 1.276695 1.285708 0.853368 0.811842 0.694303 0.690108 0.669578
0.093260 1.210131 1.220149 0.795821 0.755622 0.639236 0.634796 0.613962
0.100000 1.144034 1.155134 0.739882 0.701110 0.585929 0.581554 0.560579
0.107227 1.078410 1.090663 0.685655 0.648431 0.534871 0.530424 0.509773
0.114976 1.013379 1.026900 0.633385 0.597946 0.486193 0.481729 0.460946
0.123285 0.949055 0.963916 0.583179 0.549586 0.440060 0.435580 0.414813
0.132194 0.885493 0.901687 0.535130 0.503515 0.396442 0.391942 0.371197
0.141747 0.822739 0.840341 0.489459 0.459855 0.355528 0.351042 0.330431
0.151991 0.760956 0.779910 0.446261 0.418864 0.317671 0.313127 0.292611
0.162975 0.700237 0.720442 0.405585 0.380508 0.282778 0.278200 0.257807
0.174753 0.640647 0.661955 0.367504 0.344848 0.250942 0.246335 0.226140
0.187382 0.582498 0.604667 0.332070 0.311851 0.222248 0.217681 0.197764
0.200923 0.525740 0.548460 0.299117 0.281417 0.196475 0.191982 0.172466
0.215444 0.470697 0.493589 0.268606 0.253439 0.173607 0.169235 0.150285
0.231013 0.417456 0.440037 0.240311 0.227706 0.153446 0.149260 0.131034
0.247708 0.366288 0.388034 0.214005 0.203900 0.135663 0.131770 0.114478
0.265609 0.317391 0.337725 0.189400 0.181731 0.119981 0.116452 0.100295
0.284804 0.271032 0.289417 0.166243 0.160854 0.106039 0.102984 0.088181
0.305386 0.227454 0.243410 0.144237 0.140868 0.093400 0.090901 0.077666
0.327455 0.186992 0.200186 0.123209 0.121525 0.081647 0.079774 0.068296
0.351119 0.149964 0.160280 0.103102 0.102680 0.070440 0.069215 0.059605
0.376494 0.116709 0.124245 0.083983 0.084373 0.059510 0.058880 0.051189
0.403702 0.087572 0.092664 0.066099 0.066871 0.048786 0.048643 0.042832
0.432876 0.062822 0.065962 0.049813 0.050627 0.038393 0.038564 0.034473
0.464159 0.042640 0.044386 0.035541 0.036190 0.028624 0.028928 0.026307
0.497702 0.027033 0.027901 0.023670 0.024087 0.019912 0.020201 0.018719
0.533670 0.015752 0.016134 0.014451 0.014671 0.012675 0.012878 0.012175
0.572237 0.008272 0.008421 0.007904 0.007998 0.007203 0.007314 0.007056
0.613591 0.003822 0.003873 0.003767 0.003799 0.003547 0.003596 0.003532
0.657933 0.001502 0.001518 0.001510 0.001519 0.001459 0.001476 0.001470
0.705480 0.000480 0.000484 0.000487 0.000489 0.000479 0.000484 0.000485
0.756463 0.000118 0.000119 0.000120 0.000120 0.000119 0.000120 0.000121
0.811131 0.000020 0.000020 0.000020 0.000020 0.000020 0.000020 0.000021
0.869749 0.000002 0.000002 0.000002 0.000002 0.000002 0.000002 0.000002
0.932603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
