# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.010017 3.499203 3.368465 2.499403 2.101296 1.470197 1.163889 1.214366
0.010719 3.432055 3.302768 2.432688 2.050991 1.440251 1.097567 1.140218
0.011471 3.364931 3.237537 2.369055 2.001232 1.419192 1.079831 1.120067
0.012275 3.298001 3.172598 2.306498 1.949843 1.396602 1.075405 1.129608
0.013136 3.230772 3.107390 2.242535 1.903837 1.373884 1.068225 1.151010
0.014057 3.163807 3.042903 2.179697 1.858259 1.350604 1.034277 1.158623
0.015043 3.096663 2.978300 2.116528 1.806378 1.325460 1.013805 1.180489
0.016097 3.029553 2.913324 2.051852 1.747083 1.296132 1.013343 1.190453
0.017226 2.962108 2.848093 1.987110 1.687101 1.262117 1.022934 1.219714
0.018434 2.895192 2.783587 1.924865 1.631070 1.225693 1.021840 1.254431
0.019727 2.827854 2.718248 1.862282 1.575120 1.193457 1.022805 1.266145
0.021110 2.760579 2.653463 1.801003 1.519432 1.158730 1.008314 1.255232
0.022590 2.693020 2.588061 1.738139 1.465968 1.117521 0.980665 1.239806
0.024174 2.626002 2.523738 1.676607 1.412924 1.078032 0.944603 1.215194
0.025870 2.558868 2.459125 1.614679 1.359494 1.034486 0.903598 1.181135
0.027684 2.491564 2.394390 1.552999 1.303016 0.980865 0.856867 1.130258
0.029625 2.424880 2.330640 1.493828 1.250341 0.934724 0.816703 1.082813
0.031702 2.358239 2.267609 1.436515 1.197632 0.890124 0.780524 1.025888
0.033925 2.291712 2.205546 1.381603 1.149241 0.848702 0.749364 0.969670
0.036304 2.225290 2.143620 1.328036 1.103285 0.810415 0.718801 0.909147
0.038850 2.159037 2.082406 1.275527 1.058343 0.774073 0.684642 0.835226
0.041574 2.092899 2.021438 1.225302 1.015723 0.741929 0.653001 0.773067
0.044489 2.027052 1.960609 1.175942 0.974799 0.711342 0.622316 0.716718
0.047609 1.961077 1.899242 1.126916 0.934904 0.681826 0.592448 0.667491
0.050947 1.895023 1.837375 1.077553 0.893412 0.647623 0.558139 0.610233
0.054520 1.829267 1.775890 1.029775 0.854543 0.616307 0.528968 0.568167
0.058343 1.763608 1.714770 0.983357 0.817296 0.588942 0.502459 0.531508
0.062434 1.698123 1.653962 0.938759 0.781388 0.565996 0.479093 0.500049
0.066812 1.633079 1.593677 0.896144 0.748011 0.547134 0.459487 0.474228
0.071497 1.568334 1.533499 0.854369 0.715495 0.529881 0.441754 0.452849
0.076510 1.503713 1.473168 0.813208 0.682849 0.512420 0.424484 0.432397
0.081875 1.439132 1.412930 0.773001 0.651143 0.494257 0.406379 0.410969
0.087616 1.374742 1.352852 0.734110 0.620357 0.477991 0.390821 0.394400
0.093760 1.310821 1.293031 0.696656 0.591210 0.463909 0.377614 0.380486
0.100334 1.247368 1.233291 0.660004 0.563064 0.449708 0.364806 0.366878
0.107370 1.183968 1.173324 0.623242 0.534997 0.434759 0.352160 0.352941
0.114899 1.120967 1.113570 0.587354 0.507223 0.419514 0.338866 0.337291
0.122956 1.058658 1.054176 0.551860 0.480146 0.403437 0.325940 0.321082
0.131578 0.996774 0.994923 0.515985 0.452480 0.385889 0.312729 0.303861
0.140804 0.935472 0.936210 0.480977 0.425239 0.368337 0.301654 0.289584
0.150678 0.874735 0.878132 0.447143 0.399211 0.350875 0.292500 0.277117
0.161243 0.814895 0.821013 0.414191 0.373773 0.332768 0.284247 0.265535
0.172550 0.755814 0.764563 0.382155 0.349457 0.314472 0.277221 0.255412
0.184649 0.697847 0.708994 0.351214 0.325897 0.295863 0.270512 0.246001
0.197597 0.641006 0.653991 0.321271 0.303114 0.277108 0.262449 0.235827
0.211453 0.585710 0.600026 0.292575 0.280986 0.258830 0.252068 0.223971
0.226281 0.532431 0.547624 0.266297 0.259215 0.241042 0.239187 0.209924
0.242148 0.481122 0.496682 0.242493 0.238823 0.224454 0.225664 0.194722
0.259128 0.431402 0.446579 0.220542 0.219556 0.208812 0.211937 0.179357
0.277298 0.383423 0.397544 0.199993 0.200795 0.193557 0.197889 0.164432
0.296743 0.337222 0.349677 0.180602 0.182262 0.178113 0.183241 0.150422
0.317551 0.293024 0.303474 0.162145 0.163800 0.162284 0.167905 0.137838
0.339818 0.251230 0.259520 0.144248 0.145173 0.146054 0.151830 0.126486
0.363646 0.211931 0.217994 0.126783 0.126630 0.129442 0.135014 0.115832
0.389146 0.175270 0.179318 0.109694 0.108424 0.112332 0.117264 0.104994
0.416433 0.141388 0.143805 0.092956 0.090797 0.094826 0.098708 0.092949
0.445634 0.110792 0.112144 0.076787 0.074195 0.077626 0.080249 0.079216
0.476883 0.083805 0.084648 0.061470 0.059044 0.061490 0.062895 0.064194
0.510322 0.060771 0.061437 0.047208 0.045540 0.046923 0.047501 0.049312
0.546107 0.041520 0.042071 0.034162 0.033550 0.034066 0.034221 0.035634
0.584401 0.026048 0.026399 0.022659 0.022850 0.022827 0.022881 0.023698
0.625380 0.014522 0.014691 0.013314 0.013562 0.013394 0.013469 0.013814
0.669232 0.006898 0.007001 0.006654 0.006745 0.006624 0.006660 0.006787
0.716160 0.002398 0.002449 0.002421 0.002449 0.002440 0.002445 0.002491
0.766378 0.000396 0.000405 0.000406 0.000411 0.000418 0.000418 0.000434
0.820118 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
