# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.018557 2.592919 2.301867 0.485839 0.324510 0.268133 0.258178 0.256939
0.019861 2.525903 2.246110 0.482025 0.322654 0.267321 0.256845 0.255419
0.021257 2.458941 2.190289 0.478141 0.321054 0.266555 0.255281 0.253698
0.022751 2.392034 2.134071 0.474274 0.319953 0.266226 0.254282 0.252671
0.024350 2.325220 2.077640 0.470253 0.318868 0.265889 0.253976 0.252456
0.026062 2.258422 2.020275 0.465697 0.317706 0.265653 0.253709 0.252387
0.027893 2.191659 1.962423 0.460883 0.316741 0.265620 0.254069 0.253118
0.029854 2.124999 1.904549 0.455737 0.315396 0.265444 0.254557 0.254074
0.031952 2.058373 1.846027 0.450504 0.314331 0.265285 0.255042 0.254874
0.034198 1.991838 1.787298 0.444649 0.313103 0.264768 0.255394 0.255686
0.036602 1.925379 1.728636 0.438438 0.311697 0.264221 0.255514 0.255862
0.039174 1.859037 1.670211 0.432067 0.310206 0.263233 0.255203 0.255537
0.041928 1.792823 1.611903 0.425025 0.308199 0.262112 0.255017 0.255289
0.044875 1.726815 1.554547 0.417795 0.305640 0.260521 0.254518 0.254482
0.048029 1.660964 1.497676 0.410356 0.303001 0.258959 0.253694 0.253292
0.051405 1.595367 1.441226 0.402906 0.300754 0.257642 0.252497 0.251468
0.055018 1.530026 1.385093 0.395497 0.298636 0.256140 0.250939 0.249586
0.058885 1.465001 1.329391 0.388209 0.296564 0.254261 0.249278 0.247948
0.063023 1.400236 1.273734 0.380691 0.294067 0.251861 0.247645 0.247159
0.067453 1.335839 1.218573 0.372574 0.290749 0.248953 0.245896 0.247100
0.072194 1.271880 1.164092 0.364179 0.286842 0.245637 0.244184 0.247577
0.077268 1.208336 1.110120 0.355178 0.282350 0.242209 0.242151 0.247633
0.082699 1.145285 1.056889 0.345670 0.277523 0.238507 0.239131 0.246227
0.088512 1.082667 1.004120 0.335404 0.272393 0.234402 0.235220 0.243086
0.094733 1.020620 0.952269 0.324337 0.266716 0.229793 0.230059 0.237355
0.101392 0.959203 0.901099 0.312599 0.260369 0.224459 0.223891 0.229868
0.108518 0.898410 0.850153 0.300098 0.253478 0.218475 0.216820 0.221411
0.116146 0.838399 0.799553 0.286836 0.245898 0.211552 0.208808 0.212641
0.124309 0.779241 0.748987 0.272838 0.238241 0.203585 0.200407 0.204278
0.133046 0.720973 0.698253 0.258246 0.230557 0.194136 0.191796 0.196152
0.142398 0.663761 0.647480 0.243807 0.222877 0.184383 0.183498 0.187663
0.152406 0.607644 0.596786 0.230573 0.215038 0.174822 0.175061 0.177887
0.163118 0.552699 0.546366 0.218788 0.207428 0.165851 0.166884 0.167467
0.174583 0.499071 0.496091 0.207935 0.200461 0.157414 0.158878 0.157222
0.186854 0.447218 0.446654 0.197709 0.193817 0.149611 0.150623 0.147572
0.199988 0.397422 0.398242 0.188102 0.186587 0.142663 0.142564 0.138671
0.214044 0.349468 0.350749 0.178651 0.178832 0.136352 0.134795 0.130213
0.229088 0.303545 0.304774 0.168624 0.170569 0.130140 0.127149 0.122442
0.245190 0.259691 0.260558 0.157704 0.161430 0.123628 0.120058 0.115378
0.262424 0.218382 0.218803 0.145857 0.151238 0.116529 0.113222 0.108831
0.280869 0.180407 0.180421 0.131759 0.137855 0.108184 0.105987 0.102502
0.300610 0.146067 0.145683 0.115473 0.121168 0.098507 0.097896 0.095821
0.321739 0.115466 0.114793 0.098093 0.102733 0.087099 0.087738 0.087716
0.344353 0.088785 0.088009 0.080774 0.084240 0.074445 0.075807 0.077477
0.368556 0.066483 0.065798 0.064162 0.066400 0.061338 0.063208 0.064942
0.394460 0.048723 0.048382 0.048433 0.049729 0.047654 0.049336 0.049978
0.422186 0.035582 0.035713 0.035566 0.036147 0.035735 0.036861 0.036923
0.451860 0.026591 0.026811 0.026624 0.026725 0.027050 0.027718 0.027634
0.483619 0.020202 0.020368 0.020195 0.020076 0.020478 0.020868 0.020760
0.517611 0.014987 0.015106 0.014988 0.014771 0.014990 0.015200 0.015126
0.553992 0.010697 0.010784 0.010734 0.010491 0.010602 0.010706 0.010689
0.592930 0.007158 0.007202 0.007182 0.006961 0.007010 0.007055 0.007072
0.634605 0.004264 0.004278 0.004262 0.004092 0.004109 0.004125 0.004147
0.679209 0.002138 0.002141 0.002122 0.002014 0.002018 0.002022 0.002034
0.726949 0.000808 0.000809 0.000796 0.000740 0.000741 0.000741 0.000745
0.778043 0.000172 0.000172 0.000167 0.000151 0.000151 0.000151 0.000151
0.832729 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
