# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.149540 0.705438 0.708816 0.205352 0.144209 0.054109 0.052359 0.052158
0.159725 0.650841 0.660327 0.188962 0.134397 0.050681 0.048820 0.048674
0.170604 0.597258 0.612309 0.173840 0.124787 0.047550 0.045602 0.045512
0.182223 0.544776 0.564823 0.160058 0.115690 0.044696 0.042662 0.042631
0.194634 0.493438 0.517707 0.147554 0.107257 0.042050 0.039956 0.039939
0.207890 0.443420 0.471025 0.136184 0.099675 0.039639 0.037444 0.037452
0.222049 0.394769 0.424637 0.125699 0.092910 0.037403 0.035127 0.035179
0.237173 0.347647 0.378439 0.115913 0.087042 0.035514 0.033236 0.033344
0.253326 0.302266 0.332489 0.106372 0.081728 0.034055 0.031774 0.031930
0.270580 0.258733 0.286876 0.096669 0.076432 0.032864 0.030632 0.030880
0.289008 0.217385 0.242106 0.086557 0.070690 0.031735 0.029580 0.029920
0.308692 0.178422 0.198748 0.075966 0.064134 0.030284 0.028285 0.028684
0.329717 0.142182 0.157518 0.064778 0.056530 0.028249 0.026507 0.026933
0.352173 0.108935 0.119308 0.053166 0.048018 0.025334 0.023945 0.024364
0.376159 0.079289 0.085383 0.041514 0.038907 0.021536 0.020600 0.020952
0.401778 0.054083 0.057078 0.030660 0.029740 0.017090 0.016674 0.016935
0.429143 0.033850 0.035030 0.021162 0.021012 0.012529 0.012473 0.012641
0.458371 0.018603 0.018958 0.013351 0.013388 0.008223 0.008270 0.008367
0.489590 0.008511 0.008584 0.007172 0.007200 0.004572 0.004600 0.004640
0.522935 0.003153 0.003163 0.002984 0.002992 0.002056 0.002062 0.002075
0.558551 0.000848 0.000849 0.000844 0.000845 0.000646 0.000647 0.000650
0.596593 0.000148 0.000148 0.000148 0.000148 0.000126 0.000126 0.000126
0.637225 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013
0.680626 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
