# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.021544 0.062842 0.005021 0.000600 0.000086 0.000014 0.000003 0.000001
0.023101 0.067364 0.005764 0.000737 0.000112 0.000020 0.000004 0.000001
0.024771 0.072213 0.006618 0.000904 0.000147 0.000027 0.000006 0.000001
0.026561 0.077405 0.007596 0.001108 0.000192 0.000039 0.000008 0.000002
0.028480 0.082969 0.008715 0.001358 0.000251 0.000054 0.000013 0.000003
0.030539 0.088927 0.009998 0.001662 0.000328 0.000075 0.000019 0.000005
0.032745 0.095307 0.011469 0.002033 0.000426 0.000103 0.000028 0.000007
0.035112 0.102138 0.013150 0.002482 0.000553 0.000143 0.000040 0.000012
0.037649 0.109450 0.015069 0.003027 0.000717 0.000196 0.000059 0.000018
0.040370 0.117274 0.017261 0.003687 0.000925 0.000268 0.000085 0.000028
0.043288 0.125649 0.019765 0.004485 0.001191 0.000365 0.000122 0.000042
0.046416 0.134597 0.022617 0.005445 0.001529 0.000496 0.000176 0.000063
0.049770 0.144166 0.025863 0.006596 0.001956 0.000667 0.000249 0.000094
0.053367 0.154391 0.029557 0.007978 0.002492 0.000895 0.000351 0.000140
0.057224 0.165314 0.033750 0.009624 0.003160 0.001191 0.000491 0.000206
0.061359 0.176970 0.038508 0.011586 0.003993 0.001578 0.000682 0.000299
0.065793 0.189400 0.043889 0.013908 0.005019 0.002075 0.000938 0.000429
0.070548 0.202647 0.049972 0.016654 0.006281 0.002708 0.001276 0.000608
0.075646 0.216764 0.056838 0.019890 0.007824 0.003510 0.001721 0.000852
0.081113 0.231777 0.064567 0.023688 0.009700 0.004518 0.002299 0.001179
0.086975 0.247738 0.073254 0.028135 0.011972 0.005777 0.003047 0.001615
0.093260 0.264671 0.082972 0.033309 0.014705 0.007335 0.003999 0.002188
0.100000 0.282631 0.093844 0.039322 0.017980 0.009249 0.005203 0.002932
0.107227 0.301633 0.105948 0.046272 0.021884 0.011587 0.006712 0.003887
0.114976 0.321708 0.119401 0.054296 0.026533 0.014437 0.008601 0.005117
0.123285 0.342869 0.134298 0.063519 0.032045 0.017891 0.010944 0.006680
0.132194 0.365146 0.150751 0.074094 0.038569 0.022065 0.013841 0.008661
0.141747 0.388540 0.168850 0.086174 0.046268 0.027094 0.017406 0.011153
0.151991 0.413040 0.188691 0.099921 0.055324 0.033136 0.021773 0.014274
0.162975 0.438642 0.210371 0.115540 0.065976 0.040396 0.027120 0.018179
0.174753 0.465310 0.233967 0.133196 0.078454 0.049102 0.033654 0.023051
0.187382 0.493017 0.259565 0.153095 0.093031 0.059525 0.041620 0.029110
0.200923 0.521714 0.287249 0.175424 0.110002 0.071999 0.051326 0.036643
0.215444 0.551354 0.317125 0.200400 0.129689 0.086909 0.063156 0.046005
0.231013 0.581873 0.349303 0.228246 0.152428 0.104704 0.077563 0.057643
0.247708 0.613222 0.383928 0.259242 0.178607 0.125898 0.095093 0.072095
0.265609 0.645329 0.421139 0.293656 0.208595 0.151005 0.116310 0.089943
0.284804 0.678087 0.461098 0.331856 0.242866 0.180636 0.141903 0.111893
0.305386 0.711412 0.504022 0.374344 0.282071 0.215570 0.172714 0.138819
0.327455 0.745137 0.550076 0.421710 0.327080 0.256821 0.209830 0.171841
0.351119 0.779058 0.599389 0.474651 0.379064 0.305804 0.254786 0.212572
0.376494 0.812813 0.651793 0.533617 0.439153 0.364139 0.309482 0.263145
0.403702 0.845920 0.706714 0.598571 0.508182 0.433513 0.376237 0.326423
0.432876 0.877715 0.762874 0.668367 0.585807 0.514647 0.456837 0.405193
0.464159 0.907320 0.817943 0.740065 0.669308 0.605599 0.550674 0.500259
0.497702 0.933757 0.868837 0.809202 0.753399 0.700921 0.653161 0.608218
0.533670 0.956060 0.912560 0.870889 0.831218 0.792333 0.755406 0.719941
0.572237 0.973540 0.947158 0.921167 0.896286 0.870969 0.846225 0.822089
0.613591 0.985951 0.971882 0.957812 0.944387 0.930274 0.916228 0.902372
0.657933 0.993684 0.987351 0.980983 0.974959 0.968438 0.961872 0.955348
0.705480 0.997737 0.995468 0.993185 0.991048 0.988665 0.986247 0.983833
0.756463 0.999411 0.998821 0.998228 0.997679 0.997046 0.996400 0.995755
0.811131 0.999901 0.999803 0.999704 0.999613 0.999504 0.999392 0.999280
0.869749 0.999992 0.999983 0.999975 0.999967 0.999958 0.999948 0.999938
0.932603 1.000000 1.000000 0.999999 0.999999 0.999999 0.999999 0.999998
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
