# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.200923 0.599569 1.199785 1.802420 2.404615 3.005829 3.606977 4.208228
0.215444 0.553622 1.107853 1.664492 2.220708 2.775830 3.331053 3.886246
0.231013 0.503757 1.008197 1.514667 2.020720 2.525763 3.030652 3.535561
0.247708 0.452308 0.905275 1.360107 1.814481 2.267871 2.721171 3.174188
0.265609 0.397886 0.796424 1.196564 1.596472 1.995538 2.394437 2.793153
0.284804 0.343595 0.687836 1.033386 1.378736 1.723384 2.067899 2.412209
0.305386 0.289264 0.579128 0.870030 1.160857 1.451145 1.741300 2.031232
0.327455 0.236233 0.473024 0.710552 0.948057 1.185156 1.422197 1.659110
0.351119 0.186859 0.374213 0.562046 0.749931 0.937534 1.125074 1.312508
0.376494 0.141973 0.284334 0.427044 0.569848 0.712437 0.855065 0.997666
0.403702 0.102762 0.205841 0.309158 0.412588 0.515909 0.619268 0.722660
0.432876 0.070825 0.141863 0.213061 0.284363 0.355609 0.426895 0.498201
0.464159 0.045688 0.091513 0.137446 0.183476 0.229498 0.275549 0.321638
0.497702 0.027548 0.055187 0.082892 0.110664 0.138454 0.166253 0.194084
0.533670 0.015268 0.030591 0.045956 0.061371 0.076820 0.092272 0.107757
0.572237 0.007717 0.015464 0.023231 0.031029 0.038860 0.046690 0.054544
0.613591 0.003509 0.007039 0.010578 0.014131 0.017707 0.021281 0.024867
0.657933 0.001390 0.002788 0.004191 0.005601 0.007024 0.008447 0.009876
0.705480 0.000479 0.000962 0.001445 0.001931 0.002423 0.002914 0.003407
0.756463 0.000134 0.000270 0.000407 0.000544 0.000684 0.000823 0.000963
0.811131 0.000032 0.000065 0.000098 0.000131 0.000165 0.000198 0.000232
0.869749 0.000005 0.000011 0.000016 0.000021 0.000027 0.000032 0.000037
0.932603 0.000001 0.000001 0.000002 0.000003 0.000004 0.000005 0.000005
