# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.048064 1.975743 2.948201 3.935604 4.877203 5.968005 7.130234
0.051537 1.972405 2.936819 3.920940 4.870301 5.849310 7.007934
0.055262 1.966951 2.928004 3.892711 4.881648 5.839668 6.995822
0.059255 1.963927 2.921236 3.892056 4.856988 5.919207 6.907401
0.063538 1.956305 2.909683 3.866423 4.848962 5.826137 6.645063
0.068129 1.951780 2.895342 3.844131 4.795858 5.764616 6.866586
0.073053 1.944828 2.878350 3.828819 4.766702 5.752548 6.732617
0.078332 1.936683 2.865082 3.804613 4.761245 5.684654 6.668791
0.083993 1.926392 2.843598 3.778078 4.707312 5.656090 6.657829
0.090063 1.917720 2.820890 3.742831 4.676792 5.623932 6.588775
0.096571 1.906055 2.794245 3.706959 4.636049 5.592734 6.481758
0.103550 1.893077 2.768093 3.666887 4.580310 5.528922 6.506558
0.111034 1.877766 2.734143 3.618484 4.523724 5.449377 6.397249
0.119058 1.861859 2.695618 3.560344 4.458291 5.375413 6.316973
0.127662 1.842732 2.657252 3.502743 4.376053 5.277314 6.205544
0.136887 1.823657 2.612357 3.439981 4.291743 5.177152 6.090143
0.146780 1.800926 2.561765 3.364086 4.197947 5.072029 5.964748
0.157387 1.776120 2.508370 3.282913 4.090450 4.938551 5.829979
0.168761 1.748960 2.448742 3.195173 3.974816 4.799553 5.650913
0.180957 1.718875 2.383808 3.096591 3.847860 4.645898 5.486456
0.194034 1.686739 2.313557 2.992363 3.706572 4.477042 5.290592
0.208057 1.651819 2.240130 2.879152 3.555796 4.291228 5.074848
0.223092 1.613688 2.162806 2.760466 3.395552 4.092083 4.843736
0.239215 1.572305 2.081499 2.636747 3.226550 3.883394 4.597238
0.256502 1.526770 1.998343 2.510554 3.051051 3.658935 4.330955
0.275039 1.476180 1.913407 2.383631 2.872967 3.430302 4.053713
0.294915 1.419819 1.827079 2.256487 2.694077 3.196180 3.768431
0.316228 1.356088 1.740585 2.132356 2.517748 2.964226 3.480161
0.339081 1.282929 1.652988 2.014910 2.348654 2.739347 3.194142
0.363585 1.197240 1.563203 1.905081 2.191122 2.524685 2.920444
0.389860 1.097501 1.469366 1.802560 2.048491 2.329939 2.664161
0.418034 0.981058 1.367943 1.706044 1.920268 2.156571 2.432759
0.448245 0.848055 1.256346 1.611184 1.805465 2.007441 2.231703
0.480638 0.700281 1.129921 1.511600 1.700224 1.879720 2.061465
0.515372 0.544450 0.988702 1.400574 1.597580 1.770744 1.921333
0.552617 0.391103 0.832103 1.269397 1.489120 1.672420 1.805880
0.592553 0.253584 0.666140 1.112147 1.364363 1.572484 1.706076
0.635375 0.144442 0.499503 0.927030 1.216170 1.460059 1.607132
0.681292 0.069926 0.344085 0.720147 1.040270 1.321865 1.495110
0.730527 0.027567 0.212300 0.507094 0.839146 1.151425 1.356905
0.783320 0.008362 0.113208 0.311534 0.623970 0.945849 1.183126
0.839929 0.001826 0.049438 0.158561 0.414410 0.713054 0.973060
0.900628 0.000264 0.016434 0.062346 0.235913 0.473596 0.735036
0.965714 0.000021 0.003746 0.017245 0.108536 0.261195 0.489372
