# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.007698 1.000816 1.940219 2.096982 2.072511 1.905950 1.922793 1.879032
0.008240 1.002068 1.956571 2.110218 2.055056 1.969511 1.880046 1.788471
0.008820 1.001993 1.947095 2.142035 2.113878 2.103318 2.138542 2.077350
0.009441 1.002771 1.944428 2.121617 2.080941 2.097130 2.139362 2.081178
0.010106 1.000987 1.928205 2.090090 2.057912 2.105048 2.116045 2.060939
0.010818 1.001132 1.927426 2.114804 2.086805 2.141557 2.189769 2.131112
0.011579 1.000320 1.918607 2.118442 2.134669 2.191934 2.257710 2.207376
0.012394 0.999175 1.914135 2.106736 2.068401 2.120171 2.138454 2.080464
0.013267 0.997537 1.912435 2.142461 2.099593 2.131119 2.116760 2.118119
0.014201 0.997480 1.899587 2.145924 2.085262 2.051382 2.024898 2.008706
0.015201 0.997713 1.887749 2.106731 2.087114 2.063144 2.047828 1.969051
0.016271 0.997554 1.889112 2.091172 2.061554 2.018386 1.989504 1.920975
0.017416 0.995771 1.887587 2.083446 2.049391 2.000516 2.019334 1.947669
0.018643 0.996108 1.881269 2.081025 2.084421 2.060903 2.047986 1.978361
0.019955 0.995837 1.886787 2.089285 2.077770 2.026838 1.992736 1.870365
0.021360 0.992719 1.873824 2.069386 2.083427 2.029723 2.005693 1.903699
0.022864 0.992399 1.869234 2.078954 2.126803 2.094173 2.077534 1.999545
0.024473 0.990346 1.849269 2.082776 2.125840 2.118161 2.095995 2.012331
0.026196 0.986605 1.833417 2.079775 2.105953 2.124842 2.097310 1.999181
0.028040 0.982140 1.813339 2.041477 2.110074 2.152720 2.101831 1.990888
0.030014 0.978090 1.797308 2.004796 2.082308 2.172066 2.111042 1.987787
0.032128 0.975303 1.786880 1.991939 2.088412 2.231810 2.200706 2.057127
0.034389 0.972691 1.779597 1.997947 2.121216 2.327492 2.300838 2.104031
0.036810 0.969926 1.768403 1.983786 2.096643 2.321900 2.338516 2.156893
0.039402 0.963817 1.748196 1.957260 2.024599 2.117443 2.079865 1.951888
0.042176 0.960712 1.735140 1.938527 1.989119 2.060039 2.067621 1.970024
0.045145 0.956012 1.721990 1.945723 2.000998 2.034065 2.055169 1.958557
0.048323 0.948459 1.705336 1.930508 1.995912 2.033957 2.056666 1.983111
0.051725 0.940582 1.692638 1.935913 2.048878 2.141840 2.220048 2.181198
0.055367 0.934425 1.681849 1.959514 2.147011 2.326889 2.523319 2.591741
0.059265 0.926401 1.675246 1.982970 2.169007 2.327071 2.513108 2.611189
0.063437 0.917385 1.681879 2.014405 2.194363 2.349770 2.512166 2.606246
0.067903 0.906126 1.677228 2.041893 2.219188 2.422832 2.576517 2.646972
0.072684 0.891094 1.671672 2.065287 2.242530 2.485940 2.680589 2.796695
0.077801 0.877349 1.661683 2.076201 2.269381 2.515495 2.734181 2.860030
0.083278 0.862055 1.641210 2.079229 2.302655 2.544943 2.767083 2.870210
0.089141 0.847487 1.618019 2.087888 2.338415 2.627806 2.912827 3.055315
0.095417 0.829876 1.584998 2.098736 2.345167 2.581033 2.825918 3.111316
0.102134 0.812566 1.554762 2.116986 2.390826 2.594214 2.813790 3.148147
0.109324 0.796599 1.521666 2.124233 2.448744 2.669584 2.871197 3.181550
0.117021 0.778455 1.478006 2.110557 2.494094 2.763953 2.962078 3.256864
0.125259 0.762387 1.438950 2.091445 2.539183 2.860276 3.085095 3.389347
0.134078 0.744515 1.391722 2.056897 2.577009 2.944169 3.188829 3.482495
0.143517 0.730205 1.356440 2.027849 2.593086 2.999678 3.274449 3.586715
0.153621 0.717594 1.325191 1.997030 2.596990 3.027248 3.318300 3.649961
0.164436 0.707671 1.304557 1.978614 2.600907 3.034185 3.323413 3.665544
0.176012 0.701350 1.296339 1.973421 2.608867 3.048500 3.340894 3.671533
0.188404 0.697482 1.298847 1.982986 2.646181 3.114914 3.417221 3.751253
0.201668 0.695456 1.312162 2.004464 2.701681 3.203990 3.510561 3.847118
0.215865 0.693643 1.329937 2.030651 2.756010 3.287124 3.603478 3.948371
0.231063 0.688274 1.340783 2.055659 2.801745 3.370845 3.732838 4.130305
0.247330 0.677204 1.336905 2.076860 2.850328 3.462281 3.891850 4.364957
0.264742 0.658184 1.306540 2.055742 2.855716 3.526384 4.039879 4.612931
0.283380 0.627618 1.250749 1.973017 2.759370 3.441715 4.008017 4.648898
0.303331 0.580026 1.168235 1.834515 2.561827 3.210446 3.786203 4.417131
0.324685 0.516517 1.053009 1.663147 2.332643 2.939642 3.498847 4.091349
0.347544 0.442912 0.908988 1.442184 2.027620 2.561641 3.055590 3.568258
0.372011 0.363645 0.741414 1.166709 1.625285 2.041329 2.426859 2.824788
0.398201 0.288741 0.583723 0.908716 1.253359 1.560211 1.841305 2.130954
0.426235 0.227532 0.457359 0.707449 0.970236 1.200588 1.407142 1.620068
0.456243 0.181430 0.364080 0.560909 0.767163 0.948045 1.105932 1.269778
0.488363 0.150937 0.305387 0.468319 0.637985 0.787866 0.917696 1.052148
0.522744 0.127781 0.259565 0.395789 0.536109 0.662834 0.775277 0.890984
0.559546 0.103039 0.210043 0.318534 0.429052 0.532521 0.629188 0.727697
0.598939 0.073085 0.148540 0.223925 0.299644 0.373547 0.446022 0.519243
0.641105 0.041720 0.084578 0.127012 0.168917 0.211524 0.254141 0.296919
0.686239 0.017053 0.034516 0.051781 0.068474 0.086089 0.103724 0.121357
0.734552 0.004270 0.008611 0.012930 0.016986 0.021465 0.025946 0.030429
0.786265 0.000452 0.000904 0.001356 0.001771 0.002267 0.002763 0.003258
