# r C0m=2 C0m=3 C0m=4 C0m=5 C0m=6 C0m=7 C0m=8 C0m=9 C0m=10 C1m=2 C1m=3 C1m=4 C1m=5 C1m=6 C1m=7 C1m=8 C1m=9 C1m=10 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7 C2m=8 C2m=9 C2m=10
0.003275 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000088 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.003511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000101 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.003765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000117 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.004037 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000134 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.004329 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000154 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.004642 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000177 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.004977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000204 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.005337 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000234 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.005722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000269 0.000005 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.006136 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000309 0.000006 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.006579 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000356 0.000008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.007055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000409 0.000010 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.007565 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000470 0.000012 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.008111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000540 0.000015 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.008697 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000621 0.000018 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.009326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000713 0.000022 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000820 0.000027 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000943 0.000034 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.011498 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001084 0.000041 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.012328 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001246 0.000051 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.013219 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001433 0.000063 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.014175 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001647 0.000077 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.015199 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001893 0.000095 0.000005 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.016298 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002176 0.000117 0.000007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.017475 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002501 0.000144 0.000009 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.018738 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002875 0.000178 0.000012 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.020092 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003301 0.000219 0.000015 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.021544 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003791 0.000268 0.000020 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000
0.023101 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004354 0.000329 0.000026 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000
0.024771 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005000 0.000404 0.000034 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000
0.026561 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005741 0.000497 0.000045 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000
0.028480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006591 0.000610 0.000059 0.000006 0.000001 0.000000 0.000000 0.000000 0.000000
0.030539 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007567 0.000748 0.000077 0.000008 0.000001 0.000000 0.000000 0.000000 0.000000
0.032745 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008681 0.000917 0.000102 0.000012 0.000002 0.000000 0.000000 0.000000 0.000000
0.035112 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009957 0.001121 0.000133 0.000016 0.000002 0.000000 0.000000 0.000000 0.000000
0.037649 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011419 0.001371 0.000173 0.000023 0.000003 0.000000 0.000000 0.000000 0.000000
0.040370 12286865.107778 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.013091 0.001674 0.000226 0.000032 0.000005 0.000001 0.000000 0.000000 0.000000
0.043288 14394494.233484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000143 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.015004 0.002043 0.000294 0.000044 0.000007 0.000001 0.000000 0.000000 0.000000
0.046416 16774694.510207 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000146 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.017184 0.002489 0.000382 0.000061 0.000011 0.000002 0.000000 0.000000 0.000000
0.049770 19656841.166971 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.019674 0.003028 0.000494 0.000083 0.000016 0.000003 0.000001 0.000000 0.000000
0.053367 22881013.534862 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.022513 0.003677 0.000637 0.000115 0.000023 0.000005 0.000001 0.000000 0.000000
0.057224 26645967.011015 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000156 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.025747 0.004455 0.000820 0.000157 0.000034 0.000007 0.000001 0.000000 0.000000
0.061359 30957027.494603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000159 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.029416 0.005388 0.001052 0.000214 0.000049 0.000011 0.000002 0.000001 0.000000
0.065793 35926008.064888 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000162 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.033589 0.006500 0.001343 0.000290 0.000070 0.000017 0.000004 0.000001 0.000000
0.070548 41642955.804406 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000165 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.038322 0.007823 0.001708 0.000392 0.000100 0.000026 0.000006 0.000002 0.000000
0.075646 48132978.923937 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000168 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.043685 0.009392 0.002162 0.000525 0.000143 0.000039 0.000010 0.000003 0.000001
0.081113 55533452.562240 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000171 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.049751 0.011244 0.002723 0.000700 0.000201 0.000058 0.000016 0.000004 0.000001
0.086975 63959543.728821 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000174 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.056601 0.013428 0.003412 0.000925 0.000281 0.000085 0.000025 0.000007 0.000002
0.093260 73511380.710158 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000178 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.064324 0.015991 0.004253 0.001214 0.000389 0.000124 0.000038 0.000012 0.000004
0.100000 84350309.946617 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000181 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.073023 0.018990 0.005274 0.001580 0.000533 0.000178 0.000058 0.000020 0.000006
0.107227 96585231.311347 23935083.296801 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000184 1.000155 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.082806 0.022495 0.006506 0.002039 0.000720 0.000254 0.000086 0.000031 0.000011
0.114976 110381892.916384 29261400.985450 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000187 1.000159 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.093782 0.026575 0.007985 0.002613 0.000965 0.000355 0.000126 0.000047 0.000017
0.123285 125942343.807732 35810790.819110 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000190 1.000163 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.106083 0.031335 0.009751 0.003320 0.001278 0.000490 0.000182 0.000072 0.000028
0.132194 143471461.709017 43484990.728751 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000192 1.000167 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.119851 0.036876 0.011861 0.004192 0.001675 0.000666 0.000257 0.000106 0.000043
0.141747 163208288.723863 52489965.451862 16025146.966036 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000195 1.000171 1.000146 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.135227 0.043334 0.014376 0.005257 0.002174 0.000893 0.000357 0.000152 0.000064
0.151991 185438654.816660 62925151.702604 20361256.190170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000198 1.000175 1.000151 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152376 0.050869 0.017390 0.006560 0.002798 0.001185 0.000488 0.000216 0.000095
0.162975 210557745.609495 75427435.831296 25587584.834715 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000201 1.000178 1.000156 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171474 0.059674 0.021001 0.008157 0.003580 0.001556 0.000657 0.000298 0.000136
0.174753 238946897.392216 89934990.503201 32181797.385445 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000204 1.000182 1.000160 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192704 0.069981 0.025353 0.010117 0.004560 0.002030 0.000875 0.000405 0.000190
0.187382 271104432.235649 106952673.915602 39986322.660639 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000207 1.000186 1.000165 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.216244 0.082036 0.030619 0.012542 0.005792 0.002636 0.001155 0.000544 0.000263
0.200923 307742331.424436 126868473.366912 49620718.776420 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000210 1.000190 1.000169 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.242291 0.096150 0.037017 0.015549 0.007352 0.003417 0.001521 0.000724 0.000357
0.215443 349653305.950258 150146661.617947 61646962.980636 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000212 1.000194 1.000174 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.271078 0.112666 0.044819 0.019308 0.009340 0.004431 0.001999 0.000959 0.000482
0.231013 397820953.124159 177433582.080774 76426327.434057 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000215 1.000197 1.000179 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.302793 0.131975 0.054345 0.024017 0.011879 0.005755 0.002638 0.001274 0.000648
0.247708 453339484.659728 209446947.321592 94672436.117725 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000218 1.000201 1.000183 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.337612 0.154486 0.065990 0.029940 0.015144 0.007499 0.003495 0.001701 0.000873
0.265609 517568019.074631 247034201.282476 116947422.415432 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000221 1.000205 1.000188 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.375692 0.180656 0.080204 0.037407 0.019351 0.009808 0.004662 0.002289 0.001186
0.284804 591715056.362978 291379383.963906 144002061.036267 62975697.703892 0.000000 0.000000 0.000000 0.000000 0.000000 1.000223 1.000209 1.000193 1.000176 0.000000 0.000000 0.000000 0.000000 0.000000 0.417072 0.210949 0.097527 0.046848 0.024770 0.012862 0.006252 0.003105 0.001626
0.305386 676718943.568506 343860755.058147 176418853.284424 82646101.272785 36162599.094905 0.000000 0.000000 0.000000 0.000000 1.000226 1.000212 1.000197 1.000182 1.000166 0.000000 0.000000 0.000000 0.000000 0.461657 0.245785 0.118555 0.058767 0.031769 0.016907 0.008420 0.004248 0.002253
0.327455 772926244.837202 406278286.800470 215328562.022107 106533410.946082 48857397.187309 0.000000 0.000000 0.000000 0.000000 1.000229 1.000216 1.000202 1.000187 1.000172 0.000000 0.000000 0.000000 0.000000 0.509224 0.285644 0.143986 0.073807 0.040818 0.022268 0.011373 0.005846 0.003150
0.351119 879889425.301792 480790284.899836 262218871.977216 135605576.504353 64934728.314203 28009450.875052 0.000000 0.000000 0.000000 1.000231 1.000219 1.000206 1.000192 1.000178 1.000164 0.000000 0.000000 0.000000 0.559382 0.331107 0.174742 0.092799 0.052526 0.029365 0.015390 0.008076 0.004432
0.376494 996042402.732247 569955139.267104 319617497.201597 171697900.135462 85635090.236481 40890898.643119 0.000000 0.000000 0.000000 1.000234 1.000223 1.000211 1.000198 1.000185 1.000171 0.000000 0.000000 0.000000 0.611587 0.382856 0.212048 0.116861 0.067756 0.038795 0.020866 0.011185 0.006261
0.403702 1118757961.474620 676685262.668153 391024186.286339 217253709.748453 112598444.892485 56927372.159627 0.000000 0.000000 0.000000 1.000236 1.000227 1.000215 1.000203 1.000191 1.000178 0.000000 0.000000 0.000000 0.665059 0.441612 0.257537 0.147544 0.087707 0.051400 0.028361 0.015528 0.008871
0.432876 1243811918.637667 803131922.823601 481277703.426086 276088312.606831 148353744.263315 78540177.095476 40722933.046014 0.000000 0.000000 1.000238 1.000230 1.000220 1.000209 1.000197 1.000185 1.000172 0.000000 0.000000 0.718543 0.507516 0.313179 0.187012 0.114115 0.068441 0.038756 0.021656 0.012618
0.464159 1365696743.180959 948391156.698786 595820387.626530 353723616.350515 196981953.466317 108483514.803351 60997015.779204 32534550.280298 0.000000 1.000240 1.000234 1.000225 1.000214 1.000204 1.000192 1.000180 1.000168 0.000000 0.770285 0.579195 0.380627 0.237921 0.149395 0.091790 0.053423 0.030482 0.018076
0.497702 1478410234.397620 1105796176.493505 738325055.723304 457188724.659445 264437912.143865 150984966.094141 88486790.498361 51855716.906094 26576324.011249 1.000241 1.000237 1.000229 1.000220 1.000210 1.000199 1.000188 1.000177 1.000165 0.818316 0.653314 0.459960 0.302970 0.196644 0.124168 0.074451 0.043468 0.026240
0.533670 1577154931.515025 1263459513.567937 906723803.064275 593377832.442078 358856850.126358 212484222.073548 128210972.096769 77442919.658170 44244136.137611 1.000243 1.000240 1.000234 1.000226 1.000217 1.000207 1.000197 1.000186 1.000175 0.860929 0.725328 0.548517 0.383642 0.259272 0.169284 0.104976 0.062923 0.038722
0.572237 1660006336.068230 1409634995.729060 1090999816.913213 764625722.395536 489290903.728975 302297705.283040 187598479.291378 116035703.870541 69207891.081525 1.000244 1.000242 1.000238 1.000232 1.000224 1.000215 1.000205 1.000195 1.000185 0.897371 0.791317 0.641036 0.478477 0.339630 0.231263 0.149253 0.092418 0.058198
0.613591 1727975257.725376 1537686745.429228 1276032399.518859 963716110.677260 661749448.127182 431688034.683047 277132262.111372 175847145.477543 108443352.553335 1.000245 1.000244 1.000241 1.000237 1.000230 1.000223 1.000214 1.000205 1.000195 0.927939 0.849165 0.731046 0.582324 0.437479 0.313458 0.212229 0.137011 0.088883
0.657933 1783095614.258790 1645341444.214822 1446978341.834763 1173758446.795316 872348339.336917 608858331.306591 409503339.135091 268729281.297568 171353782.083735 1.000245 1.000245 1.000244 1.000241 1.000236 1.000230 1.000223 1.000215 1.000206 0.953346 0.898287 0.812615 0.687164 0.548428 0.416308 0.298201 0.202824 0.136738
0.705480 1825572373.100473 1730936547.600922 1592120843.247116 1373800713.017430 1102845229.742434 830410695.722198 594767219.243960 409634348.105290 272043420.290781 1.000246 1.000246 1.000246 1.000244 1.000241 1.000237 1.000231 1.000224 1.000216 0.973480 0.938160 0.881392 0.784372 0.663395 0.534931 0.408318 0.295441 0.208896
