# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.018738 0.086761 0.007517 0.000648 0.000056 0.000005 0.000000 0.000000
0.020092 0.093034 0.008644 0.000800 0.000074 0.000007 0.000001 0.000000
0.021544 0.099721 0.009930 0.000985 0.000098 0.000010 0.000001 0.000000
0.023101 0.106936 0.011419 0.001214 0.000130 0.000014 0.000002 0.000000
0.024771 0.114566 0.013107 0.001494 0.000171 0.000020 0.000002 0.000000
0.026561 0.122818 0.015065 0.001840 0.000226 0.000028 0.000003 0.000000
0.028480 0.131588 0.017295 0.002265 0.000297 0.000039 0.000005 0.000001
0.030539 0.140976 0.019852 0.002785 0.000392 0.000056 0.000008 0.000001
0.032745 0.151075 0.022801 0.003429 0.000517 0.000078 0.000012 0.000002
0.035112 0.161889 0.026184 0.004219 0.000680 0.000110 0.000018 0.000003
0.037649 0.173397 0.030041 0.005184 0.000895 0.000156 0.000027 0.000005
0.040370 0.185699 0.034453 0.006370 0.001179 0.000219 0.000040 0.000008
0.043288 0.198788 0.039478 0.007813 0.001547 0.000307 0.000060 0.000012
0.046416 0.212858 0.045264 0.009595 0.002035 0.000432 0.000091 0.000020
0.049770 0.227872 0.051875 0.011771 0.002672 0.000607 0.000137 0.000031
0.053367 0.243823 0.059390 0.014420 0.003503 0.000851 0.000207 0.000050
0.057224 0.260791 0.067949 0.017649 0.004588 0.001193 0.000310 0.000081
0.061359 0.278946 0.077740 0.021599 0.006007 0.001673 0.000466 0.000130
0.065793 0.298138 0.088807 0.026370 0.007836 0.002331 0.000693 0.000206
0.070548 0.318513 0.101366 0.032159 0.010211 0.003247 0.001032 0.000328
0.075646 0.340123 0.115585 0.039161 0.013277 0.004506 0.001529 0.000519
0.081113 0.363070 0.131708 0.047638 0.017241 0.006247 0.002262 0.000818
0.086975 0.387175 0.149774 0.057772 0.022300 0.008617 0.003327 0.001284
0.093260 0.412630 0.170120 0.069944 0.028776 0.011852 0.004879 0.002009
0.100000 0.439302 0.192831 0.084419 0.036977 0.016214 0.007107 0.003115
0.107227 0.467230 0.218129 0.101578 0.047324 0.022070 0.010292 0.004798
0.114976 0.496487 0.246311 0.121907 0.060359 0.029916 0.014825 0.007347
0.123285 0.526771 0.277276 0.145628 0.076513 0.040240 0.021162 0.011130
0.132194 0.558188 0.311347 0.173303 0.096499 0.053784 0.029974 0.016705
0.141747 0.590429 0.348365 0.205143 0.120845 0.071250 0.042004 0.024762
0.151991 0.623407 0.388378 0.241529 0.150242 0.093536 0.058226 0.036248
0.162975 0.656935 0.431297 0.282711 0.185356 0.121618 0.079790 0.052350
0.174753 0.690669 0.476756 0.328636 0.226575 0.156314 0.107838 0.074398
0.187382 0.724326 0.524373 0.379159 0.274198 0.198407 0.143568 0.103892
0.200923 0.757497 0.573529 0.433790 0.328135 0.248336 0.187952 0.142259
0.215444 0.789860 0.623610 0.491924 0.388078 0.306285 0.241740 0.190810
0.231013 0.820968 0.673727 0.552506 0.453120 0.371742 0.304993 0.250246
0.247708 0.850338 0.722829 0.614096 0.521732 0.443385 0.376815 0.320262
0.265609 0.877603 0.769960 0.675230 0.592150 0.519402 0.455604 0.399662
0.284804 0.902309 0.813958 0.734025 0.661926 0.597000 0.538451 0.485661
0.305386 0.924202 0.853976 0.788907 0.728768 0.673284 0.622028 0.574686
0.327455 0.943045 0.889191 0.838282 0.790255 0.745028 0.702388 0.662191
0.351119 0.958719 0.919029 0.880891 0.844298 0.809257 0.775664 0.743463
0.376494 0.971301 0.943341 0.916123 0.889654 0.863966 0.839009 0.814765
0.403702 0.980970 0.962244 0.943832 0.925741 0.907999 0.890590 0.873503
0.432876 0.988029 0.976164 0.964413 0.952779 0.941280 0.929916 0.918678
0.464159 0.992924 0.985874 0.978857 0.971872 0.964928 0.958032 0.951175
0.497702 0.996094 0.992189 0.988290 0.984394 0.980504 0.976630 0.972763
0.533670 0.998011 0.996017 0.994023 0.992024 0.990023 0.988025 0.986026
0.572237 0.999075 0.998146 0.997215 0.996282 0.995344 0.994406 0.993467
0.613591 0.999613 0.999223 0.998833 0.998441 0.998046 0.997651 0.997255
0.657933 0.999858 0.999714 0.999570 0.999426 0.999280 0.999134 0.998987
0.705480 0.999954 0.999909 0.999863 0.999816 0.999770 0.999723 0.999676
0.756463 0.999988 0.999976 0.999964 0.999951 0.999939 0.999926 0.999914
0.811131 0.999997 0.999995 0.999992 0.999989 0.999986 0.999984 0.999981
0.869749 1.000000 0.999999 0.999999 0.999998 0.999998 0.999997 0.999997
0.932603 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
