# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.012344 3.282690 2.832115 1.281787 0.941392 0.831276 0.760038 0.576883
0.013211 3.214768 2.767479 1.272326 0.945574 0.836528 0.765141 0.583136
0.014140 3.146837 2.703717 1.261818 0.948620 0.837663 0.770303 0.590837
0.015134 3.078954 2.640907 1.251076 0.951598 0.844316 0.776900 0.594224
0.016197 3.011126 2.578956 1.239820 0.954835 0.850529 0.783369 0.600444
0.017336 2.943393 2.517566 1.226726 0.954939 0.853766 0.784510 0.602147
0.018554 2.875605 2.456205 1.213909 0.954933 0.857939 0.787268 0.606919
0.019858 2.807908 2.395230 1.202074 0.956057 0.865646 0.791350 0.609836
0.021254 2.740201 2.333733 1.189651 0.956878 0.870523 0.790161 0.611480
0.022748 2.672511 2.272384 1.177610 0.956556 0.876131 0.787420 0.612749
0.024347 2.604815 2.211578 1.165273 0.956886 0.880984 0.788127 0.615849
0.026058 2.537168 2.151875 1.152458 0.957176 0.886268 0.787427 0.619759
0.027889 2.469565 2.093519 1.139189 0.957500 0.889880 0.787212 0.623053
0.029849 2.402078 2.036087 1.126821 0.957494 0.893256 0.787206 0.628580
0.031947 2.334703 1.978914 1.115163 0.957346 0.895307 0.786907 0.632051
0.034193 2.267409 1.921504 1.103968 0.957101 0.896446 0.787541 0.636269
0.036596 2.200328 1.864475 1.093353 0.956378 0.897636 0.787982 0.639237
0.039168 2.133433 1.808117 1.084117 0.955432 0.897773 0.788327 0.641454
0.041921 2.066627 1.751609 1.075870 0.953845 0.897555 0.788284 0.644133
0.044867 2.000008 1.694994 1.068413 0.951606 0.896859 0.787260 0.646575
0.048020 1.933598 1.638821 1.062172 0.948558 0.896282 0.785869 0.648427
0.051395 1.867358 1.582738 1.056511 0.945604 0.895088 0.783736 0.649481
0.055008 1.801357 1.527229 1.051805 0.941659 0.893192 0.780859 0.649364
0.058874 1.735591 1.471681 1.047214 0.937840 0.891175 0.777182 0.647727
0.063012 1.670125 1.416401 1.042987 0.933750 0.888437 0.773189 0.646180
0.067440 1.604969 1.361167 1.038078 0.929754 0.885177 0.768556 0.645009
0.072180 1.540164 1.306182 1.032148 0.925964 0.881484 0.763138 0.645289
0.077253 1.475714 1.251408 1.024664 0.921600 0.877543 0.756907 0.645767
0.082683 1.411738 1.197019 1.014506 0.916171 0.872055 0.748649 0.645155
0.088494 1.348150 1.143157 1.000366 0.907608 0.864720 0.738445 0.641127
0.094714 1.285034 1.090013 0.981951 0.896292 0.855547 0.725574 0.632067
0.101371 1.222394 1.037516 0.959359 0.882512 0.843189 0.709546 0.618672
0.108495 1.160261 0.985542 0.933099 0.865957 0.828052 0.691630 0.603070
0.116121 1.098624 0.934021 0.903013 0.847158 0.811210 0.675305 0.584248
0.124282 1.037537 0.883006 0.869726 0.826396 0.793032 0.659654 0.563013
0.133017 0.977041 0.832606 0.833929 0.803386 0.774868 0.645112 0.542201
0.142366 0.917211 0.782999 0.796545 0.778130 0.756074 0.629585 0.521837
0.152371 0.858063 0.734369 0.758337 0.751311 0.735887 0.613319 0.502739
0.163081 0.799617 0.686780 0.718838 0.721951 0.713251 0.596088 0.484084
0.174542 0.741892 0.640238 0.677660 0.689641 0.687823 0.577320 0.465063
0.186810 0.684868 0.594675 0.634925 0.655390 0.659383 0.556149 0.445090
0.199939 0.628558 0.549932 0.591140 0.619530 0.627946 0.533094 0.424635
0.213992 0.573010 0.505660 0.546745 0.581948 0.593562 0.508132 0.404260
0.229032 0.518324 0.461658 0.501986 0.542826 0.556493 0.480043 0.383312
0.245129 0.464638 0.417890 0.457559 0.502544 0.516648 0.448591 0.361057
0.262357 0.412235 0.374219 0.413887 0.460116 0.474006 0.414534 0.338416
0.280797 0.361521 0.330918 0.370385 0.414699 0.428916 0.377026 0.313912
0.300532 0.312957 0.289104 0.325515 0.366501 0.380466 0.337103 0.286479
0.321654 0.266843 0.249190 0.279942 0.316727 0.329645 0.294896 0.254070
0.344261 0.223575 0.209859 0.234655 0.266308 0.276384 0.249044 0.216658
0.368457 0.183595 0.172189 0.192106 0.217289 0.224276 0.202658 0.176503
0.394353 0.147440 0.137768 0.152720 0.170599 0.174840 0.156802 0.135569
0.422070 0.115910 0.107695 0.118457 0.129812 0.132810 0.117750 0.100853
0.451734 0.089474 0.082979 0.090173 0.096948 0.099588 0.087725 0.074790
0.483483 0.067957 0.063444 0.067833 0.071773 0.073886 0.065426 0.056000
0.517464 0.050419 0.047787 0.050294 0.052461 0.053896 0.048547 0.042146
0.553833 0.035717 0.034639 0.035940 0.036986 0.037844 0.034957 0.031128
0.592758 0.023023 0.022891 0.023474 0.023844 0.024288 0.023059 0.021315
0.634419 0.012370 0.012417 0.012634 0.012651 0.012853 0.012552 0.012088
0.679008 0.004806 0.004807 0.004865 0.004778 0.004878 0.004911 0.004839
0.726731 0.001074 0.001074 0.001085 0.001037 0.001074 0.001117 0.001111
0.777808 0.000086 0.000086 0.000087 0.000080 0.000085 0.000092 0.000092
0.832475 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
