# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.106159 0.266703 0.074757 0.053872 0.043211 0.035349 0.028987 0.024743
0.113584 0.284233 0.084259 0.061153 0.049183 0.040344 0.033109 0.028271
0.121529 0.302795 0.094923 0.069380 0.055954 0.046040 0.037830 0.032305
0.130029 0.322414 0.106834 0.078635 0.063605 0.052513 0.043222 0.036902
0.139124 0.343129 0.120132 0.089068 0.072281 0.059891 0.049406 0.042179
0.148855 0.364965 0.134949 0.100823 0.082120 0.068277 0.056495 0.048273
0.159267 0.387976 0.151477 0.114075 0.093302 0.077848 0.064657 0.055349
0.170407 0.412147 0.169804 0.128949 0.105991 0.088768 0.074075 0.063606
0.182326 0.437561 0.190227 0.145744 0.120432 0.101277 0.084988 0.073295
0.195079 0.464204 0.212923 0.164696 0.136838 0.115597 0.097629 0.084642
0.208724 0.492040 0.238054 0.186118 0.155482 0.131990 0.112278 0.097939
0.223323 0.521040 0.265773 0.210382 0.176734 0.150816 0.129233 0.113475
0.238944 0.551097 0.296185 0.237819 0.200999 0.172494 0.148857 0.131552
0.255657 0.582129 0.329416 0.268564 0.228455 0.197257 0.171472 0.152564
0.273539 0.614036 0.365626 0.302797 0.259413 0.225510 0.197523 0.177058
0.292672 0.646643 0.404880 0.340304 0.293499 0.256873 0.226751 0.204833
0.313143 0.679912 0.447442 0.381161 0.330605 0.291181 0.259034 0.235840
0.335046 0.713532 0.493205 0.425410 0.370875 0.328345 0.294051 0.269635
0.358481 0.747125 0.541909 0.473163 0.414734 0.368685 0.331919 0.306077
0.383555 0.780703 0.593746 0.524875 0.463066 0.413404 0.373603 0.345880
0.410383 0.813854 0.647830 0.579950 0.516158 0.463535 0.420223 0.390089
0.439087 0.846273 0.703461 0.638116 0.574427 0.520031 0.473304 0.440538
0.469799 0.877139 0.758944 0.698005 0.637177 0.583122 0.534444 0.499538
0.502660 0.905532 0.812242 0.757933 0.703356 0.652869 0.604862 0.568867
0.537819 0.930977 0.861905 0.816395 0.770682 0.727020 0.683833 0.649208
0.575437 0.952900 0.905581 0.870471 0.835229 0.800676 0.766099 0.736341
0.615686 0.970744 0.941341 0.916961 0.892545 0.868208 0.843760 0.821046
0.658750 0.984387 0.968702 0.954258 0.939849 0.925449 0.910911 0.896537
0.704827 0.993685 0.987363 0.981058 0.974772 0.968504 0.962147 0.955798
0.754127 0.998668 0.997336 0.996005 0.994673 0.993341 0.991999 0.990656
0.806874 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
