# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.008111 3.830458 3.784429 2.919938 2.608141 2.288441 1.962908 1.609438
0.008697 3.760494 3.713399 2.845797 2.546768 2.233304 2.079442 1.642228
0.009326 3.691207 3.644751 2.779175 2.463750 2.153774 2.073870 2.014903
0.010000 3.621345 3.574854 2.709710 2.391959 2.116843 2.138036 2.268684
0.010723 3.551426 3.505038 2.643384 2.322155 2.018904 2.039683 2.453158
0.011498 3.481820 3.435295 2.574785 2.244745 1.938260 1.814321 1.722767
0.012328 3.412164 3.366303 2.507333 2.184152 1.891894 1.817623 1.770160
0.013219 3.342375 3.296442 2.439403 2.111780 1.850688 1.764360 1.800809
0.014175 3.272731 3.226970 2.371915 2.049672 1.785723 1.699603 1.717940
0.015199 3.202841 3.157394 2.302181 1.977993 1.713063 1.653067 1.672176
0.016298 3.133262 3.088095 2.234662 1.913611 1.650333 1.587439 1.572067
0.017475 3.063617 3.018873 2.166351 1.849006 1.578782 1.521988 1.525695
0.018738 2.993971 2.949559 2.099157 1.782567 1.511153 1.455942 1.444114
0.020092 2.924403 2.880639 2.033505 1.719365 1.447302 1.389997 1.360464
0.021544 2.854978 2.811638 1.966795 1.652111 1.376009 1.317038 1.276427
0.023101 2.785245 2.742265 1.901365 1.588556 1.311064 1.251330 1.198972
0.024771 2.715906 2.673701 1.837568 1.526949 1.246828 1.184208 1.131233
0.026561 2.646424 2.604858 1.772608 1.465051 1.184273 1.119327 1.051142
0.028480 2.577005 2.536281 1.708041 1.401084 1.119772 1.058638 0.986253
0.030539 2.507557 2.467658 1.644521 1.340426 1.057952 0.996793 0.930075
0.032745 2.438371 2.399179 1.581512 1.280432 0.997696 0.936300 0.867940
0.035112 2.369178 2.330975 1.520120 1.222476 0.939490 0.876212 0.810793
0.037649 2.300041 2.262870 1.458662 1.164771 0.880655 0.818582 0.753600
0.040370 2.231005 2.195191 1.398942 1.110179 0.826240 0.765217 0.699848
0.043288 2.162119 2.127757 1.340032 1.055619 0.772928 0.711463 0.642540
0.046416 2.093242 2.060277 1.282386 1.003175 0.721711 0.660612 0.590768
0.049770 2.024619 1.993410 1.226707 0.954322 0.673581 0.613200 0.543023
0.053367 1.956060 1.926710 1.172237 0.907295 0.626755 0.566710 0.495863
0.057224 1.887674 1.860519 1.119498 0.862727 0.582523 0.522479 0.452238
0.061359 1.819504 1.794683 1.068010 0.820070 0.540940 0.481151 0.411382
0.065793 1.751516 1.729151 1.018559 0.780745 0.502483 0.442931 0.373093
0.070548 1.683864 1.664214 0.970775 0.744076 0.466989 0.407902 0.338255
0.075646 1.616322 1.599607 0.924702 0.709779 0.434721 0.375995 0.306497
0.081113 1.549158 1.535585 0.880141 0.678390 0.405417 0.346991 0.277682
0.086975 1.482240 1.472074 0.837233 0.649537 0.379489 0.321299 0.252225
0.093260 1.415635 1.408979 0.795935 0.623275 0.356444 0.298707 0.229690
0.100000 1.349422 1.346494 0.756075 0.599306 0.336507 0.278978 0.210031
0.107227 1.283546 1.284494 0.717336 0.577401 0.319509 0.262207 0.192875
0.114976 1.218164 1.223101 0.679617 0.557144 0.305206 0.247952 0.178202
0.123285 1.153153 1.162195 0.642578 0.538155 0.293778 0.236284 0.165619
0.132194 1.088656 1.101767 0.606160 0.519801 0.284836 0.226824 0.154956
0.141747 1.024757 1.041871 0.570229 0.501661 0.278568 0.219543 0.145919
0.151991 0.961368 0.982352 0.534473 0.482905 0.274650 0.214080 0.138188
0.162975 0.898679 0.923199 0.498851 0.462942 0.273132 0.210698 0.131687
0.174753 0.836619 0.864245 0.463360 0.441098 0.273661 0.209523 0.126298
0.187382 0.775345 0.805505 0.428191 0.416919 0.275508 0.210507 0.121855
0.200923 0.714844 0.746823 0.393624 0.390339 0.277911 0.213789 0.118472
0.215444 0.655259 0.688186 0.359964 0.361689 0.279498 0.218754 0.115875
0.231013 0.596670 0.629521 0.327602 0.331835 0.279166 0.224709 0.114279
0.247708 0.539177 0.570918 0.296660 0.301779 0.275729 0.230342 0.113892
0.265609 0.482965 0.512590 0.266950 0.272342 0.268116 0.234020 0.115081
0.284804 0.428198 0.454817 0.238044 0.244041 0.255588 0.233991 0.118243
0.305386 0.375179 0.398092 0.209536 0.216953 0.237680 0.228292 0.123272
0.327455 0.324211 0.343036 0.181314 0.190643 0.214495 0.215656 0.128826
0.351119 0.275829 0.290636 0.153738 0.164457 0.186815 0.195654 0.131357
0.376494 0.230606 0.242005 0.127604 0.138089 0.156193 0.168956 0.126355
0.403702 0.189328 0.198318 0.103980 0.112590 0.125658 0.138154 0.112305
0.432876 0.152569 0.160051 0.083682 0.089801 0.098486 0.107851 0.093347
0.464159 0.120555 0.127005 0.066938 0.070891 0.076392 0.082252 0.075110
0.497702 0.092963 0.098319 0.053149 0.055534 0.058928 0.062238 0.059599
0.533670 0.069335 0.073275 0.041419 0.042749 0.044802 0.046512 0.046214
0.572237 0.049334 0.051700 0.031091 0.031747 0.032970 0.033736 0.034264
0.613591 0.032770 0.033868 0.022035 0.022291 0.023018 0.023281 0.023808
0.657933 0.019557 0.019946 0.014334 0.014387 0.014809 0.014847 0.015178
0.705480 0.009800 0.009895 0.008019 0.008001 0.008226 0.008201 0.008390
0.756463 0.003597 0.003609 0.003315 0.003297 0.003396 0.003379 0.003461
0.811131 0.000742 0.000743 0.000741 0.000737 0.000764 0.000761 0.000779
0.869749 0.000053 0.000053 0.000055 0.000055 0.000058 0.000058 0.000060
0.932603 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
