# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.009657 1.944139 2.104709 1.982136 1.959025 1.947400 1.829001
0.010355 1.940763 2.136939 2.056776 1.847950 1.872051 1.676127
0.011103 1.950470 2.157749 2.129908 1.941706 1.778433 1.601768
0.011906 1.938540 2.175570 2.130315 2.021356 1.952343 1.771113
0.012766 1.938086 2.228953 2.194506 1.930977 1.793003 1.619642
0.013689 1.932345 2.238641 2.253467 2.128154 2.110837 2.087809
0.014678 1.926880 2.227418 2.234505 2.091135 2.153791 2.189040
0.015739 1.919904 2.226885 2.266338 2.086854 2.064249 2.011772
0.016876 1.917810 2.196729 2.256104 2.163658 2.180466 2.165234
0.018096 1.904600 2.187638 2.276429 2.168214 1.978914 2.068578
0.019403 1.894157 2.150015 2.230086 2.166567 1.954439 1.911996
0.020806 1.891885 2.157870 2.245875 2.170930 2.064729 1.857948
0.022309 1.902956 2.165785 2.275521 2.205470 2.153633 1.992486
0.023921 1.903355 2.157629 2.269576 2.230265 2.264372 2.121901
0.025650 1.896567 2.131817 2.229028 2.210409 2.173976 2.087597
0.027504 1.889314 2.139340 2.264615 2.279657 2.226940 2.168681
0.029492 1.876705 2.133768 2.278749 2.314815 2.229036 2.135589
0.031623 1.876264 2.111229 2.256336 2.288488 2.263333 2.153201
0.033908 1.875225 2.113255 2.214696 2.281835 2.257044 2.149967
0.036359 1.865756 2.131189 2.243678 2.269985 2.267000 2.194082
0.038986 1.856972 2.127228 2.250107 2.330822 2.267466 2.202699
0.041803 1.852729 2.126862 2.238236 2.324270 2.329209 2.291969
0.044824 1.849551 2.123685 2.238289 2.313166 2.306021 2.236424
0.048064 1.837039 2.124542 2.251630 2.354938 2.344467 2.248994
0.051537 1.834465 2.129177 2.266913 2.360831 2.380786 2.340369
0.055262 1.827442 2.127848 2.259802 2.372364 2.381391 2.347113
0.059255 1.815804 2.130530 2.269265 2.405558 2.409284 2.455897
0.063538 1.806550 2.139431 2.291733 2.398296 2.409901 2.407097
0.068129 1.799612 2.154112 2.310713 2.411947 2.468387 2.473293
0.073053 1.788390 2.161489 2.330165 2.445909 2.517951 2.568101
0.078332 1.771028 2.150823 2.325539 2.480866 2.574452 2.631442
0.083993 1.758449 2.154741 2.322054 2.479626 2.606504 2.670228
0.090063 1.741784 2.148257 2.320156 2.489478 2.668518 2.784300
0.096571 1.731383 2.145477 2.329280 2.475462 2.669800 2.788339
0.103550 1.714801 2.137842 2.330014 2.500401 2.688064 2.797906
0.111034 1.696753 2.124210 2.328332 2.521557 2.697278 2.828033
0.119058 1.678864 2.105419 2.346075 2.543205 2.731520 2.832451
0.127662 1.656973 2.088342 2.356998 2.559315 2.775692 2.903218
0.136887 1.628997 2.080886 2.366674 2.577894 2.820060 2.990213
0.146780 1.599896 2.072112 2.382688 2.593174 2.843755 3.026104
0.157387 1.566173 2.058629 2.387293 2.604486 2.871510 3.104675
0.168761 1.532494 2.034595 2.387107 2.604274 2.860027 3.148568
0.180957 1.498625 2.006877 2.384286 2.610980 2.865668 3.104000
0.194034 1.464150 1.981910 2.374726 2.597736 2.863771 3.099152
0.208057 1.429156 1.961864 2.365738 2.595386 2.846711 3.125381
0.223092 1.395896 1.933330 2.361638 2.603966 2.832660 3.107844
0.239215 1.364868 1.896958 2.343675 2.599694 2.825968 3.094903
0.256502 1.335629 1.851659 2.332272 2.595082 2.800824 3.066336
0.275039 1.306673 1.810095 2.299583 2.590190 2.802965 3.048607
0.294915 1.280287 1.769967 2.265234 2.584338 2.779694 3.020517
0.316228 1.258205 1.732678 2.220633 2.580603 2.788600 3.011950
0.339081 1.240801 1.705521 2.180232 2.571285 2.813571 3.050921
0.363585 1.226554 1.675774 2.154004 2.560905 2.833635 3.086776
0.389860 1.209911 1.649323 2.098120 2.515942 2.801729 3.075662
0.418034 1.189988 1.636363 2.040878 2.474204 2.773421 3.053012
0.448245 1.165479 1.638153 2.003249 2.431861 2.734953 3.019083
0.480638 1.116725 1.630035 1.974758 2.378350 2.677707 2.959977
0.515372 1.028578 1.585566 1.955653 2.318302 2.599847 2.876130
0.552617 0.895514 1.500878 1.928602 2.264143 2.536475 2.786663
0.592553 0.691872 1.325883 1.867202 2.218032 2.500558 2.729429
0.635375 0.377362 1.078075 1.745598 2.169673 2.478685 2.726617
0.681292 0.207578 0.746302 1.445263 1.999948 2.377580 2.692618
0.730527 0.108430 0.479232 1.064173 1.654082 2.081951 2.493874
0.783320 0.041559 0.242946 0.696927 1.253968 1.763949 2.198077
0.839929 0.014356 0.090857 0.359946 0.839637 1.387138 1.871154
0.900628 0.004210 0.032672 0.120151 0.448516 0.967050 1.482566
0.965714 0.000267 0.005611 0.032016 0.164567 0.498590 0.978940
