# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.041844 2.082778 1.759156 1.089739 0.865332 0.727746 0.620249 0.595225
0.044783 2.015830 1.701140 1.070728 0.854723 0.719321 0.617733 0.595539
0.047929 1.949072 1.643713 1.051403 0.843719 0.710787 0.614504 0.593562
0.051296 1.882482 1.586612 1.031212 0.832006 0.701941 0.610981 0.590511
0.054899 1.816037 1.529797 1.009567 0.819395 0.692597 0.605861 0.584747
0.058756 1.749791 1.473334 0.986967 0.806703 0.682816 0.599566 0.578390
0.062883 1.683836 1.417464 0.963275 0.794347 0.672590 0.592510 0.572311
0.067301 1.618138 1.362271 0.939074 0.781667 0.660866 0.582130 0.563542
0.072029 1.552714 1.307581 0.914013 0.768762 0.647847 0.568540 0.553379
0.077088 1.487688 1.253625 0.888243 0.755723 0.635282 0.554599 0.545107
0.082504 1.423036 1.200264 0.862207 0.742323 0.621365 0.539629 0.536161
0.088299 1.358820 1.147464 0.835851 0.728323 0.606231 0.523582 0.524298
0.094502 1.295086 1.095252 0.809356 0.713230 0.590662 0.507018 0.509627
0.101141 1.231855 1.043647 0.782307 0.696262 0.575317 0.489925 0.493171
0.108245 1.169234 0.992908 0.754664 0.677352 0.559675 0.471951 0.475809
0.115849 1.107273 0.943045 0.726224 0.657582 0.543826 0.453999 0.458591
0.123988 1.046046 0.894244 0.697190 0.636933 0.528122 0.436532 0.441667
0.132697 0.985623 0.846563 0.667670 0.615011 0.512272 0.418864 0.423758
0.142019 0.926100 0.800084 0.637710 0.591554 0.495806 0.400871 0.406048
0.151996 0.867552 0.754829 0.607092 0.566383 0.479657 0.383295 0.388232
0.162673 0.810051 0.710718 0.575787 0.540245 0.463641 0.366384 0.370260
0.174100 0.753654 0.667724 0.543836 0.513201 0.447554 0.350311 0.352825
0.186330 0.698391 0.625724 0.511596 0.485364 0.431068 0.334634 0.336050
0.199419 0.644337 0.584671 0.479493 0.456817 0.413392 0.318941 0.319550
0.213428 0.591524 0.544417 0.447856 0.427733 0.393444 0.303141 0.302727
0.228421 0.539994 0.504847 0.416839 0.398164 0.371117 0.287243 0.285536
0.244467 0.489754 0.465806 0.386554 0.368451 0.346827 0.270984 0.268089
0.261640 0.440808 0.427144 0.356992 0.339282 0.321339 0.254017 0.250373
0.280020 0.393178 0.388721 0.328068 0.311182 0.295612 0.236135 0.232590
0.299691 0.346852 0.350275 0.299372 0.284108 0.270166 0.217976 0.215105
0.320743 0.301819 0.311468 0.270232 0.257567 0.245055 0.199991 0.197950
0.343274 0.258180 0.272007 0.240020 0.230769 0.219848 0.182472 0.181141
0.367389 0.216189 0.231880 0.208396 0.202688 0.194026 0.164950 0.164246
0.393197 0.176247 0.191498 0.175409 0.172587 0.166953 0.146243 0.146205
0.420818 0.138923 0.151635 0.141778 0.141274 0.138415 0.125367 0.125656
0.450379 0.104899 0.113414 0.108645 0.109313 0.108391 0.102013 0.102692
0.482017 0.074987 0.079567 0.078581 0.079439 0.080001 0.078017 0.078859
0.515877 0.049988 0.052122 0.052435 0.052658 0.054006 0.053932 0.054460
0.552117 0.030422 0.031338 0.031833 0.031501 0.032982 0.033277 0.033493
0.590901 0.016325 0.016657 0.016998 0.016480 0.017648 0.017853 0.017914
0.632411 0.007403 0.007492 0.007595 0.007214 0.007918 0.008024 0.008046
0.676836 0.002619 0.002634 0.002663 0.002482 0.002814 0.002863 0.002867
0.724382 0.000620 0.000620 0.000623 0.000569 0.000678 0.000693 0.000694
0.775268 0.000066 0.000066 0.000066 0.000063 0.000084 0.000086 0.000086
0.829728 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
