# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.014993 0.989144 1.891794 2.165928 2.220188 2.310187 2.381246 2.443898
0.016043 0.987899 1.876771 2.104405 2.052174 2.016695 2.013187 2.011380
0.017167 0.994748 1.914894 2.170635 2.142356 2.133041 2.112048 2.085125
0.018369 0.986032 1.884079 2.145439 2.150896 2.169942 2.166098 2.155173
0.019655 0.992224 1.904513 2.204277 2.255168 2.324539 2.412291 2.496368
0.021032 0.984469 1.867902 2.124245 2.099657 2.079119 2.080941 2.078539
0.022505 0.988375 1.887287 2.129324 2.103987 2.091721 2.065896 2.038686
0.024081 0.984507 1.884266 2.164775 2.176953 2.202942 2.205639 2.201570
0.025767 0.986048 1.877176 2.149363 2.159676 2.190584 2.250608 2.317110
0.027572 0.980408 1.866456 2.119275 2.078720 2.054191 2.030632 2.009744
0.029503 0.982751 1.870977 2.144946 2.146341 2.162809 2.167547 2.174542
0.031569 0.980793 1.867794 2.135186 2.109107 2.098628 2.105602 2.121288
0.033780 0.979244 1.852150 2.121566 2.111759 2.114465 2.108302 2.103410
0.036145 0.978123 1.854468 2.138670 2.118890 2.107351 2.111469 2.119855
0.038677 0.975062 1.840730 2.132187 2.126365 2.122000 2.119811 2.116356
0.041385 0.974042 1.833322 2.126150 2.109393 2.092280 2.078267 2.063024
0.044284 0.972912 1.829823 2.148057 2.160509 2.159903 2.172101 2.186064
0.047385 0.970063 1.816274 2.129918 2.127198 2.100949 2.086947 2.074745
0.050703 0.966927 1.807423 2.134747 2.149565 2.127002 2.119200 2.118821
0.054254 0.965786 1.802075 2.142367 2.172036 2.140945 2.131147 2.132166
0.058054 0.961523 1.790650 2.142469 2.191291 2.149602 2.141065 2.150104
0.062120 0.959305 1.780440 2.137187 2.204004 2.140363 2.117565 2.115292
0.066470 0.956152 1.770923 2.137383 2.233802 2.144290 2.113210 2.109508
0.071125 0.952097 1.760195 2.139109 2.281774 2.165487 2.127768 2.128373
0.076106 0.949255 1.750496 2.137360 2.332514 2.178998 2.113546 2.105678
0.081436 0.945744 1.742530 2.135094 2.403714 2.239338 2.123597 2.115381
0.087140 0.941288 1.733239 2.107477 2.407315 2.265070 2.111880 2.094199
0.093242 0.936735 1.726575 2.069283 2.362913 2.270075 2.124593 2.102527
0.099772 0.932658 1.720777 2.035908 2.322665 2.280302 2.147856 2.120529
0.106760 0.926413 1.712038 2.000906 2.275720 2.282603 2.165013 2.126475
0.114236 0.920502 1.706185 1.972298 2.234140 2.294202 2.205936 2.155995
0.122237 0.913351 1.698376 1.943802 2.190803 2.300337 2.251116 2.178705
0.130797 0.906936 1.689917 1.915611 2.145657 2.301206 2.299563 2.193335
0.139957 0.901171 1.682864 1.891917 2.107558 2.304600 2.365283 2.237090
0.149759 0.893832 1.674188 1.867038 2.067993 2.294235 2.423584 2.292606
0.160247 0.884834 1.666585 1.844659 2.033391 2.281580 2.479681 2.368271
0.171470 0.875109 1.660644 1.825847 2.003119 2.245623 2.468800 2.417246
0.183478 0.863912 1.654941 1.809289 1.974376 2.194064 2.412340 2.443626
0.196328 0.852229 1.648441 1.792207 1.944367 2.142006 2.349070 2.449772
0.210077 0.842002 1.646590 1.780260 1.922396 2.102734 2.293974 2.443563
0.224790 0.827832 1.642525 1.767944 1.902530 2.069638 2.247763 2.434953
0.240532 0.810824 1.637705 1.756637 1.883942 2.038596 2.205459 2.407126
0.257377 0.792258 1.629443 1.744382 1.864292 2.007774 2.163484 2.352756
0.275402 0.772842 1.616368 1.735911 1.849570 1.983408 2.130831 2.305715
0.294689 0.747918 1.580561 1.714741 1.827359 1.957829 2.098594 2.261753
0.315328 0.718175 1.517312 1.657337 1.773465 1.905540 2.044677 2.203345
0.337411 0.683126 1.430542 1.567081 1.691671 1.831202 1.958287 2.100703
0.361041 0.637093 1.317338 1.447535 1.576485 1.718876 1.848780 1.992721
0.386326 0.567777 1.154039 1.273139 1.393845 1.525472 1.657806 1.802051
0.413381 0.478170 0.955837 1.044712 1.134744 1.231635 1.330429 1.436492
0.442332 0.415880 0.831745 0.903996 0.978433 1.057485 1.138460 1.224475
0.473309 0.363397 0.735297 0.797486 0.861483 0.928599 0.997949 1.070988
0.506457 0.314720 0.647736 0.704484 0.760852 0.819352 0.880577 0.944269
0.541925 0.268561 0.558775 0.614898 0.666598 0.719634 0.774072 0.829967
0.579878 0.222474 0.460577 0.515129 0.565992 0.617319 0.666631 0.716694
0.620489 0.176626 0.360809 0.407525 0.454692 0.502164 0.549230 0.596399
0.663944 0.129218 0.261327 0.299991 0.338851 0.378428 0.418313 0.457546
0.710441 0.078701 0.158107 0.187439 0.216887 0.246747 0.276732 0.307107
0.760196 0.026295 0.052636 0.067816 0.083011 0.098718 0.114443 0.130383
