# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.011519 0.437795 0.543056 0.693691 0.494276 0.630934 0.722913 0.555983
0.012328 0.426619 0.525844 0.667744 0.479455 0.606534 0.702225 0.549458
0.013194 0.415164 0.508551 0.641523 0.465174 0.583088 0.683084 0.543125
0.014121 0.403541 0.491346 0.615322 0.450634 0.559876 0.663007 0.535071
0.015113 0.392194 0.474710 0.589689 0.434726 0.536545 0.640649 0.524563
0.016174 0.381134 0.458611 0.565229 0.419024 0.514239 0.618004 0.513069
0.017310 0.369442 0.442059 0.540823 0.404029 0.492956 0.595405 0.500717
0.018526 0.357681 0.425827 0.517388 0.389658 0.472598 0.573222 0.487522
0.019828 0.346602 0.410786 0.495888 0.376513 0.454065 0.552819 0.473520
0.021220 0.337377 0.398051 0.477524 0.365544 0.438357 0.535682 0.461267
0.022711 0.328639 0.386007 0.460250 0.354855 0.423262 0.518712 0.449340
0.024307 0.320089 0.374308 0.443680 0.344876 0.409092 0.502432 0.437762
0.026014 0.311601 0.362832 0.427651 0.334181 0.394473 0.484532 0.424824
0.027841 0.303009 0.351418 0.411900 0.323545 0.379976 0.465841 0.410883
0.029797 0.295405 0.341241 0.397838 0.314024 0.367072 0.449353 0.397345
0.031890 0.288040 0.331383 0.384315 0.304962 0.354870 0.432851 0.383844
0.034130 0.280272 0.321154 0.370508 0.296060 0.342948 0.416036 0.369568
0.036528 0.272739 0.311283 0.357257 0.287399 0.331391 0.399828 0.356025
0.039094 0.265221 0.301464 0.344209 0.279010 0.320331 0.383724 0.342274
0.041840 0.257276 0.291239 0.330877 0.270928 0.309814 0.368369 0.329460
0.044779 0.249153 0.280955 0.317652 0.263218 0.299652 0.353738 0.317277
0.047924 0.241498 0.271360 0.305351 0.254919 0.289082 0.338918 0.305593
0.051291 0.234479 0.262493 0.294056 0.247387 0.279416 0.325512 0.294700
0.054894 0.227551 0.253854 0.283118 0.240244 0.270313 0.313014 0.284513
0.058750 0.220854 0.245516 0.272638 0.232994 0.261113 0.300632 0.274509
0.062877 0.214140 0.237207 0.262253 0.225456 0.251724 0.288222 0.265055
0.067294 0.207156 0.228626 0.251673 0.218357 0.242857 0.276480 0.255775
0.072021 0.199979 0.219946 0.241113 0.211132 0.233991 0.264803 0.246750
0.077080 0.193431 0.212037 0.231508 0.204173 0.225457 0.253793 0.238344
0.082494 0.187150 0.204453 0.222314 0.197555 0.217394 0.243463 0.230382
0.088289 0.180240 0.196224 0.212517 0.190913 0.209338 0.233194 0.222400
0.094491 0.173935 0.188736 0.203626 0.184506 0.201587 0.223447 0.214927
0.101129 0.167723 0.181386 0.194930 0.178031 0.193845 0.213806 0.207719
0.108233 0.161150 0.173691 0.185909 0.171299 0.185887 0.203939 0.200425
0.115836 0.154129 0.165542 0.176470 0.164424 0.177776 0.194016 0.192703
0.123972 0.147101 0.157436 0.167146 0.157607 0.169804 0.184302 0.185098
0.132681 0.139864 0.149179 0.157822 0.150910 0.162053 0.174945 0.177100
0.142001 0.133319 0.141740 0.149440 0.144943 0.155128 0.166558 0.170451
0.151976 0.126644 0.134204 0.141040 0.138837 0.148086 0.158065 0.163484
0.162652 0.119956 0.126698 0.132743 0.132338 0.140651 0.149181 0.155601
0.174077 0.113530 0.119534 0.124894 0.126112 0.133602 0.140596 0.147748
0.186306 0.107140 0.112456 0.117195 0.119984 0.126675 0.132713 0.140385
0.199393 0.100732 0.105426 0.109594 0.113364 0.119305 0.124461 0.132074
0.213399 0.094871 0.098991 0.102725 0.107451 0.112688 0.117061 0.124290
0.228390 0.088650 0.092236 0.095622 0.100857 0.105393 0.108988 0.115632
0.244433 0.082398 0.085472 0.088689 0.093189 0.097017 0.100036 0.105555
0.261603 0.075676 0.078262 0.081045 0.084691 0.087828 0.090272 0.094664
0.279980 0.069950 0.072169 0.074537 0.077535 0.080174 0.082237 0.085797
0.299647 0.065201 0.067120 0.069157 0.071705 0.073949 0.075791 0.078774
0.320696 0.060236 0.061867 0.063600 0.065717 0.067594 0.069351 0.071806
0.343224 0.055654 0.057039 0.058504 0.060274 0.061843 0.063529 0.065564
0.367334 0.051496 0.052664 0.053899 0.055403 0.056705 0.058108 0.059811
0.393137 0.046814 0.047770 0.048781 0.050003 0.051056 0.052181 0.053538
0.420753 0.041996 0.042758 0.043563 0.044531 0.045357 0.046237 0.047291
0.450309 0.037305 0.037896 0.038526 0.039278 0.039909 0.040586 0.041393
0.481942 0.032682 0.033127 0.033604 0.034174 0.034643 0.035145 0.035745
0.515796 0.028033 0.028353 0.028702 0.029121 0.029453 0.029811 0.030242
0.552028 0.023237 0.023451 0.023690 0.023978 0.024196 0.024433 0.024721
0.590806 0.018472 0.018603 0.018753 0.018938 0.019069 0.019214 0.019393
0.632308 0.013322 0.013386 0.013467 0.013569 0.013632 0.013706 0.013800
0.676724 0.008508 0.008535 0.008572 0.008612 0.008638 0.008668 0.008702
0.724261 0.005517 0.005528 0.005546 0.005565 0.005575 0.005587 0.005601
0.775137 0.002873 0.002875 0.002882 0.002890 0.002892 0.002895 0.002899
0.829587 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
