# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.027467 0.069860 0.006663 0.003764 0.002918 0.002295 0.001857 0.001530
0.029389 0.074657 0.007506 0.004279 0.003324 0.002615 0.002117 0.001746
0.031445 0.079779 0.008461 0.004867 0.003787 0.002982 0.002417 0.001994
0.033644 0.085244 0.009535 0.005533 0.004314 0.003402 0.002762 0.002281
0.035998 0.091067 0.010740 0.006287 0.004911 0.003878 0.003155 0.002609
0.038516 0.097276 0.012098 0.007147 0.005589 0.004419 0.003601 0.002981
0.041210 0.103896 0.013625 0.008120 0.006357 0.005030 0.004106 0.003403
0.044092 0.110949 0.015345 0.009227 0.007231 0.005727 0.004679 0.003885
0.047177 0.118470 0.017291 0.010495 0.008230 0.006521 0.005330 0.004431
0.050477 0.126481 0.019485 0.011940 0.009367 0.007423 0.006068 0.005050
0.054008 0.135020 0.021969 0.013598 0.010673 0.008460 0.006917 0.005765
0.057785 0.144126 0.024782 0.015493 0.012163 0.009645 0.007888 0.006584
0.061828 0.153833 0.027968 0.017674 0.013886 0.011015 0.009010 0.007532
0.066152 0.164178 0.031567 0.020167 0.015856 0.012585 0.010300 0.008622
0.070780 0.175195 0.035629 0.023019 0.018119 0.014395 0.011788 0.009883
0.075731 0.186934 0.040210 0.026275 0.020713 0.016473 0.013495 0.011331
0.081028 0.199430 0.045371 0.029987 0.023681 0.018860 0.015459 0.012995
0.086696 0.212726 0.051179 0.034219 0.027073 0.021595 0.017709 0.014905
0.092761 0.226870 0.057713 0.039039 0.030938 0.024724 0.020289 0.017098
0.099249 0.241884 0.065027 0.044503 0.035339 0.028309 0.023257 0.019617
0.106192 0.257812 0.073210 0.050700 0.040349 0.032408 0.026652 0.022490
0.113620 0.274713 0.082393 0.057765 0.046089 0.037138 0.030575 0.025792
0.121568 0.292594 0.092614 0.065752 0.052616 0.042571 0.035102 0.029601
0.130071 0.311494 0.103988 0.074793 0.060054 0.048822 0.040336 0.034016
0.139170 0.331468 0.116665 0.085051 0.068546 0.056026 0.046405 0.039150
0.148905 0.352562 0.130784 0.096694 0.078226 0.064293 0.053435 0.045149
0.159321 0.374779 0.146477 0.109868 0.089242 0.073783 0.061582 0.052177
0.170465 0.398159 0.163946 0.124806 0.101847 0.084744 0.071116 0.060468
0.182390 0.422658 0.183259 0.141647 0.116237 0.097358 0.082237 0.070214
0.195148 0.448218 0.204408 0.160402 0.132453 0.111696 0.095051 0.081571
0.208798 0.474908 0.227623 0.181330 0.150775 0.128019 0.109789 0.094811
0.223404 0.502726 0.253112 0.204715 0.171559 0.146689 0.126755 0.110282
0.239031 0.531689 0.281124 0.230822 0.195148 0.168094 0.146319 0.128286
0.255752 0.561766 0.311802 0.259701 0.221635 0.192455 0.168832 0.149266
0.273641 0.592954 0.345481 0.291642 0.251289 0.220086 0.194614 0.173542
0.292783 0.625177 0.382497 0.326846 0.283965 0.250719 0.223527 0.201091
0.313263 0.658280 0.422913 0.365211 0.319479 0.284096 0.255336 0.231541
0.335176 0.691825 0.466340 0.406335 0.357598 0.319785 0.289380 0.264242
0.358622 0.725657 0.512849 0.450512 0.398792 0.358333 0.325984 0.299312
0.383707 0.759626 0.562574 0.498249 0.443682 0.400430 0.365718 0.337070
0.410548 0.793460 0.615288 0.549896 0.492934 0.446973 0.409590 0.378397
0.439266 0.827001 0.670852 0.605816 0.547254 0.498999 0.458820 0.424537
0.469993 0.859607 0.728273 0.665956 0.607174 0.557252 0.514494 0.477007
0.502869 0.889961 0.784173 0.726658 0.670673 0.621531 0.577508 0.537808
0.538045 0.917245 0.836172 0.785937 0.736307 0.691140 0.648468 0.608740
0.575681 0.941434 0.883540 0.843205 0.802993 0.764835 0.727063 0.690629
0.615950 0.962101 0.924577 0.895190 0.865878 0.837141 0.808370 0.779839
0.659036 0.978563 0.957395 0.938595 0.919865 0.901072 0.882256 0.863296
0.705136 0.990541 0.981250 0.972101 0.962986 0.953731 0.944472 0.935014
0.754460 0.997696 0.995463 0.993266 0.991073 0.988832 0.986592 0.984303
0.807235 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
