# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.041921 0.980810 1.814328 1.924116 1.957080 1.967320 1.982393 1.946436
0.044867 0.977716 1.804717 1.896604 1.941468 1.949969 1.970449 1.943184
0.048020 0.975218 1.800900 1.884235 1.927729 1.945311 1.976711 1.961199
0.051395 0.971706 1.788945 1.858231 1.916315 1.944218 1.986579 1.988292
0.055008 0.968227 1.786027 1.853623 1.909853 1.939547 1.993682 2.017786
0.058874 0.963832 1.777698 1.839917 1.900134 1.940445 1.999234 2.022006
0.063012 0.959260 1.772442 1.844725 1.903553 1.951548 2.019758 2.037002
0.067440 0.954094 1.763604 1.850899 1.906696 1.961066 2.040838 2.036722
0.072180 0.948858 1.755265 1.865448 1.929698 1.987720 2.079456 2.072419
0.077253 0.941893 1.742636 1.892196 1.972121 2.052918 2.174481 2.183488
0.082683 0.936169 1.729157 1.937327 2.063398 2.171394 2.321629 2.380936
0.088494 0.929220 1.711625 1.982736 2.149337 2.284386 2.473885 2.607268
0.094714 0.922223 1.695111 2.027730 2.230603 2.412545 2.648518 2.845724
0.101371 0.914751 1.679945 2.066558 2.310280 2.533132 2.796900 3.026596
0.108495 0.907456 1.665981 2.108919 2.385688 2.633640 2.873974 3.151088
0.116121 0.899343 1.650405 2.140473 2.446142 2.713768 2.944197 3.256829
0.124282 0.890655 1.632671 2.159702 2.498473 2.765895 2.979982 3.286383
0.133017 0.880849 1.611176 2.161557 2.533383 2.810078 3.038686 3.338504
0.142366 0.870809 1.586767 2.149291 2.544134 2.841342 3.080812 3.361971
0.152371 0.860462 1.561093 2.142608 2.574863 2.908115 3.161803 3.436451
0.163081 0.849855 1.535073 2.141320 2.617009 2.991368 3.267669 3.547714
0.174542 0.839536 1.510329 2.139496 2.643754 3.062463 3.374161 3.668203
0.186810 0.829032 1.487760 2.132376 2.660323 3.123166 3.462596 3.763751
0.199939 0.817800 1.469602 2.123215 2.676509 3.182723 3.550215 3.850181
0.213992 0.805112 1.452930 2.111887 2.687871 3.233609 3.647149 3.955565
0.229032 0.790395 1.434767 2.088843 2.681890 3.268521 3.731582 4.059232
0.245129 0.771506 1.414453 2.057414 2.682052 3.309839 3.811236 4.144555
0.262357 0.746644 1.384141 2.024614 2.693281 3.357128 3.909342 4.270100
0.280797 0.714970 1.330575 1.991161 2.700742 3.414044 4.001812 4.405695
0.300532 0.678923 1.266555 1.937507 2.670312 3.418519 4.039917 4.517067
0.321654 0.637012 1.216075 1.882807 2.625098 3.409241 4.084286 4.635077
0.344261 0.588594 1.143177 1.769616 2.491300 3.258459 3.941387 4.532574
0.368457 0.532296 1.039072 1.618925 2.306320 3.034131 3.709238 4.311893
0.394353 0.464207 0.906950 1.411392 2.011880 2.630673 3.205620 3.716725
0.422070 0.389205 0.753087 1.169495 1.653328 2.142436 2.584481 2.968192
0.451734 0.316773 0.604376 0.933270 1.303908 1.682310 2.010611 2.287249
0.483483 0.258202 0.488711 0.746937 1.031256 1.325559 1.574051 1.778015
0.517464 0.216450 0.410018 0.621340 0.849171 1.085494 1.285577 1.447787
0.553833 0.186895 0.359864 0.543403 0.736894 0.936471 1.111643 1.256123
0.592758 0.156836 0.311041 0.470625 0.635411 0.803765 0.958445 1.094287
0.634419 0.111362 0.223391 0.337769 0.453674 0.571082 0.683579 0.790304
0.679008 0.054938 0.109903 0.165551 0.220629 0.276631 0.332481 0.387354
0.726731 0.014549 0.029090 0.043791 0.057881 0.072444 0.087537 0.102539
0.777808 0.001270 0.002540 0.003819 0.004998 0.006253 0.007613 0.008972
