# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.035112 0.990061 1.949809 2.808207 3.640883 4.465443 5.208579 5.948191
0.037649 0.988488 1.946297 2.794917 3.610129 4.451011 5.303197 6.140726
0.040370 0.986590 1.938262 2.767218 3.576125 4.385443 5.244566 6.053275
0.043288 0.984926 1.928543 2.733342 3.506782 4.277062 5.019147 5.742210
0.046416 0.983377 1.920397 2.708798 3.462524 4.224073 4.932426 5.593655
0.049770 0.980085 1.909800 2.675586 3.385521 4.088803 4.744613 5.373054
0.053367 0.978048 1.900636 2.644004 3.328020 4.038655 4.713823 5.377632
0.057224 0.974251 1.885950 2.603648 3.258717 3.917386 4.566460 5.148857
0.061359 0.971647 1.876189 2.566264 3.177668 3.796117 4.385434 4.932227
0.065793 0.966838 1.862013 2.528191 3.103948 3.687465 4.229686 4.727596
0.070548 0.962773 1.846986 2.490000 3.033214 3.582574 4.100362 4.549820
0.075646 0.958066 1.831722 2.452082 2.965474 3.485990 3.959576 4.373566
0.081113 0.952496 1.816675 2.418745 2.899820 3.379930 3.822002 4.199273
0.086975 0.946325 1.800037 2.385761 2.839225 3.282008 3.680368 4.025483
0.093260 0.940209 1.785210 2.360024 2.791852 3.213475 3.598464 3.918793
0.100000 0.933489 1.768885 2.336215 2.753397 3.152652 3.509890 3.801391
0.107227 0.925090 1.749177 2.313848 2.722960 3.106577 3.450630 3.731980
0.114976 0.916408 1.731922 2.299265 2.707382 3.081628 3.415881 3.691093
0.123285 0.906843 1.712902 2.287766 2.702399 3.074945 3.407054 3.692617
0.132194 0.897101 1.694307 2.280558 2.711083 3.090038 3.423349 3.721894
0.141747 0.886608 1.675438 2.274563 2.721716 3.107568 3.439187 3.750933
0.151991 0.875237 1.654765 2.268128 2.736538 3.134142 3.472456 3.804479
0.162975 0.863006 1.633359 2.261636 2.753977 3.166687 3.505901 3.851623
0.174753 0.850058 1.611162 2.255114 2.772574 3.204337 3.545435 3.903240
0.187382 0.836106 1.587750 2.246253 2.791910 3.246425 3.593278 3.963220
0.200923 0.821856 1.564404 2.237353 2.812576 3.298362 3.657330 4.037707
0.215444 0.805384 1.536641 2.220414 2.825152 3.341161 3.715553 4.105399
0.231013 0.786417 1.504788 2.199126 2.836403 3.386353 3.782502 4.187825
0.247708 0.764781 1.467010 2.169019 2.838474 3.420927 3.846907 4.278687
0.265609 0.738717 1.421398 2.129730 2.831122 3.446865 3.910971 4.383045
0.284804 0.706790 1.366201 2.076402 2.804160 3.449873 3.955475 4.475744
0.305386 0.669373 1.303129 2.009771 2.756391 3.430282 3.981343 4.552666
0.327455 0.624585 1.227123 1.916938 2.666094 3.353976 3.941169 4.550809
0.351119 0.573018 1.135180 1.790311 2.516876 3.191499 3.787930 4.402701
0.376494 0.513964 1.022129 1.619355 2.288293 2.909589 3.470019 4.042105
0.403702 0.448556 0.890383 1.408776 1.988917 2.521914 3.004131 3.492402
0.432876 0.380496 0.750835 1.179935 1.656296 2.086564 2.471210 2.859305
0.464159 0.315997 0.619944 0.964984 1.343296 1.679514 1.973638 2.270569
0.497702 0.259640 0.509184 0.785220 1.083226 1.346694 1.571947 1.800151
0.533670 0.213313 0.421593 0.645453 0.883142 1.095728 1.275595 1.458161
0.572237 0.173604 0.346950 0.528256 0.717386 0.891321 1.041321 1.193423
0.613591 0.132837 0.267105 0.404523 0.545268 0.679541 0.801797 0.925358
0.657933 0.086499 0.173916 0.262085 0.350731 0.438352 0.522872 0.607783
0.705480 0.042134 0.084549 0.127037 0.168967 0.211685 0.254208 0.296720
0.756463 0.013279 0.026605 0.039935 0.052823 0.066349 0.079905 0.093436
0.811131 0.002308 0.004621 0.006936 0.009122 0.011495 0.013873 0.016247
0.869749 0.000181 0.000362 0.000543 0.000711 0.000902 0.001093 0.001283
0.932603 0.000005 0.000009 0.000014 0.000019 0.000024 0.000029 0.000035
