# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.114976 0.362990 0.129993 0.068999 0.037945 0.023335 0.014414 0.009091
0.123285 0.387107 0.147641 0.082402 0.047561 0.030629 0.019814 0.013086
0.132194 0.412511 0.167432 0.098047 0.059260 0.039865 0.026938 0.018585
0.141747 0.439227 0.189554 0.116189 0.073359 0.051410 0.036190 0.026007
0.151991 0.467219 0.214195 0.137089 0.090176 0.065634 0.047989 0.035815
0.162975 0.496468 0.241550 0.161014 0.110055 0.082947 0.062803 0.048531
0.174753 0.526951 0.271824 0.188227 0.133326 0.103737 0.081087 0.064676
0.187382 0.558502 0.305085 0.218879 0.160240 0.128306 0.103207 0.084688
0.200923 0.591118 0.341571 0.253265 0.191143 0.157047 0.129614 0.109082
0.215444 0.624567 0.381255 0.291448 0.226201 0.190151 0.160546 0.138144
0.231013 0.658721 0.424224 0.333603 0.265668 0.227876 0.196280 0.172174
0.247708 0.693303 0.470330 0.379718 0.309677 0.270390 0.237008 0.211371
0.265609 0.728046 0.519382 0.429765 0.358349 0.317833 0.282895 0.255898
0.284804 0.762592 0.570953 0.483506 0.411665 0.370247 0.334016 0.305823
0.305386 0.796559 0.624462 0.540586 0.469555 0.427685 0.390522 0.361339
0.327455 0.829451 0.678970 0.600263 0.531574 0.489898 0.452335 0.422474
0.351119 0.860739 0.733268 0.661433 0.596888 0.556290 0.519089 0.489052
0.376494 0.889844 0.785877 0.722573 0.664108 0.625740 0.589960 0.560521
0.403702 0.916153 0.835073 0.781660 0.731099 0.696288 0.663229 0.635422
0.432876 0.939111 0.879164 0.836443 0.795151 0.765201 0.736254 0.711305
0.464159 0.958257 0.916653 0.884646 0.853203 0.829128 0.805486 0.784572
0.497702 0.973329 0.946548 0.924406 0.902406 0.884615 0.866924 0.850846
0.533670 0.984372 0.968617 0.954720 0.940816 0.928966 0.917080 0.905982
0.572237 0.991762 0.983445 0.975703 0.967930 0.960983 0.953979 0.947271
0.613591 0.996185 0.992335 0.988604 0.984855 0.981368 0.977846 0.974398
0.657933 0.998499 0.996985 0.995480 0.993970 0.992521 0.991056 0.989601
0.705480 0.999520 0.999036 0.998549 0.998061 0.997583 0.997101 0.996617
0.756463 0.999882 0.999763 0.999643 0.999523 0.999404 0.999284 0.999163
0.811131 0.999980 0.999959 0.999939 0.999918 0.999898 0.999878 0.999857
0.869749 0.999998 0.999996 0.999993 0.999991 0.999989 0.999987 0.999985
0.932603 1.000000 1.000000 1.000000 1.000000 1.000000 0.999999 0.999999
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
