# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.497702 0.929127 0.861755 0.811505 0.762065 0.713763 0.668486 0.628812
0.533670 0.949670 0.900971 0.862117 0.823542 0.785596 0.749035 0.715143
0.572237 0.966679 0.933991 0.906218 0.878485 0.851202 0.824428 0.798556
0.613591 0.979953 0.960091 0.942227 0.924363 0.906831 0.889443 0.872199
0.657933 0.989429 0.978872 0.968923 0.958978 0.949233 0.939526 0.929764
0.705480 0.995402 0.990774 0.986262 0.981750 0.977319 0.972896 0.968419
0.756463 0.998533 0.997047 0.995571 0.994093 0.992627 0.991162 0.989670
0.811131 0.999724 0.999444 0.999164 0.998884 0.998602 0.998320 0.998029
0.869749 0.999979 0.999958 0.999936 0.999915 0.999894 0.999872 0.999849
0.932603 1.000000 0.999999 0.999999 0.999999 0.999998 0.999998 0.999997
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
