# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.139124 1.069648 1.049518 0.299189 0.208842 0.188037 0.192455 0.158136
0.148855 1.007955 0.994902 0.291529 0.205191 0.184599 0.189429 0.157283
0.159267 0.946812 0.940512 0.283577 0.201009 0.181091 0.185651 0.155448
0.170407 0.886375 0.886733 0.275228 0.196064 0.177333 0.180949 0.152363
0.182326 0.826539 0.832998 0.266365 0.190769 0.173222 0.175354 0.148019
0.195079 0.767430 0.779395 0.256826 0.185309 0.168683 0.168940 0.142743
0.208724 0.709194 0.726065 0.246115 0.179848 0.163807 0.161752 0.136630
0.223323 0.651928 0.673184 0.233718 0.174277 0.158588 0.154441 0.130039
0.238944 0.595844 0.620927 0.219476 0.168206 0.152938 0.147379 0.123584
0.255657 0.541063 0.569372 0.204230 0.161750 0.146830 0.140090 0.116837
0.273539 0.487701 0.518442 0.188549 0.154642 0.140057 0.132508 0.109381
0.292672 0.435962 0.468202 0.173753 0.147964 0.133295 0.124727 0.101660
0.313143 0.385791 0.418417 0.160326 0.142297 0.126978 0.116986 0.093809
0.335046 0.337528 0.369302 0.147872 0.137187 0.121801 0.110311 0.086684
0.358481 0.291522 0.321136 0.135657 0.131802 0.117694 0.105051 0.081056
0.383555 0.247560 0.273743 0.123291 0.125292 0.113443 0.101233 0.077102
0.410383 0.205974 0.228154 0.110686 0.116529 0.107531 0.098095 0.074412
0.439087 0.166913 0.184830 0.097492 0.105148 0.099484 0.094150 0.071742
0.469799 0.131090 0.144738 0.083701 0.091179 0.088650 0.087170 0.067543
0.502660 0.099232 0.108725 0.069203 0.074731 0.074487 0.076378 0.061352
0.537819 0.071520 0.077090 0.054246 0.057624 0.058321 0.061239 0.051961
0.575437 0.048245 0.050933 0.039543 0.041327 0.042251 0.044145 0.039617
0.615686 0.029693 0.030757 0.026241 0.026988 0.027645 0.028563 0.027289
0.658750 0.015736 0.016062 0.015023 0.015215 0.015441 0.015834 0.015906
0.704827 0.006335 0.006382 0.006407 0.006428 0.006451 0.006585 0.006621
0.754127 0.001333 0.001334 0.001336 0.001338 0.001340 0.001352 0.001354
0.806874 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
