# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.035112 2.033123 1.939842 1.875721 1.713105 1.487870 1.324633 1.342069
0.037649 1.964816 1.872760 1.812755 1.653642 1.426666 1.266249 1.281644
0.040370 1.896721 1.806214 1.750648 1.594978 1.367984 1.213260 1.229506
0.043288 1.828889 1.740130 1.689338 1.536784 1.309256 1.159097 1.173555
0.046416 1.761353 1.674487 1.629224 1.481080 1.252933 1.105880 1.121504
0.049770 1.694064 1.609236 1.570210 1.426789 1.200324 1.052246 1.075664
0.053367 1.627140 1.544596 1.512493 1.374428 1.148680 1.003243 1.030273
0.057224 1.560592 1.480458 1.455655 1.323959 1.098765 0.953896 0.986013
0.061359 1.494554 1.417202 1.400404 1.275204 1.051551 0.908340 0.943459
0.065793 1.428980 1.354594 1.346203 1.228789 1.007033 0.864810 0.903301
0.070548 1.363976 1.292739 1.293145 1.184569 0.964948 0.824539 0.866498
0.075646 1.299595 1.231742 1.241077 1.141559 0.924366 0.785813 0.831170
0.081113 1.235899 1.171653 1.190131 1.100633 0.886589 0.749275 0.797295
0.086975 1.173008 1.112620 1.140072 1.061113 0.850504 0.714854 0.765525
0.093260 1.110958 1.054649 1.090769 1.022960 0.816294 0.682321 0.735653
0.100000 1.049826 0.997788 1.041973 0.985781 0.783814 0.652238 0.707955
0.107227 0.989672 0.942109 0.993368 0.948665 0.752393 0.623295 0.680632
0.114976 0.930569 0.887688 0.944890 0.911805 0.722307 0.596242 0.654322
0.123285 0.872579 0.834567 0.896353 0.874460 0.692605 0.570136 0.628414
0.132194 0.815728 0.782744 0.847640 0.836118 0.662756 0.545174 0.602670
0.141747 0.760009 0.732186 0.798612 0.796442 0.632642 0.520717 0.576851
0.151991 0.705443 0.682820 0.749323 0.755435 0.602045 0.496858 0.550653
0.162975 0.651993 0.634562 0.699857 0.712916 0.570740 0.473319 0.524464
0.174753 0.599637 0.587238 0.650208 0.668748 0.538549 0.449867 0.498062
0.187382 0.548284 0.540583 0.600324 0.622928 0.505297 0.426091 0.471083
0.200923 0.497880 0.494388 0.550284 0.575538 0.470871 0.401754 0.443258
0.215444 0.448361 0.448423 0.499969 0.526465 0.435099 0.376553 0.414349
0.231013 0.399778 0.402585 0.449394 0.475860 0.397687 0.349724 0.383436
0.247708 0.352217 0.356891 0.398517 0.423752 0.358468 0.320624 0.349811
0.265609 0.305951 0.311645 0.347725 0.370627 0.317485 0.288664 0.312871
0.284804 0.261402 0.267385 0.297614 0.317262 0.275096 0.253659 0.272688
0.305386 0.219130 0.224809 0.249118 0.264930 0.232229 0.216406 0.230561
0.327455 0.179885 0.184835 0.203443 0.215329 0.190376 0.178504 0.188539
0.351119 0.144444 0.148431 0.161894 0.170199 0.151333 0.142225 0.149134
0.376494 0.113451 0.116462 0.125610 0.131041 0.116863 0.109830 0.114514
0.403702 0.087255 0.089480 0.095302 0.098658 0.088154 0.082783 0.085938
0.432876 0.065829 0.067527 0.070992 0.072975 0.065423 0.061479 0.063585
0.464159 0.048696 0.050046 0.051951 0.053056 0.047900 0.045213 0.046575
0.497702 0.035095 0.036140 0.037066 0.037608 0.034387 0.032782 0.033598
0.533670 0.024241 0.024971 0.025328 0.025514 0.023784 0.023004 0.023429
0.572237 0.015581 0.016024 0.016098 0.016086 0.015393 0.015116 0.015293
0.613591 0.008941 0.009166 0.009140 0.009052 0.008925 0.008865 0.008916
0.657933 0.004337 0.004429 0.004395 0.004307 0.004373 0.004368 0.004375
0.705480 0.001660 0.001690 0.001673 0.001619 0.001684 0.001684 0.001683
0.756463 0.000456 0.000462 0.000458 0.000436 0.000462 0.000462 0.000462
0.811131 0.000078 0.000078 0.000078 0.000073 0.000078 0.000078 0.000078
0.869749 0.000006 0.000006 0.000006 0.000006 0.000006 0.000006 0.000006
0.932603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
