# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.037649 1.862204 1.857253 1.068884 1.022672 0.887927 0.868183 0.842951
0.040370 1.793789 1.790091 1.011454 0.965343 0.832081 0.812445 0.789329
0.043288 1.725532 1.723199 0.955396 0.910031 0.777656 0.758383 0.735277
0.046416 1.657492 1.656756 0.901053 0.856358 0.725206 0.706704 0.683830
0.049770 1.589694 1.590643 0.848539 0.804925 0.675675 0.657568 0.634294
0.053367 1.522199 1.525096 0.798000 0.755413 0.628169 0.610580 0.587581
0.057224 1.455000 1.459951 0.749540 0.708044 0.583115 0.566292 0.543774
0.061359 1.388150 1.395411 0.703378 0.663015 0.540788 0.524866 0.502564
0.065793 1.321710 1.331400 0.659562 0.620457 0.501438 0.486607 0.464843
0.070548 1.255747 1.268028 0.618151 0.580382 0.464866 0.451237 0.430436
0.075646 1.190289 1.205378 0.579251 0.542875 0.431135 0.418848 0.399247
0.081113 1.125400 1.143289 0.542618 0.507836 0.400281 0.389556 0.371261
0.086975 1.061164 1.081932 0.508486 0.475285 0.372346 0.363226 0.346291
0.093260 0.997627 1.021235 0.476544 0.445014 0.346845 0.339508 0.324065
0.100000 0.934912 0.961400 0.446840 0.417025 0.323768 0.318300 0.304472
0.107227 0.873063 0.902266 0.419124 0.390973 0.302725 0.299042 0.286787
0.114976 0.812202 0.843937 0.393264 0.366849 0.283482 0.281507 0.270658
0.123285 0.752447 0.786401 0.369004 0.344426 0.265824 0.265386 0.255545
0.132194 0.693919 0.729726 0.346219 0.323551 0.249520 0.250364 0.240992
0.141747 0.636738 0.673939 0.324751 0.304182 0.234521 0.236332 0.226782
0.151991 0.581028 0.619058 0.304360 0.286120 0.220742 0.223274 0.212853
0.162975 0.526959 0.565121 0.284865 0.269245 0.208233 0.211230 0.199281
0.174753 0.474668 0.512212 0.266051 0.253306 0.196926 0.200231 0.186294
0.187382 0.424318 0.460425 0.247713 0.238015 0.186687 0.190142 0.173976
0.200923 0.376094 0.409935 0.229653 0.223093 0.177329 0.180805 0.162525
0.215444 0.330190 0.361001 0.211624 0.208134 0.168470 0.171870 0.151927
0.231013 0.286814 0.313999 0.193460 0.192800 0.159635 0.162877 0.142083
0.247708 0.246233 0.269444 0.175059 0.176743 0.150268 0.153306 0.132729
0.265609 0.208719 0.227863 0.156466 0.159868 0.139904 0.142807 0.123586
0.284804 0.174534 0.189770 0.137861 0.142255 0.128201 0.131035 0.114257
0.305386 0.143882 0.155530 0.119504 0.124135 0.115107 0.117928 0.104383
0.327455 0.116918 0.125413 0.101705 0.105860 0.100780 0.103546 0.093553
0.351119 0.093629 0.099482 0.084803 0.087970 0.085748 0.088345 0.081645
0.376494 0.073939 0.077741 0.069237 0.071266 0.070903 0.073166 0.069055
0.403702 0.057614 0.059953 0.055354 0.056405 0.057061 0.058863 0.056540
0.432876 0.044329 0.045717 0.043382 0.043756 0.044750 0.046054 0.044839
0.464159 0.033665 0.034474 0.033353 0.033332 0.034188 0.035061 0.034461
0.497702 0.025123 0.025587 0.025080 0.024859 0.025409 0.025963 0.025675
0.533670 0.018227 0.018478 0.018270 0.017966 0.018256 0.018591 0.018472
0.572237 0.012604 0.012716 0.012654 0.012336 0.012466 0.012651 0.012628
0.613591 0.008059 0.008092 0.008095 0.007814 0.007862 0.007952 0.007973
0.657933 0.004564 0.004561 0.004580 0.004371 0.004384 0.004422 0.004451
0.705480 0.002148 0.002136 0.002146 0.002018 0.002021 0.002035 0.002053
0.756463 0.000757 0.000750 0.000753 0.000692 0.000692 0.000697 0.000704
0.811131 0.000165 0.000163 0.000163 0.000144 0.000144 0.000145 0.000147
0.869749 0.000017 0.000017 0.000017 0.000014 0.000014 0.000014 0.000014
0.932603 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
