# r C0m=2 C0m=3 C0m=4 C0m=5 C0m=6 C0m=7 C0m=8 C0m=9 C0m=10 C1m=2 C1m=3 C1m=4 C1m=5 C1m=6 C1m=7 C1m=8 C1m=9 C1m=10 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7 C2m=8 C2m=9 C2m=10
0.002154 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000121 0.000054 0.000030 0.000020 0.000013 0.000009 0.000006 0.000004 0.000002
0.002310 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000137 0.000062 0.000035 0.000023 0.000016 0.000010 0.000007 0.000004 0.000003
0.002477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000157 0.000072 0.000041 0.000027 0.000019 0.000013 0.000008 0.000006 0.000004
0.002656 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000178 0.000083 0.000048 0.000032 0.000022 0.000015 0.000010 0.000007 0.000005
0.002848 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000203 0.000094 0.000056 0.000037 0.000026 0.000017 0.000012 0.000009 0.000006
0.003054 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000232 0.000108 0.000064 0.000043 0.000030 0.000021 0.000014 0.000010 0.000007
0.003275 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000264 0.000125 0.000073 0.000050 0.000035 0.000024 0.000017 0.000012 0.000009
0.003511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000299 0.000142 0.000085 0.000058 0.000041 0.000029 0.000020 0.000014 0.000011
0.003765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000341 0.000163 0.000099 0.000068 0.000048 0.000034 0.000024 0.000017 0.000013
0.004037 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000389 0.000186 0.000112 0.000078 0.000056 0.000040 0.000029 0.000021 0.000015
0.004329 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000443 0.000212 0.000127 0.000089 0.000065 0.000047 0.000035 0.000026 0.000019
0.004642 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000505 0.000242 0.000145 0.000101 0.000074 0.000055 0.000040 0.000030 0.000023
0.004977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000575 0.000276 0.000166 0.000116 0.000084 0.000063 0.000047 0.000036 0.000028
0.005337 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000656 0.000315 0.000189 0.000133 0.000097 0.000071 0.000054 0.000042 0.000033
0.005722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000748 0.000361 0.000216 0.000151 0.000112 0.000083 0.000062 0.000048 0.000038
0.006136 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000853 0.000414 0.000247 0.000172 0.000126 0.000094 0.000071 0.000055 0.000044
0.006579 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000972 0.000476 0.000283 0.000198 0.000144 0.000107 0.000081 0.000063 0.000051
0.007055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001109 0.000548 0.000326 0.000227 0.000165 0.000122 0.000093 0.000072 0.000058
0.007565 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001262 0.000630 0.000375 0.000260 0.000189 0.000140 0.000106 0.000083 0.000067
0.008111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001433 0.000720 0.000431 0.000296 0.000216 0.000159 0.000120 0.000094 0.000076
0.008697 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001629 0.000821 0.000496 0.000342 0.000247 0.000182 0.000137 0.000107 0.000086
0.009326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001853 0.000938 0.000568 0.000394 0.000285 0.000210 0.000157 0.000122 0.000098
0.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002108 0.001070 0.000650 0.000452 0.000328 0.000241 0.000180 0.000139 0.000112
0.010723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002395 0.001219 0.000742 0.000518 0.000377 0.000276 0.000207 0.000160 0.000129
0.011498 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002724 0.001389 0.000846 0.000591 0.000432 0.000317 0.000237 0.000184 0.000148
0.012328 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003099 0.001586 0.000966 0.000674 0.000493 0.000363 0.000272 0.000210 0.000169
0.013219 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003518 0.001810 0.001100 0.000769 0.000563 0.000414 0.000310 0.000241 0.000194
0.014175 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003995 0.002066 0.001253 0.000876 0.000643 0.000474 0.000354 0.000275 0.000222
0.015199 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004539 0.002359 0.001431 0.000999 0.000734 0.000542 0.000405 0.000314 0.000254
0.016298 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005151 0.002691 0.001633 0.001139 0.000837 0.000619 0.000464 0.000360 0.000290
0.017475 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005840 0.003067 0.001864 0.001297 0.000955 0.000707 0.000532 0.000413 0.000332
0.018738 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006617 0.003493 0.002131 0.001480 0.001088 0.000808 0.000610 0.000473 0.000381
0.020092 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007497 0.003974 0.002434 0.001691 0.001240 0.000920 0.000697 0.000542 0.000437
0.021544 11862702.384093 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000132 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008502 0.004520 0.002778 0.001931 0.001415 0.001050 0.000795 0.000620 0.000501
0.023101 13556275.696373 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000135 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009644 0.005140 0.003166 0.002205 0.001616 0.001197 0.000905 0.000707 0.000573
0.024771 15447962.623948 7163531.695581 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000138 1.000122 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.010940 0.005848 0.003606 0.002516 0.001847 0.001364 0.001031 0.000805 0.000654
0.026561 17576213.573927 8254962.047338 5332121.578042 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000141 1.000125 1.000115 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.012422 0.006656 0.004109 0.002868 0.002109 0.001559 0.001175 0.000917 0.000746
0.028480 19984429.909563 9499095.822904 6154010.082924 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000144 1.000128 1.000118 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.014107 0.007579 0.004680 0.003269 0.002407 0.001781 0.001342 0.001047 0.000853
0.030539 22715774.616661 10919409.857625 7087060.975243 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000147 1.000131 1.000121 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016039 0.008636 0.005330 0.003725 0.002746 0.002032 0.001532 0.001195 0.000975
0.032745 25786262.684140 12545018.154564 8153140.825163 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000150 1.000134 1.000124 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.018238 0.009848 0.006073 0.004246 0.003133 0.002321 0.001751 0.001366 0.001115
0.035112 29264141.464902 14402034.242452 9372095.894614 5933222.815164 0.000000 0.000000 0.000000 0.000000 0.000000 1.000152 1.000138 1.000127 1.000118 0.000000 0.000000 0.000000 0.000000 0.000000 0.020756 0.011240 0.006922 0.004840 0.003574 0.002651 0.002004 0.001561 0.001274
0.037649 33188809.045795 16537525.828584 10775184.041484 6917902.294996 4918114.995656 0.000000 0.000000 0.000000 0.000000 1.000155 1.000141 1.000130 1.000122 1.000114 0.000000 0.000000 0.000000 0.000000 0.023620 0.012843 0.007901 0.005520 0.004077 0.003028 0.002293 0.001787 0.001458
0.040370 37602819.440889 18978387.306431 12385592.061418 8016033.721297 5721253.995877 4247596.924462 0.000000 0.000000 0.000000 1.000158 1.000144 1.000133 1.000125 1.000117 1.000111 0.000000 0.000000 0.000000 0.026877 0.014673 0.009019 0.006298 0.004652 0.003457 0.002623 0.002046 0.001670
0.043288 42572323.158367 21775810.358131 14243878.880910 9294561.577460 6658786.779264 4970244.196587 3864107.028607 0.000000 0.000000 1.000161 1.000147 1.000136 1.000128 1.000121 1.000114 1.000108 0.000000 0.000000 0.030575 0.016777 0.010305 0.007193 0.005312 0.003945 0.002996 0.002339 0.001911
0.046416 48128125.683496 24957221.809685 16367432.493861 10749016.622894 7721195.870796 5792175.741754 4520115.260904 0.000000 0.000000 1.000164 1.000150 1.000139 1.000131 1.000124 1.000117 1.000111 0.000000 0.000000 0.034751 0.019166 0.011782 0.008215 0.006069 0.004504 0.003422 0.002674 0.002188
0.049770 54320638.054608 28570745.478597 18777932.318007 12410353.700630 8934186.611549 6717678.980087 5249428.031249 4080550.797719 0.000000 1.000167 1.000153 1.000143 1.000134 1.000127 1.000120 1.000115 1.000109 0.000000 0.039474 0.021888 0.013465 0.009391 0.006936 0.005143 0.003906 0.003053 0.002501
0.053367 61248891.911302 32681741.272946 21527572.909681 14328927.910800 10333893.070816 7791192.763433 6096795.376766 4766257.376677 3635306.563889 1.000170 1.000156 1.000146 1.000137 1.000130 1.000124 1.000118 1.000112 1.000107 0.044797 0.024972 0.015390 0.010739 0.007932 0.005876 0.004459 0.003488 0.002861
0.057224 68962570.977138 37345685.847441 24648441.269768 16516327.663878 11944536.994660 9032411.491415 7077781.608422 5558978.184128 4246603.214243 1.000173 1.000159 1.000149 1.000140 1.000133 1.000127 1.000121 1.000116 1.000111 0.050767 0.028471 0.017593 0.012276 0.009074 0.006718 0.005094 0.003985 0.003272
0.061359 77548020.754430 42630749.752062 28189101.439008 19006249.273359 13783459.558662 10457709.266142 8210195.414577 6476570.560988 4951911.915447 1.000175 1.000162 1.000152 1.000144 1.000136 1.000130 1.000124 1.000119 1.000114 0.057424 0.032429 0.020103 0.014048 0.010378 0.007684 0.005825 0.004556 0.003746
0.065793 87151237.556359 48633025.907457 32197443.691189 21843793.491504 15902886.699630 12107067.803286 9524338.265418 7541355.251799 5776819.930337 1.000178 1.000165 1.000155 1.000147 1.000140 1.000133 1.000127 1.000122 1.000117 0.064868 0.036917 0.022946 0.016058 0.011884 0.008792 0.006666 0.005215 0.004291
0.070548 97969932.790056 55452922.422217 36771949.921882 25106661.318671 18348909.283326 14022231.174463 11058308.666732 8789566.094437 6763755.863726 1.000181 1.000168 1.000158 1.000150 1.000143 1.000136 1.000131 1.000125 1.000121 0.073287 0.042001 0.026188 0.018357 0.013596 0.010067 0.007638 0.005976 0.004924
0.075646 110150263.158429 63227319.304773 41962488.731394 28854359.959228 21181015.475209 16252714.725108 12851987.778301 10249399.225187 7933262.705154 1.000184 1.000171 1.000161 1.000153 1.000146 1.000140 1.000134 1.000129 1.000124 0.082823 0.047786 0.029869 0.020970 0.015565 0.011522 0.008751 0.006854 0.005656
0.081113 123811694.095415 72053621.235244 47890307.455692 33166500.662295 24421487.429836 18820628.114552 14928100.736900 11952977.744861 9319034.591499 1.000187 1.000174 1.000164 1.000156 1.000149 1.000143 1.000137 1.000132 1.000127 0.093606 0.054370 0.034065 0.023953 0.017802 0.013191 0.010027 0.007862 0.006501
0.086975 139062638.031420 82099019.740159 54654029.130883 38061243.852253 28122690.849448 21747828.189612 17298798.267638 13898803.063166 10894870.304653 1.000189 1.000177 1.000167 1.000159 1.000152 1.000146 1.000140 1.000135 1.000131 0.105734 0.061873 0.038896 0.027347 0.020350 0.015093 0.011486 0.009012 0.007467
0.093260 156037984.628451 93471558.851574 62382873.982049 43661030.609767 32346256.855244 25118305.672396 20029429.695902 16139027.019719 12705117.437522 1.000192 1.000180 1.000170 1.000162 1.000155 1.000149 1.000144 1.000139 1.000134 0.119260 0.070346 0.044440 0.031243 0.023241 0.017259 0.013155 0.010328 0.008574
0.100000 174908659.558130 106344748.152512 71214409.751962 50075950.065314 37198160.775057 28996094.570646 23190097.802187 18738263.053874 14812460.393604 1.000195 1.000183 1.000173 1.000165 1.000158 1.000152 1.000147 1.000142 1.000137 0.134299 0.079906 0.050743 0.035717 0.026558 0.019736 0.015069 0.011834 0.009844
0.107227 195823325.521415 120834722.699558 81340529.814994 57424649.917149 42783076.159720 33463158.953619 26835058.107108 21750073.958363 17278831.167472 1.000197 1.000186 1.000176 1.000168 1.000162 1.000156 1.000150 1.000145 1.000141 0.150958 0.090651 0.057948 0.040860 0.030371 0.022588 0.017259 0.013554 0.011301
0.114976 219064689.678636 137133104.585490 92907751.335801 65866880.487825 49208391.116789 38614518.471166 31060749.735494 25264473.025318 20158995.870524 1.000200 1.000189 1.000179 1.000171 1.000165 1.000159 1.000153 1.000148 1.000144 0.169517 0.102754 0.066187 0.046804 0.034780 0.025872 0.019782 0.015535 0.012969
0.123285 244884209.930501 155397804.058314 106079786.579251 75527838.372222 56584627.631483 44496788.387426 35863224.779020 29283393.997583 23471754.921991 1.000203 1.000192 1.000182 1.000175 1.000168 1.000162 1.000157 1.000152 1.000147 0.190219 0.116406 0.075549 0.053628 0.039939 0.029668 0.022671 0.017801 0.014870
0.132194 273527683.659487 175773361.401955 121024865.012744 86597458.308419 65062059.297547 51252472.935772 41385574.956718 33895081.581324 27277051.558345 1.000205 1.000195 1.000185 1.000178 1.000171 1.000165 1.000160 1.000155 1.000151 0.213360 0.131795 0.086175 0.061432 0.045900 0.034088 0.026018 0.020415 0.017051
0.141747 305335616.653714 198480846.733435 137904723.439781 99271213.685922 74791541.484519 59003841.192126 47722493.618087 39205239.905249 31704041.817811 1.000208 1.000198 1.000188 1.000181 1.000174 1.000168 1.000163 1.000158 1.000154 0.239297 0.149232 0.098225 0.070374 0.052734 0.039211 0.029916 0.023469 0.019594
0.151991 340190469.035093 223719826.182177 157127195.357583 113918397.465240 86005451.837820 67949910.287163 55034312.962273 45315512.815715 36818741.810265 1.000211 1.000200 1.000192 1.000184 1.000178 1.000172 1.000166 1.000162 1.000157 0.267627 0.168932 0.112155 0.080744 0.060635 0.045178 0.034493 0.027051 0.022553
0.162975 378436071.093014 251751997.559807 178826560.363168 130705225.840893 99023559.719474 78339891.717381 63537336.302868 52416227.298164 42795578.797632 1.000213 1.000203 1.000195 1.000187 1.000181 1.000175 1.000170 1.000165 1.000161 0.298268 0.190973 0.128093 0.092756 0.069812 0.052160 0.039896 0.031308 0.026055
0.174753 420558199.568704 282850347.170964 203255953.195294 150009153.381098 114184025.276866 90400738.612932 73397869.427531 60653602.081361 49734538.757616 1.000216 1.000206 1.000198 1.000191 1.000184 1.000178 1.000173 1.000168 1.000164 0.331375 0.215336 0.146132 0.106717 0.080600 0.060368 0.046295 0.036371 0.030196
0.187382 467398192.656163 317374610.994499 230448533.270318 172077246.558409 131873033.812511 104542016.544215 84963483.037936 70244792.433588 57805795.152598 1.000218 1.000209 1.000201 1.000194 1.000188 1.000182 1.000177 1.000172 1.000168 0.367123 0.242086 0.166244 0.122784 0.093224 0.070107 0.053951 0.042445 0.035127
0.200923 519768055.942899 356126058.729965 260706540.042769 197205295.626411 152437601.081439 121240153.490867 98680504.240836 81616231.241335 67376083.370793 1.000220 1.000211 1.000204 1.000197 1.000191 1.000185 1.000180 1.000175 1.000171 0.405719 0.271703 0.188547 0.141049 0.107821 0.081753 0.063186 0.049830 0.041130
0.215443 578912410.895173 399785321.684632 294538866.497818 225449838.964636 176029664.973615 140779648.541716 114939561.057849 95242452.315240 78852944.654086 1.000223 1.000214 1.000206 1.000200 1.000194 1.000189 1.000184 1.000179 1.000175 0.447488 0.304270 0.213275 0.161619 0.124531 0.095386 0.074259 0.058894 0.048545
0.231013 645988946.945323 449270717.142496 332608901.828537 256964252.743984 202897709.119279 163736924.856668 134248426.756497 111539442.846061 92667993.736134 1.000225 1.000217 1.000209 1.000203 1.000198 1.000192 1.000188 1.000183 1.000179 0.492561 0.340044 0.240671 0.184456 0.143520 0.111272 0.087380 0.069836 0.057649
0.247708 721932641.622133 505634490.360353 375906032.115512 292277306.463093 232982004.949456 190229864.722583 157055852.414032 131048929.829042 109345790.881018 1.000227 1.000219 1.000212 1.000206 1.000201 1.000196 1.000191 1.000187 1.000183 0.540612 0.379109 0.271180 0.209556 0.164696 0.129513 0.102801 0.082968 0.068738
0.265609 807977878.933670 569968533.561514 425244331.320628 332410718.345245 266614131.038007 219884012.088272 183277789.247344 154048668.859153 129397841.140326 1.000229 1.000222 1.000215 1.000209 1.000204 1.000199 1.000195 1.000191 1.000187 0.591184 0.421395 0.304795 0.237192 0.187918 0.149848 0.120481 0.098431 0.082133
0.284804 905499582.499108 644147083.040249 481999826.129659 378366943.356310 304747297.680168 253264364.365407 213218068.609991 180744778.002107 152923611.780949 1.000232 1.000224 1.000217 1.000212 1.000207 1.000203 1.000199 1.000195 1.000191 0.643347 0.467196 0.341800 0.267623 0.213309 0.172343 0.140522 0.116297 0.097878
0.305386 1013148472.142444 729264214.593421 547765581.527743 431592014.568074 348478427.516921 291213699.367472 247149699.666285 211125696.906247 180133234.637000 1.000233 1.000227 1.000220 1.000215 1.000210 1.000206 1.000202 1.000198 1.000195 0.694847 0.515858 0.382472 0.301261 0.241088 0.197023 0.162889 0.136497 0.116033
0.327455 1128368869.574322 826938416.031339 624514162.951488 493754897.788194 399133730.406073 334900712.919243 285812452.782095 245547903.658239 211157885.056578 1.000235 1.000229 1.000223 1.000218 1.000213 1.000209 1.000205 1.000202 1.000199 0.743540 0.567539 0.427549 0.338747 0.271800 0.224169 0.187483 0.158896 0.136512
0.351119 1247497671.019450 937224642.676993 714029949.176286 566959974.291178 458529988.913819 385751110.324263 330452986.651333 285032215.575933 246712272.499729 1.000237 1.000231 1.000225 1.000220 1.000216 1.000212 1.000208 1.000205 1.000202 0.788913 0.621678 0.477878 0.381302 0.306545 0.254365 0.214554 0.183632 0.159394
0.376494 1367376756.729647 1058397208.924125 817306736.210774 651610397.136002 528178172.162473 445154580.399117 382168240.469105 330654096.714991 287822421.797315 1.000238 1.000233 1.000228 1.000223 1.000219 1.000215 1.000212 1.000208 1.000206 0.830679 0.676781 0.533461 0.428631 0.346426 0.288540 0.244437 0.210821 0.184722
0.403702 1481861630.339132 1187207888.524643 934805127.933927 749262632.577510 609254917.494294 514511189.987638 441999819.731170 383292353.204165 335091947.106714 1.000239 1.000235 1.000231 1.000226 1.000222 1.000218 1.000215 1.000212 1.000209 0.867502 0.730951 0.593373 0.481307 0.391638 0.327426 0.277791 0.240805 0.212379
0.432876 1585922532.503999 1319128128.188750 1064288125.150399 861215679.628149 702850542.938631 595213404.073579 511929665.925036 444275478.739363 389440655.897297 1.000240 1.000237 1.000233 1.000229 1.000225 1.000221 1.000218 1.000215 1.000212 0.898837 0.782883 0.654941 0.539304 0.442543 0.371918 0.316111 0.274447 0.242777
0.464159 1673705212.556777 1445552946.068615 1201919087.423614 987697314.790701 810575536.694467 688926067.567122 593726653.820441 515562410.372267 452363788.547887 1.000241 1.000239 1.000235 1.000232 1.000228 1.000224 1.000221 1.000218 1.000215 0.922944 0.828972 0.715794 0.602021 0.499420 0.422726 0.360679 0.313264 0.277074
0.497702 1745325194.450302 1561973368.511195 1344361285.368142 1126009053.136134 934665365.808162 797578601.656839 688895280.150683 599605688.005765 526063117.102555 1.000242 1.000240 1.000238 1.000234 1.000230 1.000227 1.000224 1.000221 1.000219 0.941934 0.869350 0.775335 0.667011 0.563333 0.480771 0.412289 0.358777 0.316682
0.533670 1801777997.863951 1663517572.221366 1482287766.618118 1272157784.937641 1075169203.242282 922708038.649491 799079861.290726 697616300.492328 612624890.556761 1.000242 1.000241 1.000239 1.000237 1.000233 1.000230 1.000227 1.000224 1.000222 0.957076 0.903934 0.830211 0.731932 0.632687 0.546128 0.471543 0.411323 0.362580
0.572237 1845133689.270841 1745245953.362163 1605654507.745769 1421475076.516474 1230379852.001322 1065078435.082381 925628162.411223 811677717.641187 714487481.299011 1.000243 1.000242 1.000241 1.000239 1.000236 1.000233 1.000230 1.000228 1.000225 0.969741 0.932211 0.878160 0.796274 0.705733 0.617695 0.538005 0.471690 0.415762
