# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.055262 1.948612 2.937946 3.928373 4.911294 5.800487 6.735959
0.059255 1.941213 2.927972 3.918336 4.892883 5.902722 7.107711
0.063538 1.933974 2.918464 3.908612 4.899518 5.907820 6.818132
0.068129 1.922444 2.906490 3.900481 4.902055 5.904070 6.835766
0.073053 1.910322 2.894116 3.887276 4.879173 5.884401 6.915690
0.078332 1.898552 2.878433 3.864881 4.855080 5.850728 6.866954
0.083993 1.883100 2.859929 3.844705 4.829776 5.839587 6.889317
0.090063 1.865990 2.841505 3.818670 4.809860 5.782428 6.764817
0.096571 1.846356 2.814000 3.796751 4.773679 5.766539 6.762102
0.103550 1.823984 2.786924 3.763195 4.745462 5.723823 6.720014
0.111034 1.798774 2.758386 3.728679 4.710910 5.697153 6.663078
0.119058 1.769050 2.721491 3.688941 4.669176 5.653412 6.664924
0.127662 1.736615 2.681872 3.645359 4.618727 5.606965 6.587812
0.136887 1.699633 2.635403 3.590499 4.559321 5.531450 6.510850
0.146780 1.657643 2.582627 3.531815 4.495560 5.470176 6.453615
0.157387 1.609923 2.523679 3.463694 4.421343 5.394378 6.363503
0.168761 1.556844 2.456768 3.388241 4.337298 5.300052 6.278690
0.180957 1.496789 2.380832 3.300943 4.242046 5.194866 6.163238
0.194034 1.429897 2.295311 3.202286 4.132952 5.082894 6.042002
0.208057 1.356375 2.199206 3.090449 4.011734 4.950652 5.900391
0.223092 1.274843 2.092985 2.965723 3.872568 4.802151 5.749596
0.239215 1.185565 1.974027 2.824340 3.713891 4.630946 5.566913
0.256502 1.089023 1.843083 2.668268 3.538735 4.440398 5.364030
0.275039 0.985808 1.699523 2.494213 3.340643 4.224423 5.133631
0.294915 0.876956 1.545260 2.303489 3.122539 3.983747 4.874366
0.316228 0.764099 1.380222 2.095496 2.880177 3.715439 4.586093
0.339081 0.649488 1.207152 1.873354 2.617186 3.418817 4.261683
0.363585 0.535843 1.029123 1.637370 2.332996 3.094171 3.905248
0.389860 0.426845 0.850684 1.394401 2.033250 2.746000 3.514995
0.418034 0.325938 0.677111 1.148302 1.721155 2.376654 3.096556
0.448245 0.236631 0.515024 0.908590 1.406306 1.993181 2.653245
0.480638 0.162113 0.371008 0.684235 1.099925 1.608440 2.197120
0.515372 0.103643 0.250274 0.484978 0.814084 1.235647 1.740538
0.552617 0.060990 0.156303 0.319696 0.563276 0.892094 1.304896
0.592553 0.032620 0.088878 0.192711 0.358667 0.596844 0.911886
0.635375 0.015634 0.045377 0.104636 0.206393 0.362769 0.582916
0.681292 0.006527 0.020253 0.049980 0.105195 0.196405 0.334021
0.730527 0.002348 0.007781 0.020541 0.046271 0.092285 0.167140
0.783320 0.000688 0.002476 0.007045 0.017108 0.036659 0.071053
0.839929 0.000161 0.000622 0.001943 0.005123 0.011877 0.024807
0.900628 0.000029 0.000120 0.000414 0.001194 0.003020 0.006848
0.965714 0.000003 0.000017 0.000067 0.000213 0.000585 0.001445
