# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.032745 0.989501 1.967152 2.891056 3.774449 4.593789 5.452243 6.305572
0.035112 0.992893 1.969958 2.892666 3.788873 4.647334 5.525514 6.394197
0.037649 0.989150 1.963041 2.879747 3.773753 4.622587 5.450538 6.283264
0.040370 0.990040 1.961727 2.867584 3.760208 4.601993 5.412960 6.272815
0.043288 0.984788 1.950705 2.842100 3.706016 4.531666 5.366029 6.176756
0.046416 0.985098 1.949338 2.829853 3.679101 4.463307 5.226957 5.981705
0.049770 0.981636 1.939622 2.803049 3.631988 4.398096 5.147480 5.914400
0.053367 0.980596 1.933181 2.780733 3.588063 4.331687 5.070662 5.824356
0.057224 0.977758 1.926331 2.755952 3.534947 4.249357 4.953096 5.665963
0.061359 0.974150 1.917426 2.731409 3.486337 4.156757 4.816915 5.499229
0.065793 0.970904 1.908044 2.704106 3.441689 4.079201 4.710582 5.360395
0.070548 0.967986 1.898965 2.677342 3.385825 3.985177 4.566407 5.174259
0.075646 0.963883 1.887435 2.645377 3.326724 3.893257 4.444448 5.023203
0.081113 0.958065 1.874047 2.614081 3.270191 3.796286 4.302265 4.838048
0.086975 0.954527 1.865031 2.588082 3.219182 3.705475 4.170657 4.665605
0.093260 0.948013 1.849685 2.554030 3.152225 3.596887 4.021721 4.476496
0.100000 0.941709 1.834516 2.521217 3.094387 3.502386 3.890994 4.312765
0.107227 0.935205 1.819817 2.492975 3.039810 3.413825 3.767036 4.151404
0.114976 0.927358 1.803911 2.463218 2.984603 3.319631 3.627564 3.966577
0.123285 0.918443 1.785297 2.435100 2.934933 3.240579 3.514456 3.817692
0.132194 0.908065 1.764923 2.404583 2.883416 3.164839 3.404288 3.671037
0.141747 0.897671 1.744682 2.376365 2.838508 3.102338 3.308427 3.536923
0.151991 0.884395 1.720625 2.343506 2.790352 3.043163 3.216135 3.406903
0.162975 0.870778 1.696487 2.308590 2.741649 2.989757 3.135153 3.290830
0.174753 0.853573 1.667225 2.264514 2.686547 2.940976 3.067604 3.196647
0.187382 0.834904 1.636564 2.214300 2.624945 2.890014 3.006305 3.118522
0.200923 0.814027 1.603122 2.156133 2.554350 2.832252 2.949823 3.063423
0.215444 0.790814 1.566239 2.089066 2.472606 2.763692 2.891670 3.023247
0.231013 0.765113 1.525508 2.013350 2.378592 2.675068 2.815484 2.976184
0.247708 0.738277 1.483379 1.936561 2.284066 2.579853 2.730123 2.920057
0.265609 0.709274 1.436420 1.856724 2.188833 2.478231 2.629552 2.833794
0.284804 0.678553 1.384937 1.776704 2.099570 2.382821 2.532154 2.735559
0.305386 0.645080 1.325648 1.693101 2.014306 2.296582 2.446030 2.634984
0.327455 0.608876 1.258296 1.605379 1.930439 2.218800 2.377665 2.547392
0.351119 0.569524 1.181295 1.511253 1.841558 2.140713 2.319732 2.473801
0.376494 0.526258 1.092187 1.405932 1.736981 2.046813 2.255318 2.405302
0.403702 0.478922 0.990797 1.287650 1.610459 1.925085 2.165760 2.325741
0.432876 0.427197 0.879030 1.156736 1.460710 1.770116 2.034924 2.214324
0.464159 0.371404 0.759622 1.014914 1.291413 1.583052 1.853765 2.054306
0.497702 0.313416 0.637782 0.867080 1.111906 1.374284 1.630523 1.843792
0.533670 0.254420 0.515857 0.714982 0.925588 1.149509 1.374476 1.581108
0.572237 0.195450 0.394998 0.558467 0.729583 0.907294 1.087861 1.264230
0.613591 0.137927 0.277644 0.400411 0.526882 0.654939 0.785081 0.915993
0.657933 0.086262 0.173212 0.254195 0.336343 0.417883 0.500205 0.583780
0.705480 0.045000 0.090453 0.134633 0.179051 0.222742 0.266582 0.311099
0.756463 0.017082 0.034410 0.051637 0.068907 0.086011 0.103129 0.120549
0.811131 0.003658 0.007367 0.011075 0.014790 0.018528 0.022266 0.026109
0.869749 0.000297 0.000597 0.000896 0.001196 0.001499 0.001802 0.002123
0.932603 0.000005 0.000011 0.000016 0.000021 0.000026 0.000032 0.000038
