# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.008111 3.909661 3.748033 2.592908 2.395424 2.369198 2.323787 3.332205
0.008697 3.839842 3.678513 2.523131 2.342454 2.321130 2.228477 2.639057
0.009326 3.770040 3.608987 2.453648 2.249399 2.200580 2.229678 2.367124
0.010000 3.700196 3.539492 2.383976 2.169611 2.143348 2.149624 2.282382
0.010723 3.630463 3.470494 2.314642 2.095623 2.065759 2.063797 2.197225
0.011498 3.560754 3.401582 2.247238 2.023689 1.983813 1.901181 1.969441
0.012328 3.491088 3.332496 2.178832 1.966573 1.914016 1.816950 1.812379
0.013219 3.421301 3.262937 2.111265 1.896932 1.824280 1.750926 1.676186
0.014175 3.351587 3.193803 2.044098 1.827161 1.756964 1.698547 1.600559
0.015199 3.281919 3.124780 1.977062 1.763632 1.692256 1.607541 1.547271
0.016298 3.212261 3.055807 1.910431 1.696309 1.622212 1.522599 1.481985
0.017475 3.142584 2.986952 1.844239 1.629287 1.552905 1.477705 1.458292
0.018738 3.072950 2.918011 1.777233 1.565773 1.486161 1.412289 1.387810
0.020092 3.003390 2.848785 1.710732 1.500301 1.422806 1.356122 1.317555
0.021544 2.933816 2.779794 1.644129 1.432345 1.361864 1.304238 1.260306
0.023101 2.864215 2.710899 1.578951 1.366886 1.292439 1.236502 1.189253
0.024771 2.794698 2.642631 1.514957 1.303897 1.227587 1.174699 1.133552
0.026561 2.725249 2.574424 1.451248 1.241796 1.165533 1.112467 1.073887
0.028480 2.655838 2.506165 1.387933 1.180290 1.104526 1.051630 1.009294
0.030539 2.586445 2.438322 1.325625 1.119141 1.042529 0.989522 0.945294
0.032745 2.517096 2.370793 1.264756 1.059308 0.983835 0.930684 0.887579
0.035112 2.447829 2.303118 1.204227 1.000863 0.926411 0.871966 0.829229
0.037649 2.378602 2.235753 1.145064 0.942764 0.868105 0.814755 0.772257
0.040370 2.309480 2.168556 1.086964 0.886578 0.813439 0.760881 0.719402
0.043288 2.240405 2.101762 1.030959 0.832952 0.759644 0.708100 0.666227
0.046416 2.171468 2.035329 0.976120 0.780960 0.708712 0.658699 0.617877
0.049770 2.102680 1.969603 0.923325 0.731465 0.659842 0.610752 0.570105
0.053367 2.033957 1.904053 0.872488 0.684302 0.613291 0.564815 0.525017
0.057224 1.965424 1.839205 0.823659 0.639357 0.569579 0.521911 0.482529
0.061359 1.897032 1.774742 0.776834 0.597027 0.528353 0.481943 0.442791
0.065793 1.828810 1.710847 0.732107 0.557175 0.490093 0.444833 0.405850
0.070548 1.760860 1.647545 0.689602 0.520057 0.454823 0.411229 0.372415
0.075646 1.693066 1.584748 0.649414 0.485673 0.422156 0.380224 0.341796
0.081113 1.625551 1.522620 0.611322 0.453842 0.392463 0.352251 0.314424
0.086975 1.558347 1.461192 0.575504 0.424909 0.365768 0.327713 0.290716
0.093260 1.491418 1.400345 0.541611 0.398459 0.341642 0.306074 0.270225
0.100000 1.424852 1.340218 0.509603 0.374300 0.319954 0.286997 0.252510
0.107227 1.358627 1.280817 0.479346 0.352359 0.300561 0.270563 0.237597
0.114976 1.292786 1.222072 0.450606 0.332340 0.282959 0.255924 0.224873
0.123285 1.227437 1.164201 0.423280 0.314058 0.267114 0.243089 0.214128
0.132194 1.162541 1.106924 0.397077 0.297187 0.252607 0.231582 0.204940
0.141747 1.098179 1.050340 0.371884 0.281489 0.239176 0.221019 0.196780
0.151991 1.034442 0.994472 0.347675 0.266778 0.226701 0.211192 0.189279
0.162975 0.971353 0.939409 0.324336 0.252793 0.214978 0.201794 0.182065
0.174753 0.908974 0.884956 0.301795 0.239399 0.203870 0.192583 0.174785
0.187382 0.847399 0.831262 0.280074 0.226417 0.193180 0.183301 0.167190
0.200923 0.786683 0.778225 0.259234 0.213819 0.182856 0.173948 0.159134
0.215444 0.726876 0.725800 0.239238 0.201492 0.172694 0.164456 0.150556
0.231013 0.668122 0.673981 0.220270 0.189563 0.162619 0.154846 0.141456
0.247708 0.610425 0.622583 0.202447 0.178119 0.152556 0.145105 0.131804
0.265609 0.553897 0.571549 0.185953 0.167361 0.142561 0.135374 0.121736
0.284804 0.498658 0.520817 0.171004 0.157546 0.132967 0.126021 0.111654
0.305386 0.444853 0.470300 0.157670 0.148700 0.124045 0.117429 0.102032
0.327455 0.392645 0.420026 0.145834 0.140636 0.116020 0.109967 0.093371
0.351119 0.342243 0.370053 0.135111 0.132972 0.108948 0.103766 0.086071
0.376494 0.293890 0.320615 0.124882 0.125255 0.102689 0.098681 0.080359
0.403702 0.247821 0.272015 0.114392 0.116908 0.096762 0.094198 0.076108
0.432876 0.204384 0.224864 0.103081 0.107269 0.090369 0.089474 0.072739
0.464159 0.164006 0.180022 0.090726 0.095733 0.082555 0.083420 0.069219
0.497702 0.127260 0.138650 0.077302 0.082061 0.072631 0.074872 0.064143
0.533670 0.094689 0.101836 0.062949 0.066638 0.060669 0.063432 0.056505
0.572237 0.066667 0.070406 0.048181 0.050475 0.047361 0.049588 0.046000
0.613591 0.043430 0.044905 0.034052 0.035169 0.034001 0.035231 0.033975
0.657933 0.025186 0.025523 0.021556 0.021960 0.021801 0.022305 0.022206
0.705480 0.012110 0.012071 0.011208 0.011293 0.011429 0.011565 0.011738
0.756463 0.004217 0.004144 0.004037 0.004039 0.004110 0.004127 0.004223
0.811131 0.000831 0.000802 0.000787 0.000786 0.000798 0.000798 0.000820
0.869749 0.000062 0.000059 0.000058 0.000058 0.000058 0.000058 0.000061
0.932603 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
