# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.111034 1.667411 1.855824 1.954558 2.007860 2.034675 2.020391
0.119058 1.643888 1.855694 1.953010 2.001364 2.046448 2.052397
0.127662 1.623456 1.857294 1.966169 2.005881 2.047791 2.075975
0.136887 1.606325 1.853095 1.983854 2.023422 2.058588 2.098073
0.146780 1.587092 1.839877 1.982487 2.039414 2.082545 2.132020
0.157387 1.581384 1.833664 1.953600 2.030449 2.109503 2.178000
0.168761 1.569360 1.820630 1.945626 2.039157 2.122012 2.206259
0.180957 1.558787 1.789514 1.923905 2.060591 2.127360 2.210886
0.194034 1.523008 1.736480 1.876076 2.056751 2.149719 2.222752
0.208057 1.480306 1.675053 1.841161 2.042681 2.151972 2.239651
0.223092 1.457447 1.633350 1.774346 2.024027 2.158414 2.250874
0.239215 1.424689 1.598272 1.718004 1.932699 2.111681 2.263944
0.256502 1.384857 1.564851 1.677588 1.857602 2.025377 2.228892
0.275039 1.294306 1.518383 1.643489 1.786881 1.940595 2.162086
0.294915 1.191155 1.465605 1.628491 1.741104 1.871723 2.082304
0.316228 1.078299 1.398364 1.620960 1.716395 1.813309 1.993033
0.339081 0.957460 1.332687 1.600088 1.699999 1.787264 1.931856
0.363585 0.833275 1.252563 1.590239 1.697523 1.771035 1.872971
0.389860 0.694748 1.168584 1.562643 1.681752 1.754085 1.827379
0.418034 0.544234 1.045304 1.503197 1.649318 1.735624 1.802357
0.448245 0.399073 0.874947 1.377287 1.587941 1.734131 1.807369
0.480638 0.277660 0.729714 1.236769 1.501647 1.729102 1.812881
0.515372 0.208897 0.631233 1.113865 1.391819 1.626326 1.758578
0.552617 0.162622 0.476957 0.889481 1.250943 1.561942 1.705881
0.592553 0.133323 0.317963 0.626469 1.027462 1.392664 1.616229
0.635375 0.107401 0.226166 0.431826 0.850971 1.298559 1.567361
0.681292 0.078241 0.168040 0.305649 0.582847 0.938823 1.357503
0.730527 0.045888 0.116424 0.208498 0.402190 0.662319 1.026481
0.783320 0.021199 0.069209 0.134482 0.261214 0.450414 0.705660
0.839929 0.006144 0.028866 0.068009 0.148814 0.267351 0.453318
0.900628 0.001448 0.007164 0.023426 0.063361 0.121451 0.238969
0.965714 0.000333 0.001024 0.004807 0.016730 0.039465 0.092255
