# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.013689 1.946361 2.098826 2.061380 1.972227 1.866595 1.876557
0.014678 1.941312 2.107131 2.062014 1.992884 1.910187 1.845359
0.015739 1.934698 2.085676 2.081011 1.974127 1.940556 1.995881
0.016876 1.921374 2.089977 2.034341 1.963385 1.915066 1.893409
0.018096 1.915187 2.094467 2.051220 1.961860 1.925589 1.856274
0.019403 1.905341 2.074529 2.049413 1.968884 1.859462 1.893290
0.020806 1.900351 2.093256 2.050532 2.016750 1.916131 1.828603
0.022309 1.902324 2.090603 2.079193 2.028088 1.961206 1.789338
0.023921 1.898374 2.085869 2.080734 2.026373 2.052558 1.841651
0.025650 1.889286 2.077003 2.073822 1.997393 1.980275 2.056005
0.027504 1.873717 2.080158 2.088201 2.013872 1.951294 1.984451
0.029492 1.861299 2.062038 2.069516 1.994072 1.939933 1.911412
0.031623 1.852054 2.050628 2.063516 2.001335 1.974976 1.968772
0.033908 1.842471 2.030551 2.048216 1.977533 1.997655 1.980698
0.036359 1.838734 2.022708 2.033777 1.960388 1.989017 1.942745
0.038986 1.828036 2.008241 2.028284 1.983577 1.989696 1.999983
0.041803 1.827443 1.999086 2.033245 1.975138 1.970691 1.946235
0.044824 1.820098 1.979186 2.030133 1.998750 2.020324 1.889385
0.048064 1.814694 1.967447 2.013642 2.011521 2.012609 1.893839
0.051537 1.808380 1.950952 2.022257 2.013620 2.025869 1.925280
0.055262 1.803323 1.923282 2.004641 2.016393 2.020566 1.969648
0.059255 1.800695 1.899555 1.975677 1.995273 1.998669 1.972055
0.063538 1.794852 1.876311 1.974764 1.978587 1.979624 1.954002
0.068129 1.787054 1.858001 1.956269 1.977427 1.991066 1.938570
0.073053 1.776189 1.846570 1.945919 1.994046 2.034976 1.970644
0.078332 1.769012 1.846328 1.932097 1.981416 2.037976 2.003724
0.083993 1.755644 1.846072 1.930754 1.963805 2.012598 2.051335
0.090063 1.743905 1.850938 1.917167 1.961568 1.990101 2.052469
0.096571 1.731935 1.874027 1.928573 1.968142 1.997712 2.086873
0.103550 1.716166 1.913572 1.960102 1.980462 1.998905 2.049780
0.111034 1.699505 1.978403 2.035240 2.021862 2.058932 2.065938
0.119058 1.682913 2.035517 2.140517 2.148035 2.190410 2.206820
0.127662 1.662592 2.071271 2.213970 2.238625 2.322590 2.370200
0.136887 1.646755 2.113639 2.285196 2.346033 2.387349 2.399336
0.146780 1.623558 2.129607 2.337111 2.467538 2.528444 2.509458
0.157387 1.600786 2.140167 2.380502 2.533519 2.642974 2.654595
0.168761 1.577773 2.155757 2.414169 2.596742 2.746080 2.822289
0.180957 1.550697 2.200069 2.499697 2.712210 2.882264 3.065310
0.194034 1.524977 2.221203 2.585306 2.819806 2.992896 3.254791
0.208057 1.499114 2.205704 2.657301 2.915900 3.098201 3.358711
0.223092 1.476978 2.172826 2.669034 2.945125 3.140215 3.345253
0.239215 1.456559 2.154547 2.689016 3.020833 3.220025 3.414098
0.256502 1.434682 2.140497 2.658605 3.084071 3.330664 3.550278
0.275039 1.411239 2.121861 2.641884 3.089243 3.375210 3.621904
0.294915 1.385311 2.087413 2.647655 3.097246 3.403068 3.642482
0.316228 1.356119 2.039526 2.633146 3.109020 3.449054 3.692904
0.339081 1.301423 1.987482 2.608696 3.118652 3.475485 3.739477
0.363585 1.236426 1.922836 2.585538 3.149812 3.507597 3.752511
0.389860 1.179514 1.928531 2.591386 3.153988 3.546686 3.795489
0.418034 1.092324 1.953971 2.712236 3.274254 3.675027 3.917257
0.448245 0.991428 1.860084 2.754585 3.411000 3.807438 4.065518
0.480638 0.849307 1.655222 2.674266 3.514306 3.982099 4.221525
0.515372 0.696619 1.354209 2.430850 3.451605 4.103083 4.423036
0.552617 0.545721 1.101368 2.087468 3.210056 4.040271 4.498241
0.592553 0.434380 0.910699 1.693602 2.786744 3.799304 4.459474
0.635375 0.360097 0.743315 1.346442 2.246424 3.287534 4.162072
0.681292 0.286086 0.594093 1.056935 1.788938 2.689931 3.590895
0.730527 0.184732 0.406495 0.743426 1.324326 2.063941 2.919462
0.783320 0.114775 0.268318 0.495441 0.880281 1.433587 2.146485
0.839929 0.044970 0.137453 0.280367 0.535661 0.957073 1.483295
0.900628 0.014410 0.053621 0.112141 0.230800 0.509439 0.911090
0.965714 0.005021 0.021494 0.045093 0.090197 0.229148 0.489717
