# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.239215 1.366053 1.658349 1.903646 2.136098 2.384033 2.660275
0.256502 1.303551 1.604570 1.844891 2.052174 2.286162 2.561353
0.275039 1.229129 1.548193 1.794145 1.975388 2.186906 2.453175
0.294915 1.140986 1.488266 1.749567 1.906294 2.093424 2.339739
0.316228 1.038608 1.423395 1.711347 1.850585 2.011152 2.228355
0.339081 0.923895 1.347210 1.671365 1.806619 1.947450 2.130999
0.363585 0.800641 1.256812 1.623934 1.771079 1.902536 2.053385
0.389860 0.673564 1.147446 1.558737 1.737266 1.875806 1.999693
0.418034 0.548995 1.021073 1.468247 1.694294 1.857803 1.967469
0.448245 0.434454 0.883759 1.353606 1.631462 1.835972 1.948791
0.480638 0.337311 0.743960 1.219265 1.544573 1.797267 1.927875
0.515372 0.261623 0.607796 1.062647 1.426046 1.729244 1.891760
0.552617 0.206305 0.481652 0.879180 1.266457 1.619025 1.827956
0.592553 0.164286 0.371277 0.683436 1.073018 1.463159 1.721970
0.635375 0.127518 0.278884 0.504836 0.862347 1.261483 1.569043
0.681292 0.091373 0.202931 0.362409 0.650200 1.011517 1.364370
0.730527 0.055679 0.138420 0.250806 0.455840 0.738578 1.095524
0.783320 0.025377 0.082223 0.158383 0.294164 0.491332 0.784219
0.839929 0.007043 0.039299 0.083815 0.165922 0.287062 0.489276
0.900628 0.000937 0.013848 0.033200 0.076225 0.139653 0.259351
0.965714 0.000041 0.003257 0.008727 0.025905 0.052369 0.110595
