# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.013219 2.791935 2.793607 2.796448 2.792136 2.749281 2.764300 2.583998
0.014175 2.722986 2.724482 2.727285 2.719595 2.692077 2.689547 2.995732
0.015199 2.652551 2.653990 2.657311 2.653814 2.648301 2.728592 2.583998
0.016298 2.582508 2.583923 2.588536 2.585285 2.555151 2.632697 2.827314
0.017475 2.513085 2.514633 2.518708 2.512891 2.487655 2.554200 2.666456
0.018738 2.444596 2.445983 2.450646 2.445048 2.420672 2.452117 2.564949
0.020092 2.374786 2.376080 2.380413 2.374262 2.344238 2.370468 2.467460
0.021544 2.305382 2.306816 2.310852 2.303440 2.275097 2.287398 2.336415
0.023101 2.235521 2.236996 2.241062 2.234185 2.218783 2.224624 2.256192
0.024771 2.166606 2.167985 2.171590 2.166416 2.153678 2.151547 2.162723
0.026561 2.097052 2.098333 2.102394 2.097441 2.091901 2.090950 2.137128
0.028480 2.028083 2.029257 2.032779 2.030423 2.020055 2.016542 2.017753
0.030539 1.959169 1.960274 1.963885 1.960450 1.950616 1.951265 1.960566
0.032745 1.889977 1.890992 1.894586 1.892409 1.886219 1.892273 1.906655
0.035112 1.820844 1.821774 1.825562 1.824577 1.818244 1.821561 1.837853
0.037649 1.752173 1.753018 1.756950 1.756305 1.748910 1.751964 1.758222
0.040370 1.683628 1.684542 1.688061 1.687049 1.682457 1.688474 1.683714
0.043288 1.615515 1.616504 1.619962 1.619689 1.617359 1.624483 1.620641
0.046416 1.547130 1.548113 1.551238 1.550788 1.548860 1.553063 1.542839
0.049770 1.478970 1.479942 1.483168 1.482825 1.482167 1.486621 1.474945
0.053367 1.411315 1.412313 1.415526 1.415016 1.414651 1.415877 1.409543
0.057224 1.344035 1.344958 1.348111 1.347224 1.346682 1.347184 1.343926
0.061359 1.276737 1.277653 1.280724 1.279712 1.278564 1.278483 1.277256
0.065793 1.210200 1.211086 1.214247 1.213547 1.212191 1.212768 1.213053
0.070548 1.144092 1.144924 1.148050 1.147198 1.145732 1.145810 1.146909
0.075646 1.078448 1.079301 1.082335 1.081628 1.080546 1.080958 1.080754
0.081113 1.013159 1.014012 1.016953 1.016327 1.015236 1.015915 1.016467
0.086975 0.948878 0.949750 0.952625 0.951898 0.950906 0.951775 0.951926
0.093260 0.885203 0.886046 0.888810 0.888171 0.887030 0.887529 0.887389
0.100000 0.822567 0.823376 0.826019 0.825498 0.824389 0.824801 0.824779
0.107227 0.760934 0.761733 0.764256 0.763812 0.762799 0.762900 0.763027
0.114976 0.700198 0.700963 0.703339 0.702939 0.701919 0.702069 0.702075
0.123285 0.640990 0.641753 0.643953 0.643594 0.642596 0.642661 0.642529
0.132194 0.583059 0.583788 0.585863 0.585510 0.584567 0.584639 0.584625
0.141747 0.526906 0.527600 0.529543 0.529200 0.528311 0.528423 0.528443
0.151991 0.472556 0.473221 0.474991 0.474738 0.473901 0.474024 0.473932
0.162975 0.420170 0.420790 0.422370 0.422146 0.421396 0.421480 0.421443
0.174753 0.370094 0.370656 0.372055 0.371872 0.371210 0.371237 0.371204
0.187382 0.322514 0.323039 0.324247 0.324106 0.323531 0.323513 0.323452
0.200923 0.277735 0.278211 0.279249 0.279135 0.278640 0.278598 0.278537
0.215444 0.235900 0.236331 0.237200 0.237117 0.236690 0.236653 0.236585
0.231013 0.197271 0.197659 0.198361 0.198307 0.197956 0.197912 0.197846
0.247708 0.162121 0.162462 0.163022 0.162997 0.162717 0.162683 0.162616
0.265609 0.130561 0.130856 0.131286 0.131293 0.131081 0.131054 0.131007
0.284804 0.102799 0.103048 0.103366 0.103389 0.103236 0.103221 0.103186
0.305386 0.078824 0.079028 0.079255 0.079292 0.079189 0.079182 0.079162
0.327455 0.058641 0.058803 0.058957 0.059000 0.058934 0.058936 0.058932
0.351119 0.042158 0.042280 0.042384 0.042428 0.042390 0.042397 0.042401
0.376494 0.029119 0.029208 0.029277 0.029318 0.029300 0.029311 0.029323
0.403702 0.019213 0.019275 0.019320 0.019354 0.019351 0.019359 0.019373
0.432876 0.012043 0.012082 0.012111 0.012137 0.012141 0.012147 0.012159
0.464159 0.007101 0.007125 0.007143 0.007162 0.007170 0.007173 0.007183
0.497702 0.003913 0.003928 0.003938 0.003950 0.003959 0.003960 0.003967
0.533670 0.001991 0.001999 0.002005 0.002012 0.002020 0.002020 0.002025
0.572237 0.000926 0.000930 0.000933 0.000937 0.000942 0.000942 0.000945
0.613591 0.000387 0.000390 0.000391 0.000392 0.000396 0.000395 0.000397
0.657933 0.000142 0.000143 0.000144 0.000145 0.000146 0.000146 0.000147
0.705480 0.000045 0.000046 0.000046 0.000046 0.000047 0.000047 0.000047
0.756463 0.000012 0.000012 0.000012 0.000012 0.000013 0.000013 0.000013
0.811131 0.000003 0.000003 0.000003 0.000003 0.000003 0.000003 0.000003
0.869749 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.932603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
