# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.394460 0.952445 0.907461 0.864557 0.822614 0.784333 0.746576 0.710181
0.422186 0.965044 0.931187 0.898651 0.866748 0.836322 0.806055 0.776836
0.451860 0.973760 0.947999 0.923092 0.898749 0.874764 0.850849 0.827659
0.483619 0.980000 0.960241 0.941044 0.922340 0.903644 0.884982 0.866800
0.517611 0.985124 0.970355 0.955920 0.941904 0.927891 0.913893 0.900174
0.553992 0.989360 0.978748 0.968298 0.958193 0.948088 0.937992 0.928019
0.592930 0.992868 0.985743 0.978689 0.971900 0.965111 0.958326 0.951573
0.634605 0.995745 0.991494 0.987278 0.983246 0.979214 0.975183 0.971148
0.679209 0.997865 0.995730 0.993620 0.991621 0.989622 0.987623 0.985616
0.726949 0.999192 0.998384 0.997590 0.996852 0.996114 0.995376 0.994634
0.778043 0.999828 0.999656 0.999489 0.999339 0.999188 0.999037 0.998885
0.832729 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
