# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.386326 0.205899 0.212211 0.043303 0.043238 0.045363 0.045967 0.048177
0.413381 0.167467 0.172528 0.035241 0.035068 0.036454 0.037010 0.038413
0.442332 0.135100 0.140194 0.029225 0.028973 0.029895 0.030322 0.031233
0.473309 0.106949 0.112045 0.024334 0.023935 0.024544 0.024841 0.025411
0.506457 0.082351 0.086871 0.020125 0.019603 0.020001 0.020147 0.020467
0.541925 0.061048 0.064329 0.016284 0.015787 0.016041 0.016003 0.016156
0.579878 0.042869 0.044685 0.012485 0.012288 0.012451 0.012318 0.012372
0.620489 0.027810 0.028568 0.008792 0.008845 0.008977 0.008980 0.008983
0.663944 0.015854 0.016100 0.005630 0.005652 0.005763 0.005794 0.005791
0.710441 0.007107 0.007158 0.003013 0.003022 0.003084 0.003094 0.003135
0.760196 0.001780 0.001783 0.001027 0.001029 0.001063 0.001064 0.001079
0.813435 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
