# t[BJD] flux_norm_perf-1 flux_norm_noise-1 flux_norm_err
2454970.029638 0.000000 0.000410 0.000346
2454970.050073 0.000000 -0.000376 0.000346
2454970.070507 0.000000 -0.000054 0.000346
2454970.090942 0.000000 0.000178 0.000346
2454970.111376 0.000000 -0.000225 0.000346
2454970.131811 0.000000 -0.000296 0.000346
2454970.152245 0.000000 -0.000210 0.000346
2454970.172680 0.000000 0.000533 0.000346
2454970.193114 0.000000 -0.000210 0.000346
2454970.213549 0.000000 0.000726 0.000346
2454970.233983 0.000000 -0.000672 0.000346
2454970.254418 0.000000 0.000786 0.000346
2454970.274852 0.000000 -0.000108 0.000346
2454970.295287 0.000000 0.000262 0.000346
2454970.315721 0.000000 -0.000542 0.000346
2454970.336156 0.000000 0.000080 0.000346
2454970.356590 0.000000 0.000234 0.000346
2454970.397459 0.000000 -0.000167 0.000346
2454970.417894 0.000000 -0.000526 0.000346
2454970.438328 0.000000 -0.000506 0.000346
2454970.458762 0.000000 0.000073 0.000346
2454970.479197 0.000000 -0.000403 0.000346
2454970.499632 0.000000 0.000261 0.000346
2454970.520066 0.000000 -0.000488 0.000346
2454970.540500 0.000000 0.000432 0.000346
2454970.560935 0.000000 -0.000030 0.000346
2454970.581369 0.000000 0.000222 0.000346
2454970.601804 0.000000 0.000191 0.000346
2454970.622238 0.000000 -0.000248 0.000346
2454970.642673 0.000000 0.000208 0.000346
2454970.663107 0.000000 -0.000032 0.000346
2454970.683542 0.000000 0.000141 0.000346
2454970.703976 0.000000 0.000367 0.000346
2454970.724411 0.000000 -0.000017 0.000346
2454970.744845 0.000000 -0.000220 0.000346
2454970.765280 0.000000 0.000394 0.000346
2454970.785714 0.000000 0.000146 0.000346
2454970.806149 0.000000 -0.000044 0.000346
2454970.826583 0.000000 -0.000202 0.000346
2454970.847018 0.000000 -0.000359 0.000346
2454970.867452 0.000000 0.000224 0.000346
2454970.887887 0.000000 -0.000346 0.000346
2454970.908321 0.000000 0.000150 0.000346
2454970.928756 0.000000 0.000365 0.000346
2454970.949190 0.000000 -0.000480 0.000346
2454970.969624 0.000000 -0.000380 0.000346
2454970.990059 0.000000 -0.000116 0.000346
2454971.010493 0.000000 -0.000349 0.000346
2454971.030928 0.000000 -0.000086 0.000346
2454971.051362 0.000000 -0.000172 0.000346
2454971.071797 0.000000 0.000145 0.000346
2454971.092231 0.000000 0.000134 0.000346
2454971.112666 0.000000 -0.000201 0.000346
2454971.133100 0.000000 0.000089 0.000346
2454971.153535 0.000000 0.000355 0.000346
2454971.173969 0.000000 -0.000073 0.000347
2454971.194404 0.000000 -0.000070 0.000346
2454971.214838 0.000000 -0.000152 0.000346
2454971.235273 0.000000 -0.000036 0.000346
2454971.255707 0.000000 0.000168 0.000347
2454971.276142 0.000000 0.000370 0.000346
2454971.296576 0.000000 -0.000097 0.000346
2454971.317011 0.000000 -0.000001 0.000347
2454971.337445 0.000000 0.000234 0.000346
2454971.357880 0.000000 0.000715 0.000346
2454971.378314 0.000000 -0.000856 0.000346
2454971.398748 0.000000 0.000092 0.000346
2454971.419183 0.000000 0.000151 0.000346
2454971.439617 0.000000 -0.000071 0.000346
2454971.460052 0.000000 -0.000152 0.000346
2454971.480486 0.000000 -0.000345 0.000347
2454971.500921 0.000000 0.000296 0.000346
2454971.521355 0.000000 0.000536 0.000346
2454971.541790 0.000000 0.000427 0.000346
2454971.562224 0.000000 0.000108 0.000346
2454971.582659 0.000000 0.000360 0.000346
2454971.603093 0.000000 -0.000451 0.000346
2454971.623528 0.000000 -0.000405 0.000346
2454971.643962 0.000000 0.000276 0.000346
2454971.664397 0.000000 -0.000409 0.000346
2454971.684831 0.000000 0.000431 0.000346
2454971.705265 0.000000 0.000235 0.000346
2454971.725700 0.000000 0.000260 0.000347
2454971.746135 0.000000 -0.000037 0.000346
2454971.766569 0.000000 0.000224 0.000346
2454971.787003 0.000000 -0.000954 0.000347
2454971.807438 0.000000 -0.000391 0.000347
2454971.827872 0.000000 0.000068 0.000347
2454971.848307 0.000000 0.000282 0.000346
2454971.868741 0.000000 -0.000128 0.000347
2454971.889176 0.000000 -0.000431 0.000346
2454971.909610 0.000000 0.000246 0.000347
2454971.930045 0.000000 0.000190 0.000347
2454971.950479 0.000000 0.000306 0.000346
2454971.970914 0.000000 -0.000014 0.000346
2454971.991348 0.000000 -0.000362 0.000346
2454972.011783 0.000000 0.000164 0.000346
2454972.032217 0.000000 0.000121 0.000347
2454972.052652 0.000000 -0.000610 0.000347
2454972.073086 0.000000 0.000150 0.000346
2454972.093520 0.000000 0.000320 0.000347
2454972.113955 0.000000 0.000021 0.000347
2454972.134389 0.000000 -0.000528 0.000346
2454972.154824 0.000000 -0.000272 0.000347
2454972.175258 0.000000 0.000381 0.000347
2454972.195693 0.000000 0.000432 0.000347
2454972.216127 0.000000 -0.000261 0.000347
2454972.236562 0.000000 -0.000216 0.000347
2454972.256996 0.000000 -0.000249 0.000347
2454972.277431 0.000000 -0.000125 0.000347
2454972.297865 0.000000 0.000105 0.000346
2454972.318300 0.000000 0.000061 0.000347
2454972.338734 0.000000 0.000073 0.000347
2454972.359169 0.000000 -0.000257 0.000347
2454972.379603 0.000000 -0.000010 0.000347
2454972.400038 0.000000 -0.000436 0.000346
2454972.420472 0.000000 -0.000082 0.000347
2454972.440907 0.000000 0.000683 0.000347
2454972.461341 0.000000 0.000526 0.000347
2454972.481775 0.000000 0.000169 0.000347
2454972.502210 0.000000 -0.000045 0.000347
2454972.522644 0.000000 0.000084 0.000347
2454972.543079 0.000000 -0.000406 0.000347
2454972.563513 0.000000 0.000159 0.000347
2454972.583948 0.000000 -0.000086 0.000347
2454972.604382 0.000000 0.000074 0.000347
2454972.624817 0.000000 -0.000216 0.000347
2454972.645251 0.000000 0.000003 0.000347
2454972.665686 0.000000 0.000485 0.000347
2454972.686120 0.000000 -0.000202 0.000347
2454972.706555 0.000000 -0.000415 0.000347
2454972.726989 0.000000 0.000404 0.000347
2454972.747423 0.000000 0.000028 0.000347
2454972.767858 0.000000 0.000166 0.000347
2454972.788292 0.000000 -0.000297 0.000347
2454972.808727 0.000000 0.000020 0.000347
2454972.829161 0.000000 0.000249 0.000347
2454972.849596 0.000000 -0.000069 0.000347
2454972.870030 0.000000 0.000294 0.000347
2454972.890465 0.000000 -0.000324 0.000347
2454972.910899 0.000000 0.000461 0.000347
2454972.931334 0.000000 0.000221 0.000347
2454972.951768 0.000000 0.000765 0.000347
2454972.972203 0.000000 -0.000242 0.000347
2454972.992637 0.000000 0.000305 0.000347
2454973.013071 0.000000 0.000020 0.000347
2454973.033506 0.000000 -0.000278 0.000347
2454973.053941 0.000000 -0.000472 0.000347
2454973.074375 0.000000 -0.000394 0.000347
2454973.094809 0.000000 0.000194 0.000347
2454973.115244 0.000000 0.000539 0.000347
2454973.135678 0.000000 0.000220 0.000347
2454973.156113 0.000000 0.000058 0.000347
2454973.176547 0.000000 -0.000006 0.000347
2454973.196982 0.000000 0.000143 0.000347
2454973.217416 0.000000 -0.000394 0.000347
2454973.237851 0.000000 -0.000336 0.000347
2454973.258285 0.000000 0.000325 0.000347
2454973.278720 0.000000 0.000570 0.000347
2454973.299154 0.000000 -0.000806 0.000347
2454973.319589 0.000000 -0.000254 0.000347
2454973.340023 0.000000 -0.000456 0.000347
2454973.380892 0.000000 0.000209 0.000347
2454973.401326 0.000000 -0.000038 0.000347
2454973.421761 0.000000 0.000154 0.000347
2454973.442195 0.000000 0.000018 0.000347
2454973.462630 0.000000 -0.000023 0.000347
2454973.483064 0.000000 -0.000044 0.000347
2454973.503499 0.000000 0.000010 0.000347
2454973.523933 0.000000 -0.000158 0.000347
2454973.544368 0.000000 0.000310 0.000347
2454973.564802 0.000000 0.000134 0.000347
2454973.585237 0.000000 -0.000517 0.000347
2454973.605671 0.000000 0.000230 0.000347
2454973.626106 0.000000 0.000045 0.000347
2454973.646540 0.000000 -0.000598 0.000347
2454973.666974 0.000000 -0.000550 0.000347
2454973.687409 0.000000 0.000268 0.000347
2454973.707843 0.000000 0.000283 0.000347
2454973.728278 0.000000 0.000269 0.000347
2454973.748712 0.000000 -0.000284 0.000347
2454973.769147 0.000000 0.000099 0.000347
2454973.789581 0.000000 0.000016 0.000347
2454973.810016 0.000000 0.000456 0.000347
2454973.830450 0.000000 0.000633 0.000347
2454973.850885 0.000000 -0.000331 0.000347
2454973.871319 0.000000 0.000103 0.000347
2454973.891753 0.000000 -0.000041 0.000347
2454973.912188 0.000000 0.000329 0.000347
2454973.932622 0.000000 0.000007 0.000347
2454973.953057 0.000000 -0.000181 0.000347
2454973.973491 0.000000 0.000708 0.000347
2454973.993926 0.000000 -0.000128 0.000347
2454974.014360 0.000000 0.000066 0.000347
2454974.034795 0.000000 0.000609 0.000347
2454974.055229 0.000000 -0.000619 0.000347
2454974.075664 0.000000 -0.000165 0.000347
2454974.096098 0.000000 -0.000097 0.000347
2454974.116533 0.000000 -0.000735 0.000347
2454974.136967 0.000000 -0.000231 0.000347
2454974.157402 0.000000 0.000151 0.000347
2454974.177836 0.000000 -0.000239 0.000347
2454974.198270 0.000000 -0.000564 0.000347
2454974.218705 0.000000 -0.000652 0.000347
2454974.239139 0.000000 -0.000240 0.000347
2454974.259574 0.000000 -0.000393 0.000347
2454974.280008 0.000000 -0.000145 0.000347
2454974.300443 0.000000 0.000396 0.000347
2454974.320877 0.000000 0.000341 0.000347
2454974.341312 0.000000 -0.000394 0.000347
2454974.361746 0.000000 -0.000387 0.000347
2454974.382180 0.000000 -0.000124 0.000347
2454974.402615 0.000000 0.000137 0.000347
2454974.423050 0.000000 -0.000283 0.000347
2454974.443484 0.000000 0.000230 0.000347
2454974.463918 0.000000 0.000606 0.000347
2454974.484353 0.000000 0.000311 0.000347
2454974.504787 0.000000 0.000476 0.000347
2454974.525222 0.000000 0.000029 0.000347
2454974.545656 0.000000 -0.000481 0.000347
2454974.566091 0.000000 0.000044 0.000347
2454974.586525 0.000000 -0.000573 0.000347
2454974.606960 0.000000 0.000007 0.000347
2454974.627394 0.000000 -0.000119 0.000347
2454974.647829 0.000000 0.000407 0.000347
2454974.668263 0.000000 0.000157 0.000347
2454974.688697 0.000000 -0.000096 0.000347
2454974.709132 0.000000 -0.000432 0.000347
2454974.729566 0.000000 -0.000971 0.000347
2454974.750001 0.000000 -0.000147 0.000347
2454974.770435 0.000000 0.000051 0.000347
2454974.790870 0.000000 -0.000081 0.000347
2454974.811304 0.000000 0.000319 0.000347
2454974.831739 0.000000 -0.000702 0.000347
2454974.852173 0.000000 0.000485 0.000347
2454974.872608 0.000000 -0.000438 0.000347
2454974.893042 0.000000 0.000644 0.000347
2454974.913477 0.000000 0.000033 0.000347
2454974.933911 0.000000 -0.000130 0.000347
2454974.954345 0.000000 -0.000042 0.000347
2454974.974780 0.000000 -0.000098 0.000347
2454974.995214 0.000000 0.000119 0.000347
2454975.015649 0.000000 -0.000148 0.000347
2454975.036083 0.000000 -0.000173 0.000347
2454975.056518 0.000000 0.000352 0.000347
2454975.076952 0.000000 0.000372 0.000347
2454975.097387 0.000000 0.000139 0.000347
2454975.117821 0.000000 -0.000330 0.000347
2454975.138256 0.000000 0.000002 0.000347
2454975.158690 0.000000 -0.000216 0.000347
2454975.179124 0.000000 0.000343 0.000347
2454975.199559 0.000000 -0.000333 0.000347
2454975.219993 0.000000 0.000015 0.000347
2454975.240428 0.000000 -0.000400 0.000347
2454975.260862 0.000000 0.000597 0.000347
2454975.281297 0.000000 -0.000013 0.000347
2454975.301731 0.000000 -0.000374 0.000347
2454975.322166 0.000000 -0.000392 0.000347
2454975.342600 0.000000 0.000050 0.000347
2454975.363035 0.000000 -0.000301 0.000347
2454975.383469 0.000000 -0.000331 0.000347
2454975.403903 0.000000 0.000303 0.000347
2454975.424338 0.000000 -0.000083 0.000347
2454975.444772 0.000000 -0.000025 0.000347
2454975.465207 0.000000 -0.000284 0.000347
2454975.485641 0.000000 -0.000031 0.000347
2454975.506076 0.000000 0.000392 0.000347
2454975.526510 0.000000 0.000549 0.000347
2454975.546945 0.000000 -0.000022 0.000347
2454975.567379 0.000000 0.000181 0.000347
2454975.587813 0.000000 -0.000073 0.000347
2454975.608248 0.000000 -0.000025 0.000347
2454975.628682 0.000000 0.000083 0.000347
2454975.649117 0.000000 -0.000071 0.000347
2454975.669551 0.000000 -0.000157 0.000347
2454975.689986 0.000000 0.000295 0.000347
2454975.710420 0.000000 0.000145 0.000347
2454975.730855 0.000000 0.000517 0.000347
2454975.751289 0.000000 0.000276 0.000347
2454975.771723 0.000000 -0.000403 0.000347
2454975.792158 0.000000 0.000310 0.000347
2454975.812592 0.000000 0.000021 0.000347
2454975.833027 0.000000 -0.000373 0.000347
2454975.853461 0.000000 0.000372 0.000347
2454975.873896 0.000000 0.000710 0.000347
2454975.894330 0.000000 0.000104 0.000347
2454975.914765 0.000000 -0.000929 0.000347
2454975.935199 0.000000 -0.000120 0.000347
2454975.955634 0.000000 -0.000155 0.000347
2454975.976068 0.000000 -0.000239 0.000347
2454975.996502 0.000000 -0.000192 0.000347
2454976.016937 0.000000 0.000065 0.000347
2454976.037371 0.000000 -0.000117 0.000347
2454976.057806 0.000000 0.000433 0.000347
2454976.078240 0.000000 -0.000105 0.000347
2454976.098675 0.000000 0.000310 0.000347
2454976.119109 0.000000 -0.000483 0.000347
2454976.139544 0.000000 -0.000454 0.000347
2454976.159978 0.000000 -0.000063 0.000347
2454976.180413 0.000000 -0.000425 0.000347
2454976.200847 0.000000 -0.000094 0.000347
2454976.221281 0.000000 -0.000450 0.000347
2454976.241716 0.000000 -0.000125 0.000347
2454976.262150 0.000000 -0.000230 0.000347
2454976.282585 0.000000 0.000062 0.000347
2454976.303019 0.000000 -0.000470 0.000347
2454976.323454 0.000000 0.000309 0.000347
2454976.364322 0.000000 0.000068 0.000347
2454976.384757 0.000000 0.000434 0.000347
2454976.405191 0.000000 0.000105 0.000347
2454976.425626 0.000000 0.000718 0.000347
2454976.446060 0.000000 -0.000113 0.000347
2454976.466495 0.000000 0.000135 0.000347
2454976.486929 0.000000 0.000403 0.000347
2454976.507364 0.000000 0.000174 0.000347
2454976.527798 0.000000 0.000054 0.000347
2454976.548233 0.000000 0.000122 0.000347
2454976.568667 0.000000 0.000250 0.000347
2454976.589102 0.000000 -0.000288 0.000347
2454976.609536 0.000000 0.000071 0.000347
2454976.629970 0.000000 -0.000328 0.000347
2454976.650405 0.000000 -0.000338 0.000347
2454976.670839 0.000000 0.000099 0.000347
2454976.691274 0.000000 -0.000234 0.000347
2454976.711708 0.000000 0.000245 0.000347
2454976.732143 0.000000 0.000224 0.000347
2454976.752577 0.000000 0.000057 0.000347
2454976.773011 0.000000 -0.000044 0.000347
2454976.793446 0.000000 -0.000030 0.000347
2454976.813880 0.000000 -0.000668 0.000347
2454976.834315 0.000000 -0.000230 0.000347
2454976.854749 0.000000 0.000102 0.000347
2454976.875184 0.000000 -0.000365 0.000347
2454976.895618 0.000000 -0.000011 0.000347
2454976.916053 0.000000 0.000011 0.000347
2454976.936487 0.000000 0.000160 0.000347
2454976.956921 0.000000 -0.000303 0.000347
2454976.977356 0.000000 -0.000151 0.000347
2454976.997790 0.000000 -0.000218 0.000347
2454977.018225 0.000000 0.000177 0.000347
2454977.038659 0.000000 -0.000480 0.000347
2454977.059094 0.000000 0.000330 0.000347
2454977.079528 0.000000 0.000338 0.000347
2454977.099963 0.000000 0.000028 0.000347
2454977.120397 0.000000 0.000476 0.000347
2454977.140831 0.000000 0.000282 0.000347
2454977.161266 0.000000 -0.000388 0.000347
2454977.181700 0.000000 0.000164 0.000347
2454977.202135 0.000000 0.000492 0.000347
2454977.222569 0.000000 -0.000215 0.000347
2454977.243004 0.000000 -0.000369 0.000347
2454977.263438 0.000000 -0.000205 0.000347
2454977.283873 0.000000 -0.000226 0.000347
2454977.304307 0.000000 -0.000095 0.000347
